pga_g,annual_rate,annual_prob,prob_50yr,return_period_yr
0.001,0.6757519869134249,0.6757519869134249,0.9999999999999979,1.4798328667409701
0.0011513953993264468,0.6106736482831664,0.6106736482831664,0.9999999999999452,1.6375358635686617
0.0013257113655901094,0.5495316251548129,0.5495316251548129,0.999999999998833,1.8197314844587553
0.0015264179671752333,0.49232621969918156,0.49232621969918156,0.9999999999796169,2.031173559293703
0.0017575106248547913,0.4390614185050541,0.4390614185050541,0.9999999997076504,2.277585681303694
0.0020235896477251575,0.3897178138345572,0.3897178138345572,0.9999999965534451,2.565959174821091
0.002329951810515372,0.34424243006913974,0.34424243006913974,0.9999999665134344,2.904929528295376
0.0026826957952797246,0.30254810657007836,0.30254810657007836,0.9999997306907067,3.3052594886042455
0.0030888435964774815,0.26451759320963636,0.26451759320963636,0.9999981966773184,3.78046687884188
0.0035564803062231283,0.230009543507084,0.230009543507084,0.9999898747390793,4.347645687880778
0.004094915062380427,0.19886492614463366,0.19886492614463366,0.9999519489373473,5.028538814696283
0.004714866363457394,0.17091305180114222,0.17091305180114222,0.9998056116488997,5.850928231996598
0.005428675439323859,0.14597664271677926,0.14597664271677926,0.9993236718264159,6.850411006781259
0.006250551925273976,0.1238754507289145,0.1238754507289145,0.9979578917245843,8.072624512086511
0.0071968567300115215,0.10442809825518269,0.10442809825518269,0.9946002623653012,9.575966782008987
0.008286427728546842,0.08745216560474584,0.08745216560474584,0.9873817144161454,11.43482260370385
0.009540954763499945,0.07276299660806443,0.07276299660806443,0.973699039785378,13.743249269769196
0.010985411419875584,0.06017206501380499,0.06017206501380499,0.950639425017078,16.619007504073107
0.012648552168552958,0.04948587571275086,0.04948587571275086,0.9157775516375699,20.20778627430318
0.014563484775012436,0.04050621207596281,0.04050621207596281,0.8680471482348198,24.687571331643223
0.016768329368110083,0.03303215102175951,0.03303215102175951,0.8082585734020569,30.273535602972473
0.019306977288832496,0.026863792955620948,0.026863792955620948,0.738988196300836,37.224825312345224
0.022229964825261943,0.021807237273215062,0.021807237273215062,0.6639051488141536,45.856336016862585
0.025595479226995357,0.017680065631946858,0.017680065631946858,0.5868742618363308,56.56087600676424
0.029470517025518096,0.014316500574277004,0.014316500574277004,0.5112113192984871,69.84947158083713
0.03393221771895328,0.011571469815255543,0.011571469815255543,0.4393023632952061,86.41944506320402
0.03906939937054617,0.009322995417244706,0.009322995417244706,0.37258669122209576,107.26166379426768
0.044984326689694466,0.007472608725215387,0.007472608725215387,0.31176878986415846,133.8220742945666
0.0517947467923121,0.0059438253291008965,0.0059438253291008965,0.25709809344177703,168.24182149229927
0.05963623316594643,0.0046790420102316805,0.0046790420102316805,0.20860027737043352,213.7189616620872
0.06866488450043001,0.0036354693041272122,0.0036354693041272122,0.16620979848563877,275.0676505134392
0.07906043210907697,0.0027808262468062843,0.0027808262468062843,0.12980792195560809,359.6053515204257
0.09102981779915217,0.0020894697749297897,0.0020894697749297897,0.09920132160755091,478.5903160688706
0.10481131341546852,0.001539432367626212,0.001539432367626212,0.07408386776781795,649.5900833512999
0.1206792640639329,0.0011105646733496812,0.0011105646733496812,0.05401468534142917,900.4428323690538
0.13894954943731375,0.0007837104525935662,0.0007837104525935662,0.03842770082423397,1275.9814504076826
0.15998587196060574,0.0005406505283550808,0.0005406505283550808,0.026670417915143796,1849.6236432848434
0.18420699693267165,0.00036447456522317625,0.00036447456522317625,0.01805868024277124,2743.6756784048202
0.21209508879201905,0.00024006630531518791,0.00024006630531518791,0.011931562852957045,4165.51585066084
0.244205309454865,0.00015448169443871136,0.00015448169443871136,0.007694330636516922,6473.258877910206
0.28117686979742307,9.711346860892257e-05,9.711346860892257e-05,0.004843903705900043,10297.232858884026
0.32374575428176433,5.963273842318123e-05,5.963273842318123e-05,0.0029771962563740484,16769.312066528655
0.3727593720314938,3.5758723823767076e-05,3.5758723823767076e-05,0.0017863387854381019,27965.20381790999
0.42919342601287785,2.0930696821891724e-05,2.0930696821891724e-05,0.0010459874144914671,47776.71801896654
0.49417133613238334,1.1951334316873806e-05,1.1951334316873806e-05,0.0005973882084122639,83672.66561927932
0.5689866029018293,6.6515399932587824e-06,6.6515399932587824e-06,0.00033252170206299336,150341.1241627476
0.655128556859551,3.604698012984438e-06,3.604698012984438e-06,0.0001802186593152788,277415.74922446
0.7543120063354615,1.900056159996404e-06,1.900056159996404e-06,9.499829537595872e-05,526300.2331477889
0.868511373751352,9.729416782515438e-07,9.729416782515438e-07,4.8645900662336317e-05,1027810.8363052986
1.0,4.833746177158633e-07,4.833746177158633e-07,2.416843882435682e-05,2068788.8096511904
