pga_g,annual_rate,annual_prob,prob_50yr,return_period_yr
0.001,0.8229704491305456,0.8229704491305456,1.0,1.2151104587734385
0.0011513953993264468,0.7225605332035453,0.7225605332035453,0.9999999999999998,1.3839670920945526
0.0013257113655901094,0.632034061591925,0.632034061591925,0.9999999999999811,1.5821932088300228
0.0015264179671752333,0.550720086658006,0.550720086658006,0.9999999999989003,1.815804478947568
0.0017575106248547913,0.4779291051750945,0.4779291051750945,0.9999999999581302,2.092360538774133
0.0020235896477251575,0.4129731014394103,0.4129731014394103,0.9999999989225353,2.421465215323996
0.002329951810515372,0.3551855847002814,0.3551855847002814,0.9999999806249413,2.815429575622661
0.0026826957952797246,0.303937390400607,0.303937390400607,0.9999997487631005,3.2901512995223863
0.0030888435964774815,0.25864619484349843,0.25864619484349843,0.9999975813710844,3.8662853733652636
0.0035564803062231283,0.21877948691095037,0.21877948691095037,0.9999822473249357,4.570812438220176
0.004094915062380427,0.18385202516524293,0.18385202516524293,0.9998982102613722,5.439156838774105
0.004714866363457394,0.15341958057939842,0.15341958057939842,0.999533838785111,6.518072831534534
0.005428675439323859,0.12707104695200952,0.12707104695200952,0.9982594469085233,7.869613291040771
0.006250551925273976,0.10442083576429452,0.10442083576429452,0.9945983012319863,9.576632792494257
0.0071968567300115215,0.08510295622276177,0.08510295622276177,0.9858090069962798,11.75047312554506
0.008286427728546842,0.06876747794151582,0.06876747794151582,0.9678831317776837,14.541757672870638
0.009540954763499945,0.055079381314505696,0.055079381314505696,0.9363253697984082,18.155614245010412
0.010985411419875584,0.043719289243825996,0.043719289243825996,0.8876306945713162,22.873198931092396
0.012648552168552958,0.0343853304734064,0.0343853304734064,0.820802463128111,29.082169234156392
0.014563484775012436,0.026795396054066025,0.026795396054066025,0.7380940483163769,37.31984397551969
0.016768329368110083,0.020689228839299845,0.020689228839299845,0.6445822575283306,48.33432931538117
0.019306977288832496,0.015830019345016932,0.015830019345016932,0.5468358999139364,63.171116737440116
0.022229964825261943,0.012005380107561478,0.012005380107561478,0.45133597733233943,83.295988218662
0.025595479226995357,0.00902769213291182,0.00902769213291182,0.3632541016265729,110.77028162650213
0.029470517025518096,0.006733864172869304,0.006733864172869304,0.28587210543552366,148.50314386039946
0.03393221771895328,0.004984548712866736,0.004984548712866736,0.22059731072695166,200.6199673440197
0.03906939937054617,0.003662852770475935,0.003662852770475935,0.1673506206120654,273.0112463324766
0.044984326689694466,0.0026725902377315205,0.0026725902377315205,0.12508585014245155,374.1688440981489
0.0517947467923121,0.0019361510482099218,0.0019361510482099218,0.09226932009377298,516.488628779534
0.05963623316594643,0.0013921014907550475,0.0013921014907550475,0.06723788131323227,718.3384305246454
0.06866488450043001,0.000992663207543781,0.000992663207543781,0.04842156284407395,1007.3910188273957
0.07906043210907697,0.0007012312690351301,0.0007012312690351301,0.03445402791508012,1426.0630467548392
0.09102981779915217,0.0004900775138405925,0.0004900775138405925,0.0242060929655894,2040.493537773843
0.10481131341546852,0.00033834707969455544,0.00033834707969455544,0.01677505909940824,2955.544941906267
0.1206792640639329,0.00023040428063428903,0.00023040428063428903,0.011454110452014277,4340.197140639317
0.13894954943731375,0.00015453216412965562,0.00015453216412965562,0.007696834701380162,6471.1447330859855
0.15998587196060574,0.00010194964199854091,0.00010194964199854091,0.005084511985714357,9808.76421335851
0.18420699693267165,6.608711995294637e-05,6.608711995294637e-05,0.0032989026216532213,15131.541527486655
0.21209508879201905,4.205604797951999e-05,4.205604797951999e-05,0.002100593058884659,23777.792922601035
0.244205309454865,2.62552165364084e-05,2.62552165364084e-05,0.0013118995332582761,38087.66911570845
0.28117686979742307,1.6070503508865986e-05,1.6070503508865986e-05,0.0008032024355385525,62225.803905167435
0.32374575428176433,9.639362033482605e-06,9.639362033482605e-06,0.0004818519737059823,103741.30534017406
0.3727593720314938,5.662991564122516e-06,5.662991564122516e-06,0.0002831094951475377,176585.11206963993
0.42919342601287785,3.2565910395035493e-06,3.2565910395035493e-06,0.00016281629596315295,307069.5668782669
0.49417133613238334,1.8318330191994523e-06,1.8318330191994523e-06,9.158745657278367e-05,545901.2854987296
0.5689866029018293,1.0070044464377812e-06,1.0070044464377812e-06,5.0348954770740306e-05,993044.27456844
0.655128556859551,5.404385720391959e-07,5.404385720391959e-07,2.7021563512974467e-05,1850349.0530418209
0.7543120063354615,2.828219780380726e-07,2.828219780380726e-07,1.4140998917056002e-05,3535793.105390781
0.868511373751352,1.4413319500581848e-07,1.4413319500581848e-07,7.206633782397276e-06,6938027.010083494
1.0,7.143300579841979e-08,7.143300579841979e-08,3.571643911626232e-06,13999130.917463388
