pga_g,annual_rate,annual_prob,prob_50yr,return_period_yr
0.001,0.5660759763825661,0.5660759763825661,0.9999999999994897,1.7665473217753704
0.0011513953993264468,0.5234589434362394,0.5234589434362394,0.9999999999957023,1.9103694999182037
0.0013257113655901094,0.4823792223013681,0.4823792223013681,0.9999999999664828,2.073057780617355
0.0015264179671752333,0.44290855171580507,0.44290855171580507,0.9999999997588079,2.25780242021982
0.0017575106248547913,0.40516916996434366,0.40516916996434366,0.9999999984082925,2.4681048661427116
0.0020235896477251575,0.3692850892985133,0.3692850892985133,0.9999999904263802,2.7079349504730352
0.002329951810515372,0.3353557077292837,0.3353557077292837,0.9999999477792226,2.9819083944360694
0.0026826957952797246,0.30344428567764226,0.30344428567764226,0.9999997424918029,3.295497879509681
0.0030888435964774815,0.27357594641146965,0.27357594641146965,0.9999988535006717,3.6552921158352065
0.0035564803062231283,0.24574143496210013,0.24574143496210013,0.9999953890274048,4.069317818357439
0.004094915062380427,0.21990392465003422,0.21990392465003422,0.9999832178751077,4.547440440598995
0.004714866363457394,0.1960068702351425,0.1960068702351425,0.9999445674455729,5.101861984737247
0.005428675439323859,0.17398144601759669,0.17398144601759669,0.9998332595757959,5.747739330197652
0.006250551925273976,0.15375258917669832,0.15375258917669832,0.9995415363083543,6.5039555129101725
0.0071968567300115215,0.1352431358483825,0.1352431358483825,0.9988432683485029,7.394090603763237
0.008286427728546842,0.11837597585765346,0.11837597585765346,0.9973115724034706,8.447660031985672
0.009540954763499945,0.10307451632082873,0.10307451632082873,0.9942221625854516,9.701719063977073
0.010985411419875584,0.08926198654723756,0.08926198654723756,0.988473416785715,11.202977198707075
0.012648552168552958,0.07686021027459632,0.07686021027459632,0.9785710081342031,13.0106331537128
0.014563484775012436,0.06578842382395268,0.06578842382395268,0.9627245815062421,15.200242563584771
0.016768329368110083,0.05596256949536259,0.05596256949536259,0.9390760232448928,17.86908658800712
0.019306977288832496,0.04729529788473919,0.04729529788473919,0.9060286090128564,21.1437509588595
0.022229964825261943,0.03969672172448088,0.03969672172448088,0.8625968654621895,25.19099705362577
0.025595479226995357,0.03307580853605886,0.03307580853605886,0.8086766646191335,30.233576872650342
0.029470517025518096,0.027342189264705583,0.027342189264705583,0.7451574723572891,36.57351612626137
0.03393221771895328,0.02240809340237284,0.02240809340237284,0.6738522143483167,44.62673294168383
0.03906939937054617,0.018190098856379313,0.018190098856379313,0.5972764541249322,54.9749623625216
0.044984326689694466,0.014610415978647347,0.014610415978647347,0.5183419222542229,68.44432091882037
0.0517947467923121,0.01159751832748726,0.01159751832748726,0.4400321549048015,86.22534336763249
0.05963623316594643,0.009086080189163405,0.009086080189163405,0.36511030856694404,110.05846076426432
0.06866488450043001,0.007016348952822759,0.007016348952822759,0.29588772051854095,142.52426820899328
0.07906043210907697,0.005333216504394496,0.005333216504394496,0.23406718749253375,187.50410735735443
0.09102981779915217,0.003985308871598543,0.003985308871598543,0.1806676220543808,250.92158028867937
0.10481131341546852,0.002924366930824518,0.002924366930824518,0.1360309620629696,341.9543523965553
0.1206792640639329,0.0021050628124069737,0.0021050628124069737,0.09990335727785504,475.0452072527844
0.13894954943731375,0.0014852377131516217,0.0014852377131516217,0.07157148011265613,673.2928952349557
0.15998587196060574,0.0010264153163802058,0.0010264153163802058,0.05002609750141729,974.2644951233161
0.18420699693267165,0.0006943809958851862,0.0006943809958851862,0.03412325858942755,1440.1315789543107
0.21209508879201905,0.00045962889726699704,0.00045962889726699704,0.022719382819560097,2175.668253119218
0.244205309454865,0.00029754655781878193,0.00029754655781878193,0.014767207225140022,3360.818580227169
0.28117686979742307,0.0001882953743649301,0.0001882953743649301,0.009370588540665858,5310.804916863903
0.32374575428176433,0.00011642275916762536,0.00011642275916762536,0.005804227962532882,8589.385848175965
0.3727593720314938,7.028930805079846e-05,7.028930805079846e-05,0.003508296897455576,14226.914842827799
0.42919342601287785,4.140835896599541e-05,4.140835896599541e-05,0.002068276111480194,24149.713366356806
0.49417133613238334,2.378375108150858e-05,2.378375108150858e-05,0.0011884807507577255,42045.51235727829
0.5689866029018293,1.3306609883794382e-05,1.3306609883794382e-05,0.0006651092109346557,75150.62128768516
0.655128556859551,7.244572563568923e-06,7.244572563568923e-06,0.000362163031309537,138034.3686567156
0.7543120063354615,3.834003861295485e-06,3.834003861295485e-06,0.00019168181975681708,260823.94180534457
0.868511373751352,1.970185320542092e-06,1.970185320542092e-06,9.850441414871458e-05,507566.46573980775
1.0,9.81956243675115e-07,9.81956243675115e-07,4.909660690588513e-05,1018375.3160500855
