pga_g,annual_rate,return_period_yr,prob_50yr
0.001,8.569805543653388,0.11668876206188579,1.0
0.0011463626662674231,8.569727069899665,0.11668983059126853,1.0
0.0013141473626117567,8.5695442428612,0.1166923201117776,1.0
0.0015064894744719155,8.569136115232327,0.11669787789021344,1.0
0.0017269832906594343,8.568263081194683,0.11670976842375022,1.0
0.001979749169679639,8.566473340503178,0.11673415187926821,1.0
0.0022695105366946685,8.562956751465583,0.11678209163310864,1.0
0.0026016821499673134,8.556333369337704,0.11687249161931662,1.0
0.002982471286216891,8.544373543417056,0.11703608168798309,1.0
0.0034189937357336263,8.523666226772857,0.11732040807264338,1.0
0.003919406774847221,8.489282600919285,0.11779558379782436,1.0
0.004493061600600462,8.434518948331228,0.11856040707548002,1.0
0.005150678076168122,8.350835339956161,0.11974849931662641,1.0
0.005904545052481256,8.228119137980677,0.12153445802504718,1.0
0.006768750009458534,8.055377588097581,0.12414067361380729,1.0
0.007759442308140531,7.821891720851606,0.12784631080154166,1.0
0.008895134973108237,7.518749412089787,0.13300084165486992,1.0
0.01019705064458096,7.140543578785386,0.14004536054804123,1.0
0.011689518164985783,6.686913283596019,0.14954583042868927,1.0
0.013400427210994584,6.16356576521115,0.16224374624900953,1.0
0.015361749466718281,5.582476032487428,0.1791319826866184,1.0
0.017610136077199343,4.961116586230576,0.20156752670869876,1.0
0.02018760254679039,4.32078582027195,0.231439382000439,1.0
0.023142313881085664,3.684316609186799,0.27142075616045375,1.0
0.02652948464431896,3.073590361744844,0.32535239973628455,1.0
0.030412410751562157,2.5073126900277543,0.39883338204176305,1.0
0.03486365227678086,1.9994200189196996,0.5001450373295286,1.0
0.039966389379830825,1.5583161290875487,0.641718314617931,1.0
0.04581597669054491,1.186941341314407,0.8425016175547563,1.0
0.0525217251966192,0.8835125452133051,1.1318458412591883,1.0
0.06020894493336132,0.6426775010753579,1.5559903658160639,0.9999999999999889
0.06902128664695653,0.45681099582717294,2.189089161895599,0.9999999998796419
0.07912342618981323,0.3172274795041669,3.152312030354434,0.9999998707314709
0.090704141811168,0.21516523825225747,4.647590884674459,0.9999787310418612
0.103979841848149,0.14248123185492778,7.018468236000267,0.9991945114681434
0.11919860873910919,0.09206269541756779,10.862162958235261,0.9899796251202683
0.13664483492953258,0.058002788213279935,17.240550511519146,0.9449844502325636
0.1566445373014909,0.03560426849803976,28.08652002090863,0.8313978404709802
0.17957144943716408,0.021274182349351377,47.005331795066084,0.6548268547195808
0.2058540055622932,0.012361854053550692,80.8940144146719,0.4610285633349107
0.23598334667821938,0.0069784871136184,143.29753479783847,0.2945535087288198
0.2705224984927535,0.003823389834443169,261.5480093061549,0.17400742261823476
0.3101168926574778,0.002031015505714752,492.3645325140349,0.0965646940081929
0.3555064279213946,0.001045046028018129,956.8956516646866,0.05091061994743906
0.4075392965871778,0.0005203711235452887,1921.705403610791,0.025682990158142238
0.46718783464442726,0.0002505337371428758,3991.478398894095,0.012448554502131115
0.5355666917706902,0.00011653006082556488,8581.476684345947,0.005809561890957271
0.6139536607422716,5.232349390346584e-05,19111.873565724578,0.0026127554925492458
0.7038135554931554,2.266395471744264e-05,44122.926138322175,0.0011325559097793425
0.8068255840302895,9.463948979029446e-06,105664.13684349266,0.00047308550869595845
0.9249147277217336,3.807568539956143e-06,262634.79948059405,0.0001903603061750303
1.0602877133410942,1.4751109750407855e-06,677915.0971826719,7.375282887844836e-05
1.2154742500762872,5.500306640554399e-07,1818080.4550547856,2.7501155039022507e-05
1.3933743020968492,1.973045472822597e-07,5068306.908149568,9.865178702939126e-06
1.597312280060254,6.80605755600708e-08,14692793.76160127,3.40302298773576e-06
1.8310991642315715,2.256830486047404e-08,44309929.619543225,1.1284146064216571e-06
2.0991037201085545,7.191147905703437e-09,139059857.0788512,3.5955733068693263e-07
2.4063341373555094,2.2011925395123027e-09,454299195.5722149,1.1005962097243582e-07
2.7585316176291843,6.470754118820553e-10,1545414926.3552506,3.2353770107462765e-08
3.1622776601683795,1.826318649912503e-10,5475495746.856163,9.13159325932611e-09
