pga_g,annual_rate,return_period_yr,prob_50yr
0.001,8.56404136670793,0.11676730146206735,1.0
0.0011463626662674231,8.558406339582971,0.11684418340538005,1.0
0.0013141473626117567,8.54817816748511,0.11698399125602243,1.0
0.0015064894744719155,8.530373712108988,0.11722815831391838,1.0
0.0017269832906594343,8.500645224560817,0.11763812905762865,1.0
0.001979749169679639,8.453021226226578,0.1183008977781071,1.0
0.0022695105366946685,8.379806977631308,0.11933449095776985,1.0
0.0026016821499673134,8.271762101886427,0.1208932253711629,1.0
0.002982471286216891,8.118656798066171,0.1231730845228235,1.0
0.0034189937357336263,7.910250063942154,0.1264182537740962,1.0
0.003919406774847221,7.637635513810462,0.13093057376092224,1.0
0.004493061600600462,7.294782220177719,0.13708428433051117,1.0
0.005150678076168122,6.879994573183432,0.14534895185786337,1.0
0.005904545052481256,6.396966810256309,0.15632408759674848,1.0
0.006768750009458534,5.855144339304222,0.17078998262899048,1.0
0.007759442308140531,5.269229231801417,0.18978107727116764,1.0
0.008895134973108237,4.657853140867519,0.21469118277390586,1.0
0.01019705064458096,4.041634179779688,0.24742466921004477,1.0
0.011689518164985783,3.4409755367696877,0.2906152599209636,1.0
0.013400427210994584,2.87400987386947,0.3479459166414184,1.0
0.015361749466718281,2.3550346977817984,0.4246221938648707,1.0
0.017610136077199343,1.893644929037315,0.5280821048687183,1.0
0.02018760254679039,1.4945981711335747,0.6690761565976976,1.0
0.023142313881085664,1.1582974722308437,0.8633360807341073,1.0
0.02652948464431896,0.881682429633003,1.134195223121602,1.0
0.030412410751562157,0.6592944316068311,1.516773010751512,0.9999999999999952
0.03486365227678086,0.48431463065058045,2.064773468967268,0.9999999999695742
0.039966389379830825,0.34943920966595665,2.8617280841378427,0.9999999741759726
0.04581597669054491,0.24752904851108873,4.039929883038363,0.999995783277648
0.0525217251966192,0.1720304049851562,5.812925919033242,0.9998161738803876
0.06020894493336132,0.1172006235902366,8.532377809662995,0.9971488452163206
0.06902128664695653,0.07818845403702866,12.789612127724354,0.9799479262540335
0.07912342618981323,0.0510181343792185,19.600873535809566,0.9219891000386073
0.090704141811168,0.032517346494745185,30.752816813069305,0.803259037120553
0.103979841848149,0.020217626221226557,49.461790867915866,0.6361018692393484
0.11919860873910919,0.012245566960625105,81.66220504248115,0.45788566414693144
0.13664483492953258,0.007215682053201352,138.587037597691,0.30287050937652593
0.1566445373014909,0.004131040566494486,242.06976036756254,0.18661605864777764
0.17957144943716408,0.0022950098637247603,435.7279747708874,0.10841142641900148
0.2058540055622932,0.0012357853905647842,809.2019922188719,0.05991903037446611
0.23598334667821938,0.0006442574102527511,1552.1746185390186,0.03169956247159589
0.2705224984927535,0.0003248580425977905,3078.2676396228508,0.01611169753672248
0.3101168926574778,0.00015828553731184612,6317.696594287391,0.007883041432711568
0.3555064279213946,7.446163533710825e-05,13429.734593831115,0.0037161596910834094
0.4075392965871778,3.379334125224823e-05,29591.628496737394,0.0016882403788744949
0.46718783464442726,1.4785351214832157e-05,67634.51104203967,0.0007389943698029589
0.5355666917706902,6.232435745855923e-06,160450.91209563147,0.0003115732382668046
0.6139536607422716,2.5296473748226287e-06,395312.0146123596,0.00012647437018353802
0.7038135554931554,9.881271876258804e-07,1012015.4697925535,4.9405138907276935e-05
0.8068255840302895,3.712898860290571e-07,2693313.331787713,1.856432198232838e-05
0.9249147277217336,1.3414590256788112e-07,7454569.844158866,6.707272634520756e-06
1.0602877133410942,4.658437011761739e-08,21466427.41922183,2.3292157932397473e-06
1.2154742500762872,1.5543617686570262e-08,64335087.24703152,7.771805823342248e-07
1.3933743020968492,4.981704018913276e-09,200734527.0219693,2.490851699343821e-07
1.597312280060254,1.5331879691880776e-09,652235746.7555429,7.665939549816869e-08
1.8310991642315715,4.529952081525785e-10,2207528870.069589,2.2649760178516942e-08
2.0991037201085545,1.2846130317714065e-10,7784445395.365936,6.423065190830357e-09
2.4063341373555094,3.4957474023788645e-11,28606185885.155704,1.7478737346365847e-09
2.7585316176291843,9.126646991603049e-12,109569264694.91455,4.5633241629872145e-10
3.1622776601683795,2.2856265094527808e-12,437516801570.26953,1.142813621513028e-10
