pga_g,annual_rate,annual_prob,prob_50yr,return_period_yr
0.001,0.4016346449740829,0.4016346449740829,0.9999999981006085,2.4898250499892236
0.0011513953993264468,0.36130971042313603,0.36130971042313603,0.9999999857354089,2.767708619923009
0.0013257113655901094,0.32404442145709417,0.32404442145709417,0.9999999080684053,3.0859966528768257
0.0015264179671752333,0.2896912125490927,0.2896912125490927,0.9999994878051037,3.451951445819346
0.0017575106248547913,0.258127590159358,0.258127590159358,0.999997517835281,3.874053135438326
0.0020235896477251575,0.22922740772350653,0.22922740772350653,0.9999894709282244,4.362480080070518
0.0023299518105153716,0.20285182613214447,0.20285182613214447,0.9999606333405444,4.929706668494897
0.0026826957952797246,0.17885091357698815,0.17885091357698815,0.9998692921239788,5.591249046483289
0.0030888435964774815,0.15706973958077838,0.15706973958077838,0.9996116047219411,6.36659870111847
0.0035564803062231283,0.13735513942865138,0.13735513942865138,0.9989591909873268,7.2803974001966365
0.004094915062380427,0.11956104809198662,0.11956104809198662,0.9974662437781191,8.363928018016624
0.004714866363457394,0.1035515488806892,0.1035515488806892,0.9943583428969801,9.65702600114835
0.005428675439323859,0.08920165229960215,0.08920165229960215,0.9884385918974876,11.210554672701507
0.006250551925273976,0.07639635710028121,0.07639635710028121,0.9780682047029836,13.089629374439362
0.0071968567300115215,0.06502876590940905,0.06502876590940905,0.9612815208490111,15.377809897132146
0.008286427728546842,0.05499797503865043,0.05499797503865043,0.9360656658932084,18.18248761517563
0.009540954763499945,0.04620722505994385,0.04620722505994385,0.9007746003887835,21.641637183421356
0.010985411419875584,0.03856251254434348,0.03856251254434348,0.8545794845516358,25.931920251567853
0.012648552168552958,0.031971641288152663,0.031971641288152663,0.7978170026898943,31.27771861904874
0.014563484775012436,0.026343597086665827,0.026343597086665827,0.7321102742774498,37.95988819257199
0.016768329368110083,0.02158815625169037,0.02158815625169037,0.660203310600977,46.32169548623214
0.019306977288832496,0.01761572350079042,0.01761572350079042,0.5855430521413028,56.76746685738624
0.022229964825261943,0.014337465188479802,0.014337465188479802,0.5117234141606963,69.74733586823305
0.025595479226995357,0.01166581131751124,0.01166581131751124,0.4419409879750754,85.7205703729261
0.029470517025518096,0.00951534216631272,0.00951534216631272,0.3785918138042048,105.09343568750602
0.03393221771895328,0.00780398788216824,0.00780398788216824,0.3230781131953474,128.13961465585498
0.03906939937054617,0.006454398307780254,0.006454398307780254,0.2758233432971383,154.93310953471544
0.04498432668969446,0.005395315815586668,0.005395315815586668,0.23644169420787686,185.3459619752145
0.0517947467923121,0.004562806610000097,0.004562806610000097,0.2039874528414638,219.16335393403375
0.05963623316594643,0.0039012519243653227,0.0039012519243653227,0.17721684666981685,256.3279735293397
0.06866488450043001,0.0033640393660759388,0.0033640393660759388,0.15481688275510463,297.26168191856596
0.07906043210907697,0.0029139085985536084,0.0029139085985536084,0.13557906015623356,343.1816634524415
0.09102981779915217,0.002522899196603141,0.002522899196603141,0.11851294269264345,396.3693838209671
0.10481131341546852,0.0021718444735307056,0.0021718444735307056,0.10290384250399032,460.43812629655224
0.1206792640639329,0.0018493788524893092,0.0018493788524893092,0.08832247516396263,540.7220909085099
0.13894954943731375,0.0015504893652835848,0.0015504893652835848,0.07459561891925226,644.9576645868189
0.15998587196060574,0.0012747322181038449,0.0012747322181038449,0.06174790764216942,784.4784855971499
0.18420699693267165,0.0010243215814815974,0.0010243215814815974,0.04992664262008284,976.2559122825293
0.21209508879201905,0.0008023435572609767,0.0008023435572609767,0.03932313750512173,1246.3488875186817
0.24420530945486496,0.0006113304909528491,0.0006113304909528491,0.030104091965523994,1635.7764168467238
0.28117686979742307,0.0004523509518781501,0.0004523509518781501,0.02236368835729252,2210.6729207665517
0.32374575428176433,0.000324654387868301,0.000324654387868301,0.016101678810409248,3080.1986277347314
0.3727593720314938,0.00022579454928337275,0.00022579454928337275,0.01122623764326891,4428.804872277929
0.4291934260128778,0.0001520761232964168,0.0001520761232964168,0.007574970364292333,6575.654207405496
0.4941713361323833,9.914187322159253e-05,9.914187322159253e-05,0.004944827548756248,10086.555433191126
0.5689866029018293,6.25399208032656e-05,6.25399208032656e-05,0.003122112080079953,15989.786797871731
0.655128556859551,3.816460348261352e-05,3.816460348261352e-05,0.0019064106604662623,26202.28978549628
0.7543120063354615,2.2526471855038946e-05,2.2526471855038946e-05,0.0011256895284104118,44392.21580881118
0.868511373751352,1.2858557584673709e-05,1.2858557584673709e-05,0.000642721245390665,77769.22049110032
1.0,7.097327113818745e-06,7.097327113818745e-06,0.00035480339807314465,140898.11332677127
