latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city,place_type
24.45,94.86,98.0,3.1,ml,,,,,,in_UFhPaG1tVlNKWXBMRzNpYUtCcTB2Zz09,2020-12-31T18:57:06.000Z,In Dauk Tar,Myanmar,MM,Asia,earthquake,1609469709,1609441026,0,,,2020-12-31 18:57:06,2021-01-01 01:27:06,Saigang,In Dauk Thar,village
19.285,95.737,10.0,2.8,ml,,,,,,th_7140,2020-12-29T00:35:26.000Z,"Magway Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1609203187,1609202126,0,,,2020-12-29 00:35:26,2020-12-29 07:05:26,Magway,Ngar Yant Kyaw,village
17.028,95.995,10.0,2.5,ml,,,,,,th_7139,2020-12-28T22:27:01.000Z,"Yangon Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1609195639,1609194421,0,,,2020-12-28 22:27:01,2020-12-29 04:57:01,Yangon,Ta Mar Pin Su,village
18.76,95.26,65.0,3.8,ml,,,,,,in_d3B0MkJYc3V6TlRHUWdNSUIvVzhyZz09,2020-12-28T21:44:00.000Z,"Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1609185468,1609185027,1,,,2020-12-28 19:50:27,2020-12-29 02:20:27,Bago,Pyin Pin Kaing,village
22.489,98.042,10.0,3.4,ml,,,,,,th_7136,2020-12-28T14:02:58.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1609165308,1609164178,0,,,2020-12-28 14:02:58,2020-12-28 20:32:58,Shan,Ma Hing Tan,village
22.46,98.1,10.0,2.8,ml,,,,,,th_7137,2020-12-28T13:59:21.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1609165682,1609163961,0,,,2020-12-28 13:59:21,2020-12-28 20:29:21,Shan,Loke Tawng,village
23.027,99.178,10.0,3.2,ml,,,,,,th_7134,2020-12-26T14:38:40.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1608994907,1608993520,0,,,2020-12-26 14:38:40,2020-12-26 21:08:40,Shan,杨莫,village
26.06,95.38,120.0,3.9,ml,,,,,,in_TTlmd0ZsSGxZMzlBbXJDQkNtUjVmQT09,2020-12-25T20:40:00.000Z,Ar Jein,Myanmar-india Border Region,MM,Asia,earthquake,1608928578,1608928309,1,,,2020-12-25 20:31:49,2020-12-26 03:01:49,Saigang,Arjain,village
25.47,96.25,100.0,3.9,ml,,,,,,in_UzJmTjJ6ZVl3RjI3R2pTVEk0S09Tdz09,2020-12-24T15:14:01.000Z,Hwehka Village,Myanmar,MM,Asia,earthquake,1608823169,1608822841,0,,,2020-12-24 15:14:01,2020-12-24 21:44:01,Kachin,Hway Hkar,village
25.69,96.55,198.0,3.9,ml,,,,,,th_7129,2020-12-24T12:47:15.000Z,"Kachin, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1608815007,1608814035,1,,,2020-12-24 12:47:15,2020-12-24 19:17:15,Kachin,Sa Sein,village
25.1117,96.0442,171.4,3.8,ml,,,,,,in_azR0cS83bUtnM2Z0NDBnd284bWlUZz09,2020-12-24T11:21:31.000Z,"Sagaing Region, Myanmar (Burma)","158km E of Ukhrul, Manipur, India",MM,Asia,earthquake,1608809348,1608808891,0,,,2020-12-24 11:21:31,2020-12-24 17:51:31,Saigang,Pet Ka Lar,village
25.64,96.72,10.0,4.9,mb,,,,,,gfz2020zesg,2020-12-24T16:54:00.000Z,"Kachin, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1608798010,1608797388,1,,,2020-12-24 08:09:48,2020-12-24 14:39:48,Kachin,Man Pang,village
24.51,94.94,123.0,2.9,ml,,,,,,in_amRweVZMSGJ5Tks5dzFXd1RFK2h2UT09,2020-12-23T22:10:00.000Z,Pe Khwin,Myanmar-india Border Region,MM,Asia,earthquake,1608760572,1608760175,0,,,2020-12-23 21:49:35,2020-12-24 04:19:35,Saigang,Pe Khwin,village
27.17,96.05,150.0,3.7,ml,,,,,,in_SU5CQWVNVUxZY0FYc1AyMjd3Q3gvQT09,2020-12-23T11:25:00.000Z,Lunglong,Myanmar,MM,Asia,earthquake,1608722106,1608721622,0,,,2020-12-23 11:07:02,2020-12-23 17:37:02,Saigang,,village
14.924,99.152,1.0,2.2,ml,,,,,,th_7125,2020-12-23T10:57:09.000Z,"Ayeyarwady, Myanmar (Burma)","Amphoe SiSawat, Kanchanaburi",MM,Asia,earthquake,1608704956,1608721029,1,,,2020-12-23 10:57:09,2020-12-23 17:27:09,,Ban Nam Phu,village
25.5546,95.5067,214.1,3.7,ml,,,,,,in_TUdhNmpVWTV5MG5JMkF3OTFYMEtHUT09,2020-12-22T11:18:18.000Z,"Sagaing Region, Myanmar (Burma)","119km ENE of Shirui, Manipur, India",MM,Asia,earthquake,1608636373,1608635898,0,,,2020-12-22 11:18:18,2020-12-22 17:48:18,Saigang,Mauk Kha Lauk,village
22.735,99.129,10.0,3.8,ml,,,,,,th_7124,2020-12-21T14:39:00.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1608562544,1608561540,0,,,2020-12-21 14:39:00,2020-12-21 21:09:00,Shan,永娃,village
21.085,95.722,10.0,3.6,ml,,,,,,th_7123,2020-12-21T13:00:08.000Z,"Mandalay Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1608556806,1608555608,0,,,2020-12-21 13:00:08,2020-12-21 19:30:08,Mandalay,Khun Hnit Chet,village
22.138,99.148,2.0,2.9,ml,,,,,,th_7121,2020-12-20T20:30:31.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1608499334,1608496231,0,,,2020-12-20 20:30:31,2020-12-21 03:00:31,Shan,四一八乡,village
22.98,93.77,10.0,3.1,ml,,,,,,in_UEp6cXZaOEhwci9uanY5K1FvaEw4QT09,2020-12-20T18:30:00.000Z,"Chin State, Myanmar (Burma)",Myanmar-india Border Region,MM,Asia,earthquake,1608488413,1608488031,0,,,2020-12-20 18:13:51,2020-12-21 00:43:51,Chin,Tlangphai,village
20.324,95.054,10.0,2.8,ml,,,,,,th_7119,2020-12-20T17:55:23.000Z,"Magway Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1608495086,1608486923,0,,,2020-12-20 17:55:23,2020-12-21 00:25:23,Magway,Tha Put Kone,village
19.946,97.214,10.0,3.3,ml,,,,,,th_7117,2020-12-19T16:19:54.000Z,"Kayah State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1608395365,1608394794,0,,,2020-12-19 16:19:54,2020-12-19 22:49:54,Kayah,Thar Yu,village
20.004,97.342,5.0,2.7,ml,,,,,,th_7116,2020-12-19T11:23:01.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1608378037,1608376981,0,,,2020-12-19 11:23:01,2020-12-19 17:53:01,Shan,Tat Tan (2),village
20.099,97.403,5.0,3.8,ml,,,,,,th_7115,2020-12-19T10:19:03.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1608373586,1608373143,0,,,2020-12-19 10:19:03,2020-12-19 16:49:03,Shan,Hti Neit (East),village
20.716,100.128,1.0,1.9,ml,,,,,,th_7114,2020-12-18T14:50:14.000Z,Ho Nar,Myanmar,MM,Asia,earthquake,1608304327,1608303014,1,,,2020-12-18 14:50:14,2020-12-18 21:20:14,Shan,Ho Nar,village
20.1,98.04,7.0,3.8,ml,,,,,,th_7111,2020-12-17T15:00:00.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1608217057,1608216488,0,,,2020-12-17 14:48:08,2020-12-17 21:18:08,Shan,San Pu,village
24.9389,95.3638,132.2,2.1,ml,,,,,,in_bUtrdVhXSkwxMGE4RUdBK0h6VmszUT09,2020-12-14T20:15:33.000Z,,"89km E of Ukhrul, Manipur, India",MM,Asia,earthquake,1607977280,1607976933,0,,,2020-12-14 20:15:33,2020-12-15 02:45:33,Saigang,Hway Hpa Lar,village
21.276,99.723,2.0,1.9,ml,,,,,,th_7108,2020-12-14T18:52:46.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1607972494,1607971966,0,,,2020-12-14 18:52:46,2020-12-15 01:22:46,Shan,Hpar Ta,village
21.121,95.521,10.0,4.3,ml,,,,,,th_7106,2020-12-14T04:40:13.000Z,"Mandalay Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1607921580,1607920813,0,,,2020-12-14 04:40:13,2020-12-14 11:10:13,Mandalay,Gaung Say Kan,village
