latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city
19.55,95.109,10.0,0.0,,11,163.4,,1.03,us,usp000ce6a,2014-11-07T01:20:34.601Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2003-11-30 04:56:41,2003-11-30 11:26:41,Magway,Magway
24.806,95.352,137.6,4.3,mb,21,94.7,,0.8,us,usp000cddq,2014-11-07T01:20:31.456Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2003-11-19 10:52:04,2003-11-19 17:22:04,Saigang,Bhamo
24.592,95.873,33.0,0.0,,9,149.3,,0.77,us,usp000cdad,2014-11-07T01:20:31.097Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2003-11-18 12:34:56,2003-11-18 19:04:56,Saigang,Bhamo
22.751,93.862,33.0,0.0,,14,163.1,,0.85,us,usp000cd5q,2014-11-07T01:20:30.577Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2003-11-17 15:43:25,2003-11-17 22:13:25,Chin,Kalay
19.836,95.738,10.0,4.6,mb,43,98.9,,0.99,us,usp000ccrf,2014-11-07T01:20:27.946Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2003-11-13 01:58:38,2003-11-13 08:28:38,Magway,Naypyidaw
22.966,94.248,91.1,4.4,mb,25,161.0,,0.92,us,usp000ccn4,2014-11-07T01:20:27.398Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2003-11-11 20:11:55,2003-11-12 02:41:55,Saigang,Kalay
19.718,95.349,10.0,0.0,,11,138.7,,0.9,us,usp000cckw,2014-11-07T01:20:27.211Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2003-11-11 10:05:32,2003-11-11 16:35:32,Magway,Magway
21.897,92.955,37.9,4.4,mb,52,116.9,,0.63,us,usp000ccfz,2014-11-07T01:20:26.228Z,,Myanmar-Bangladesh border region,MM,Asia,earthquake,0,0,1,,,2003-11-09 19:36:42,2003-11-10 02:06:42,Chin,Hakha
23.63,93.664,33.0,4.9,mb,96,105.8,,0.79,us,usp000ccbf,2014-11-07T01:20:25.738Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2003-11-08 05:58:56,2003-11-08 12:28:56,Chin,Kalay
26.514,96.828,10.0,0.0,,10,163.8,,0.58,us,usp000ccaj,2014-11-07T01:20:25.645Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2003-11-07 20:29:23,2003-11-08 02:59:23,Kachin,Putao
19.741,95.702,10.0,4.8,mb,24,170.6,,1.05,us,usp000cc7g,2014-11-07T01:20:25.300Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2003-11-06 15:18:54,2003-11-06 21:48:54,Magway,Naypyidaw
21.015,96.825,10.0,4.3,mb,10,160.2,,1.11,us,usp000cc7b,2014-11-07T01:20:25.283Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2003-11-06 13:59:33,2003-11-06 20:29:33,Shan,Taunggyi
19.69,95.655,10.0,4.5,mb,26,171.0,,0.52,us,usp000cc79,2014-11-07T01:20:25.272Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2003-11-06 13:53:10,2003-11-06 20:23:10,Magway,Naypyidaw
25.324,96.419,33.0,0.0,,12,124.2,,1.08,us,usp000cc00,2014-11-07T01:20:24.125Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2003-11-03 19:27:38,2003-11-04 01:57:38,Kachin,Myitkyina
19.88,95.66,10.0,4.4,mb,22,169.1,,0.91,us,usp000cbwc,2014-11-07T01:20:23.010Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2003-11-02 10:49:02,2003-11-02 17:19:02,Magway,Naypyidaw
20.054,95.775,10.0,0.0,,7,178.2,,1.3,us,usp000cbsd,2014-11-07T01:20:19.949Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2003-11-01 01:53:49,2003-11-01 08:23:49,Magway,Naypyidaw
