latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city
15.409,95.398,20.0,3.7,ml,,,,,,th_6976,2020-09-29T22:56:02.000Z,Myanmar (Burma),Near South Coast of Myanmar,MM,Asia,earthquake,1601422402,1601420162,0,,,2020-09-29 22:56:02,2020-09-30 05:26:02,,Pathein
24.33,95.48,11.0,2.9,ml,,,,,,gfz2020tenc,2020-09-30T17:32:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1601487182,1601410823,0,,,2020-09-29 20:20:23,2020-09-30 02:50:23,Saigang,Bhamo
20.892,98.154,10.0,3.1,ml,,,,,,th_6971,2020-09-25T20:08:31.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1601065390,1601064511,0,,,2020-09-25 20:08:31,2020-09-26 02:38:31,Shan,Taunggyi
23.0,93.76,60.0,5.0,mb,,,,,,gfz2020smrg,2020-09-20T07:40:00.000Z,"Chin State, Myanmar (Burma)",Myanmar-india Border Region,MM,Asia,earthquake,1600567702,1600567145,0,,,2020-09-20 01:59:05,2020-09-20 08:29:05,Chin,Kalay
16.571,98.505,10.0,2.4,ml,,,,,,th_6967,2020-09-19T10:24:49.000Z,"Kayin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1600513371,1600511089,0,,,2020-09-19 10:24:49,2020-09-19 16:54:49,Kayin,Mawlamyine
23.41,94.51,20.0,4.3,ml,,,,,,ems_202009_903579_a2394,2020-09-18T18:05:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1600452378,1600451619,0,,,2020-09-18 17:53:39,2020-09-19 00:23:39,Saigang,Kalay
20.195,99.254,1.0,3.3,ml,,,,,,th_6963,2020-09-15T18:12:00.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1600194844,1600193520,0,,,2020-09-15 18:12:00,2020-09-16 00:42:00,Shan,Kengtung
25.38,95.06,155.0,3.7,ml,,,,,,in_Z3ZhN3loVk5OU2gzOXplZm5Jek1TZz09,2020-09-15T18:16:00.000Z,,"70km ENE of Shirui, Manipur, India",MM,Asia,earthquake,1600193227,1600192858,1,,,2020-09-15 18:00:58,2020-09-16 00:30:58,Saigang,Myitkyina
18.197,96.859,10.0,2.6,ml,,,,,,th_6962,2020-09-15T08:50:43.000Z,Thinganpinseik,Myanmar,MM,Asia,earthquake,1600161278,1600159843,1,,,2020-09-15 08:50:43,2020-09-15 15:20:43,Bago,Taungoo
20.058,98.476,2.0,2.2,ml,,,,,,th_6954,2020-09-13T17:05:09.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1600017169,1600016709,0,,,2020-09-13 17:05:09,2020-09-13 23:35:09,Shan,Loikaw
16.061,96.622,16.0,3.4,ml,,,,,,th_6953,2020-09-13T15:22:02.000Z,Myanmar (Burma),Near South Coast of Myanmar,MM,Asia,earthquake,1600011203,1600010522,0,,,2020-09-13 15:22:02,2020-09-13 21:52:02,,Yangon
