latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city
23.252,98.392,3.0,3.3,ml,,,,,,th_7077,2020-11-24T18:33:28.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1606258911,1606242808,0,,,2020-11-24 18:33:28,2020-11-25 01:03:28,Shan,Lashio
20.343,97.891,10.0,1.8,ml,,,,,,th_7076,2020-11-24T18:17:51.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1606242835,1606241871,0,,,2020-11-24 18:17:51,2020-11-25 00:47:51,Shan,Taunggyi
22.26,94.1,50.0,3.8,ml,,,,,,th_7072,2020-11-23T11:50:00.000Z,"Magway Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1606070234,1606069704,0,,,2020-11-22 18:28:24,2020-11-23 00:58:24,Magway,Hakha
24.98,95.0,54.0,4.5,mb,,,,,,ems_202011_922990_a2494,2020-11-21T21:06:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1605935255,1605934178,1,,,2020-11-21 04:49:38,2020-11-21 11:19:38,Saigang,Kalay
21.252,98.984,10.0,2.5,ml,,,,,,th_7062,2020-11-18T18:38:14.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1605725887,1605724694,0,,,2020-11-18 18:38:14,2020-11-19 01:08:14,Shan,Kengtung
14.77,96.7,10.0,3.5,ml,,,,,,th_7058,2020-11-15T18:10:00.000Z,Myanmar (Burma),"Andaman Island, India Region",MM,Asia,earthquake,1605463715,1605462377,0,,,2020-11-15 17:46:17,2020-11-16 00:16:17,,Dawei
23.6006,94.6245,102.86,5.1,mb,,41.0,0.692,0.87,us,gfz2020wjrm,2020-11-14T22:32:17.430Z,"Mawlaik, Myanmar","22km ESE of Mawlaik, Myanmar",MM,Asia,earthquake,1605344274,1605343826,0,,,2020-11-14 08:50:26,2020-11-14 15:20:26,Saigang,Kalay
21.214,99.713,2.0,2.2,ml,,,,,,th_7053,2020-11-13T14:16:52.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1605279196,1605277012,0,,,2020-11-13 14:16:52,2020-11-13 20:46:52,Shan,Kengtung
20.462,100.053,8.0,1.5,ml,,,,,,th_7052,2020-11-12T17:34:25.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1605203425,1605202465,0,,,2020-11-12 17:34:25,2020-11-13 00:04:25,Shan,Kengtung
23.88,94.54,25.0,3.7,ml,,,,,,in_NTJHcDRZeFVEZzc2R2xzbnJzS0RoUT09,2020-11-12T10:15:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1605176089,1605175528,0,,,2020-11-12 10:05:28,2020-11-12 16:35:28,Saigang,Kalay
20.677,100.095,3.0,2.4,ml,,,,,,th_7050,2020-11-09T20:23:45.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1604954298,1604953425,0,,,2020-11-09 20:23:45,2020-11-10 02:53:45,Shan,Kengtung
16.827,98.474,1.0,2.2,ml,,,,,,th_7049,2020-11-09T05:25:52.000Z,"Kayin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1604900580,1604899552,0,,,2020-11-09 05:25:52,2020-11-09 11:55:52,Kayin,Hpa-An
20.604,99.531,1.0,1.9,ml,,,,,,th_7047,2020-11-07T14:44:19.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1604761058,1604760259,0,,,2020-11-07 14:44:19,2020-11-07 21:14:19,Shan,Kengtung
25.123,96.3083,46.83,4.3,mb,,117.0,2.031,0.6,us,th_7045,2020-11-13T00:08:23.040Z,Nam paung zin,"113km WSW of Myitkyina, Myanmar",MM,Asia,earthquake,1604637198,1604632010,1,,,2020-11-06 03:06:50,2020-11-06 09:36:50,Kachin,Myitkyina
20.226,95.938,10.0,3.4,ml,,,,,,th_7044,2020-11-05T13:36:11.000Z,"Sattobauk, နေပြည်တော် ပြည်တောင်စုနယ်မြေ, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1604583950,1604583371,0,,,2020-11-05 13:36:11,2020-11-05 20:06:11,Mandalay,Naypyidaw
23.85,94.58,170.0,3.8,ml,,,,,,in_TnRybENmUm1kM3ZTMHd4TzBDaEx2dz09,2020-11-03T20:40:00.000Z,"Pantha, စစ်ကိုင်းတိုင်းဒေသကြီး, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1604435587,1604435171,0,,,2020-11-03 20:26:11,2020-11-04 02:56:11,Saigang,Kalay
23.6209,95.1578,18.5,3.2,ml,,,,,,in_Y0NocjZPTHl4Z0tiaEtlMUVBajBEdz09,2020-11-02T18:01:34.000Z,"Sagaing Region, Myanmar (Burma)","161km SSE of Ukhrul, Manipur, India",MM,Asia,earthquake,1604340433,1604340094,0,,,2020-11-02 18:01:34,2020-11-03 00:31:34,Saigang,Kalay
20.352,96.896,10.0,2.3,ml,,,,,,th_7039,2020-11-02T16:05:11.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1604334542,1604333111,0,,,2020-11-02 16:05:11,2020-11-02 22:35:11,Shan,Inle Lake
20.667,96.982,10.0,2.5,ml,,,,,,th_7038,2020-11-01T14:18:27.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1604241341,1604240307,0,,,2020-11-01 14:18:27,2020-11-01 20:48:27,Shan,Inle Lake
