latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt
21.5200000,94.9200000,9.0000,3.60,ml,,,,,,in_eVJKTjllQmgwY2M1clVCOXJZRHlyZz09,2024-02-29T17:25:16.000Z,"Aye Thar Kone, Magway Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1709228116,1709227516,0,,"21.52,94.92",2024-02-29 17:25:16,2024-02-29 23:55:16
21.8010000,95.6750000,21.0000,3.70,ml,,,,,,th_11853_202402291719,2024-02-29T17:19:25.000Z,"Anauktaw, Mandalay Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1709228667,1709227165,0,,"21.80,95.68",2024-02-29 17:19:25,2024-02-29 23:49:25
15.6130000,96.4600000,10.0000,3.20,ml,,,,,,th_11851_202402290451,2024-02-29T04:51:06.000Z,Myanmar (Burma),Near South Coast of Myanmar,MM,Asia,earthquake,1709183271,1709182266,0,,"15.61,96.46",2024-02-29 04:51:06,2024-02-29 11:21:06
24.0400000,95.7300000,185.0000,3.10,ml,,,,,,in_SExqZWtjUXVkeTFaM0VUMkRZS2U3UT09,2024-02-28T21:43:34.000Z,"Pegon, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1709157266,1709156614,0,,"24.04,95.73",2024-02-28 21:43:34,2024-02-29 04:13:34
20.4120000,98.1830000,1.0000,2.40,ml,,,,,,th_11847_202402280321,2024-02-28T03:21:39.000Z,"Hangna, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1709091646,1709090499,0,,"20.41,98.18",2024-02-28 03:21:39,2024-02-28 09:51:39
21.1350000,99.5210000,2.0000,3.00,ml,,,,,,th_11846_202402280233,2024-02-28T02:33:20.000Z,"Wan Namhing, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1709089596,1709087600,0,,"21.14,99.52",2024-02-28 02:33:20,2024-02-28 09:03:20
20.5700000,95.3050000,10.0000,3.40,ml,,,,,,in_UnF3cnhMemFaWVhXQzF1SG0vOEphdz09,2024-02-27T16:46:42.000Z,"Madae, Magway Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1709052817,1709052402,1,,"20.35,94.56",2024-02-27 16:46:42,2024-02-27 23:16:42
22.2700000,94.6340000,10.0000,3.70,ml,,,,,,th_11837_202402271509,2024-02-27T15:09:10.000Z,"Wingon, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1709047635,1709046550,0,,"22.27,94.63",2024-02-27 15:09:10,2024-02-27 21:39:10
20.0020000,98.0060000,3.0000,2.10,ml,,,,,,th_11835_202402261651,2024-02-26T16:51:01.000Z,"Wan Konlang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1708967177,1708966261,0,,"20.00,98.01",2024-02-26 16:51:01,2024-02-26 23:21:01
20.6400000,99.9730000,2.0000,3.20,ml,,,,,,th_11834_202402261453,2024-02-26T14:53:47.000Z,"Hsentong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1708959769,1708959227,0,,"20.64,99.97",2024-02-26 14:53:47,2024-02-26 21:23:47
20.2590000,98.0500000,1.0000,1.80,ml,,,,,,th_11833_202402252206,2024-02-25T22:06:41.000Z,"Wan Mawngkawk, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1708899545,1708898801,0,,"20.26,98.05",2024-02-25 22:06:41,2024-02-26 04:36:41
20.6480000,99.9080000,3.0000,2.40,ml,,,,,,th_11829_202402242049,2024-02-24T20:49:09.000Z,"Wan Ra-sa-hkankiao, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1708808033,1708807749,0,,"20.65,99.91",2024-02-24 20:49:09,2024-02-25 03:19:09
