latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km,shakemapURL,shakemapLastUpdated
19.76,96.05,10.0,4.8,mb,,,,,,ems_201806_683479,2018-06-27T14:20:00.000Z,"Naypyidaw Union Territory, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1530105485,1530104550,1,,,2018-06-27 13:02:30,2018-06-27 19:32:30,Mandalay,Det Khi Na,Det Khi Na Thi Ri,Thi Ri Min Ga lar,village,2.8,,
22.2092,95.0342,21.81,4.6,mb,,122.0,1.395,0.46,us,ems_201806_682578,2018-06-26T00:59:47.070Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1529972360,1529971336,1,,,2018-06-26 00:02:16,2018-06-26 06:32:16,Saigang,Yinmarbin,Yinmarbin,Sone Chaung (West),village,1.2,,
21.9448,94.1572,84.27,4.3,mb,,172.0,0.865,0.63,us,ems_201806_678691,2018-06-19T11:29:44.040Z,"Magway Region, Myanmar (Burma)","95km SE of Hakha, Burma",MM,Asia,earthquake,1529407823,1529406386,1,,,2018-06-19 11:06:26,2018-06-19 17:36:26,Magway,Gangaw,Tilin,Nyaung Sin,village,1.7,,
16.4057,96.334,67.79,4.3,mb,,109.0,3.219,0.9,us,ems_201806_678285,2018-06-18T15:12:19.040Z,"Yangon Region, Myanmar (Burma)","39km SSE of Rangoon District, Burma",MM,Asia,earthquake,1529334773,1529330208,1,,,2018-06-18 13:56:48,2018-06-18 20:26:48,,,,Swei Taw,village,5.1,,
18.3759,96.1915,24.07,4.6,mb,,130.0,2.509,0.45,us,ems_201806_677735,2018-06-17T17:46:41.143Z,"Bago Region, Myanmar (Burma)","28km WSW of Pyu, Burma",MM,Asia,earthquake,1529244887,1529242957,1,,,2018-06-17 13:42:37,2018-06-17 20:12:37,Bago,Bago,Kyauktaga,Sar Byin Village,village,14.3,,
18.2846,96.0789,10.0,5.0,mww,,62.0,2.63,0.45,us,ems_201806_677691,2018-06-18T03:28:59.125Z,"Bago Region, Myanmar (Burma)","43km WSW of Pyu, Burma",MM,Asia,earthquake,1529242170,1529241690,1,,,2018-06-17 13:21:30,2018-06-17 19:51:30,Bago,Bago,Kyauktaga,Sar Byin Village,village,24.0,,
23.8585,94.4873,82.01,4.7,mb,,26.0,0.407,0.89,us,ems_201806_672513,2018-06-12T05:22:11.150Z,"Pantha, Sagaing Region, Myanmar (Burma)","25km NNE of Mawlaik, Burma",MM,Asia,earthquake,1528240886,1528240352,1,,,2018-06-05 23:12:32,2018-06-06 05:42:32,Saigang,Mawlaik,Mawlaik,Shwe Lin Ta,village,2.2,,
24.5969,95.1002,110.91,4.8,mb,,25.0,0.815,1.02,us,ems_201806_672448,2018-06-11T20:23:51.040Z,"Sagaing Region, Myanmar (Burma)","104km E of Yairipok, India",MM,Asia,earthquake,1528216961,1528216434,1,,,2018-06-05 16:33:54,2018-06-05 23:03:54,Saigang,Hkamti,Homalin,Pin Thar,village,2.8,,
26.3289,96.4714,116.86,4.2,mb,,75.0,2.869,0.67,us,us1000erl8,2018-09-07T17:47:03.040Z,,"36 km WNW of Sarupathar, India",MM,Asia,earthquake,0,0,1,,,2018-06-12 13:08:45,2018-06-12 19:38:45,Kachin,Myitkyina,Tanai,,village,3.7,,
23.927,93.8741,59.13,4.6,mb,,70.0,0.492,0.63,us,us1000ex34,2018-09-19T15:15:51.040Z,,"49 km SSE of Chur?ch?ndpur, India",MM,Asia,earthquake,0,0,1,,,2018-06-21 03:31:23,2018-06-21 10:01:23,Chin,Falam,Tonzang,Sihpek,village,2.5,,
23.7162,94.856,121.13,4.3,mb,,156.0,0.72,0.61,us,us1000f08c,2018-09-19T15:15:57.040Z,,"46 km E of Mawlaik, Myanmar",MM,Asia,earthquake,0,0,1,,,2018-06-24 11:07:47,2018-06-24 17:37:47,Sagaing,Mawlaik,Mawlaik,Inn Taw,village,10.8,,
18.9526,94.7924,10.0,4.4,mb,,116.0,2.777,0.97,us,us2000fpmm,2018-09-21T16:25:46.040Z,,"47 km WNW of Pyay, Myanmar",MM,Asia,earthquake,0,0,1,,,2018-06-27 22:46:05,2018-06-28 05:16:05,Bago,Pyay,Padaung,Ah Htet Mee Pauk,village,13.4,,
