latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt
19.8280000,98.3830000,1.0000,2.20,ml,,,,,,th_10813_202303311452,2023-03-31T14:52:06.000Z,"Wan Punglong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1680274802,1680274326,0,,"19.83,98.38",2023-03-31 14:52:06,2023-03-31 21:22:06
19.2000000,96.5890000,4.0000,2.60,ml,,,,,,th_10810_202303300256,2023-03-30T02:56:14.000Z,Alel Chaung (Upper) Village,Myanmar,MM,Asia,earthquake,1680145821,1680144974,0,,"19.20,96.59",2023-03-30 02:56:14,2023-03-30 09:26:14
21.2540000,98.9100000,6.0000,3.20,ml,,,,,,th_10808_202303291821,2023-03-29T18:21:11.000Z,"Wan Ho-len, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1680115099,1680114071,0,,"21.25,98.91",2023-03-29 18:21:11,2023-03-30 00:51:11
18.7200000,96.6520000,5.0000,2.30,ml,,,,,,th_10807_202303291327,2023-03-29T13:27:21.000Z,"Alesengyaung, Kayin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1680097929,1680096441,0,,"18.72,96.65",2023-03-29 13:27:21,2023-03-29 19:57:21
21.1820000,99.8600000,2.0000,2.90,ml,,,,,,th_10806_202303290000,2023-03-29T00:00:34.000Z,"Wan Hpaya-hkè, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1680049373,1680048034,0,,"21.18,99.86",2023-03-29 00:00:34,2023-03-29 06:30:34
21.0430000,95.9680000,6.0000,3.00,ml,,,,,,th_10805_202303281703,2023-03-28T17:03:21.000Z,Pe Khin Kyaw,Myanmar,MM,Asia,earthquake,1680024925,1680023001,0,,"21.04,95.97",2023-03-28 17:03:21,2023-03-28 23:33:21
16.9813000,95.8836000,10.0000,3.50,ml,8,225,2.793,0.33,us,th_10804_202303280652,2023-03-29T15:38:34.278Z,Neik Ban,"26km ESE of Nyaungdon, Myanmar",MM,Asia,earthquake,1679987493,1679986345,1,,"17.16,96.55",2023-03-28 06:52:25,2023-03-28 13:22:25
19.7770000,97.4250000,5.0000,3.00,ml,,,,,,th_10802_202303252220,2023-03-25T22:20:43.000Z,"Hsu-hpè-law, Kayah State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1679783674,1679782843,0,,"19.78,97.43",2023-03-25 22:20:43,2023-03-26 04:50:43
22.6673000,95.3275000,9.9800,4.30,mb,18,136,2.467,0.38,us,ems_202303_1241895,2023-03-25T12:24:08.040Z,"Tabayin, Sagaing Region, Myanmar (Burma)","39km WNW of Shwebo, Myanmar",MM,Asia,earthquake,1679747103,1679745824,0,,"22.67,95.33",2023-03-25 12:03:44,2023-03-25 18:33:44
22.4890000,99.1510000,10.0000,3.40,ml,,,,,,th_10800_202303251031,2023-03-25T10:31:33.000Z,"Hsana, Shan, Myanmar (Burma)",Myanmar - China Border Region,MM,Asia,earthquake,1679742118,1679740293,0,,"22.49,99.15",2023-03-25 10:31:33,2023-03-25 17:01:33
18.4700000,95.2200000,10.0000,3.50,ml,,,,,,in_NHZ3QWRSdUI4QTY2TFliT2dIS29qdz09,2023-03-25T06:51:48.000Z,"Tarokmaw, Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1679727664,1679727108,0,,"18.47,95.22",2023-03-25 06:51:48,2023-03-25 13:21:48
21.1860000,100.0300000,1.0000,3.00,ml,,,,,,th_10795_202303222001,2023-03-22T20:01:04.000Z,"Wan Hkang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1679515499,1679515264,0,,"21.19,100.03",2023-03-22 20:01:04,2023-03-23 02:31:04
20.6220000,98.1850000,5.0000,2.40,ml,,,,,,th_10791_202303202036,2023-03-20T20:36:05.000Z,,Myanmar,MM,Asia,earthquake,1679345729,1679344565,0,,"20.62,98.19",2023-03-20 20:36:05,2023-03-21 03:06:05
18.7950000,96.2610000,10.0000,3.10,ml,,,,,,th_10790_202303191215,2023-03-19T12:15:06.000Z,"Letpangon, Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1679231454,1679228106,0,,"18.80,96.26",2023-03-19 12:15:06,2023-03-19 18:45:06
21.1420000,99.8930000,2.0000,2.20,ml,,,,,,th_10789_202303190536,2023-03-19T05:36:06.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1679206549,1679204166,0,,"21.14,99.89",2023-03-19 05:36:06,2023-03-19 12:06:06
21.1150000,99.9310000,1.0000,2.20,ml,,,,,,th_10788_202303181556,2023-03-18T15:56:22.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1679156141,1679154982,1,,"21.12,99.93",2023-03-18 15:56:22,2023-03-18 22:26:22
20.0500000,97.9160000,1.0000,2.60,ml,,,,,,th_10787_202303181135,2023-03-18T11:35:15.000Z,"Wan Kongpao, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1679140872,1679139315,0,,"20.05,97.92",2023-03-18 11:35:15,2023-03-18 18:05:15
23.3900000,93.6400000,24.0000,3.50,ml,,,,,,in_anlXNEt2eHJITFYxM2ljc2FtM0hhdz09,2023-03-17T14:50:00.000Z,Lailo,Myanmar,MM,Asia,earthquake,1679064414,1679063646,0,,"23.39,93.64",2023-03-17 14:34:06,2023-03-17 21:04:06
21.1680000,99.9430000,1.0000,2.50,ml,,,,,,th_10784_202303170549,2023-03-17T05:49:20.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1679033034,1679032160,1,,"21.17,99.94",2023-03-17 05:49:20,2023-03-17 12:19:20
21.1690000,99.9070000,4.0000,2.00,ml,,,,,,th_10782_202303161308,2023-03-16T13:08:09.000Z,"Wan Hpaya-hkè, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1678973004,1678972089,1,,"21.17,99.91",2023-03-16 13:08:09,2023-03-16 19:38:09
21.2070000,99.9260000,1.0000,2.40,ml,,,,,,th_10780_202303152250,2023-03-15T22:50:50.000Z,"Wan Hpaya-hkè, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1678923050,1678920650,1,,"21.21,99.93",2023-03-15 22:50:50,2023-03-16 05:20:50
21.1900000,99.9670000,1.0000,2.70,ml,,,,,,th_10779_202303150137,2023-03-15T01:37:16.000Z,"Wan Hkang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1678844565,1678844236,1,,"21.19,99.97",2023-03-15 01:37:16,2023-03-15 08:07:16
20.6860000,100.0320000,1.0000,2.30,ml,,,,,,th_10778_202303142102,2023-03-14T21:02:44.000Z,"Tarlay, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1678828302,1678827764,0,,"20.69,100.03",2023-03-14 21:02:44,2023-03-15 03:32:44
19.0250000,95.5080000,10.0000,3.00,ml,,,,,,th_10776_202303131747,2023-03-13T17:47:25.000Z,Kawma,Myanmar,MM,Asia,earthquake,1678730468,1678729645,0,,"19.03,95.51",2023-03-13 17:47:25,2023-03-14 00:17:25
21.1900000,99.9600000,4.0000,3.20,ml,,,,,,th_10773_202303121437,2023-03-12T14:37:57.000Z,"Wan Hkang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1678632793,1678631877,1,,"21.19,99.96",2023-03-12 14:37:57,2023-03-12 21:07:57
24.3200000,94.7300000,107.0000,4.80,mb,,,,,,ems_202303_1235806,2023-03-12T20:06:00.000Z,Thet Kei Kyin,Myanmar-india Border Region,MM,Asia,earthquake,1678622304,1678621423,1,,"24.24,94.66",2023-03-12 11:43:43,2023-03-12 18:13:43
