latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city,place_type
21.537,99.182,5.0,2.6,ml,,,,,,th_11920_202403300411,2024-03-30T04:11:19.000Z,"Wan Pangsung, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1711774570,1711771879,0,,"21.54,99.18",2024-03-30 04:11:19,2024-03-30 10:41:19,Shan,Pang Hkaing,village
22.428,93.873,5.0,3.6,ml,,,,,,th_11919_202403281833,2024-03-28T18:33:35.000Z,"Shimpi, Chin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1711651618,1711650815,0,,"22.43,93.87",2024-03-28 18:33:35,2024-03-29 01:03:35,Chin,Lungcawi,village
20.594,100.064,3.0,2.3,ml,,,,,,th_11917_202403272035,2024-03-27T20:35:56.000Z,"Wan Hsen-enta-hpawng, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1711572473,1711571756,0,,"20.59,100.06",2024-03-27 20:35:56,2024-03-28 03:05:56,Shan,Kya Say,village
20.591,99.893,6.0,2.4,ml,,,,,,th_11915_202403271143,2024-03-27T11:43:17.000Z,"Tachileik, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1711540312,1711539797,0,,"20.59,99.89",2024-03-27 11:43:17,2024-03-27 18:13:17,Shan,Nam Tun,village
18.591,97.372,1.0,2.8,ml,,,,,,th_11913_202403262248,2024-03-26T22:48:00.000Z,"Pakyiko, Kayah State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1711493623,1711493280,0,,"18.59,97.37",2024-03-26 22:48:00,2024-03-27 05:18:00,Kayah,Ho Gyit,village
24.63,94.77,19.0,3.7,ml,,,,,,in_VnBNWVJLMHdRMndkWis2UVc5Wk03dz09,2024-03-24T16:28:42.000Z,"Myene, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1711297704,1711296940,0,,"24.63,94.77",2024-03-24 16:15:40,2024-03-24 22:45:40,Saigang,Nan Khan,village
18.519,96.991,2.0,2.6,ml,,,,,,th_11907_202403240955,2024-03-24T09:55:00.000Z,"Tamikhi, Kayin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1711274766,1711274100,0,,"18.52,96.99",2024-03-24 09:55:00,2024-03-24 16:25:00,Kayin,Ka Law Htar,village
22.12,97.44,70.0,3.9,ml,,,,,,in_WURMK2ZKRVEzNzVxTXpzKzU2bnpMQT09,2024-03-24T03:16:31.000Z,"Namlan, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1711251113,1711250191,0,,"22.12,97.44",2024-03-24 03:16:31,2024-03-24 09:46:31,Shan,Kone Mon,village
17.995,96.527,10.0,2.7,ml,,,,,,th_11906_202403211633,2024-03-21T16:33:53.000Z,"Hpa Do, Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1711039341,1711038833,0,,"18.00,96.53",2024-03-21 16:33:53,2024-03-21 23:03:53,Bago,Oke Hpo,village
19.349,97.602,3.0,2.0,ml,,,,,,th_11902_202403191711,2024-03-19T17:11:44.000Z,"Wan Kyaukpet, Kayah State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1710869368,1710868304,0,,"19.35,97.60",2024-03-19 17:11:44,2024-03-19 23:41:44,Kayah,Kyauk Taing,village
19.3,97.811,1.0,2.8,ml,,,,,,th_11900_202403190201,2024-03-19T02:01:51.000Z,"Daw Hsè-kawlè, Kayah State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1710814338,1710813711,0,,"19.30,97.81",2024-03-19 02:01:51,2024-03-19 08:31:51,Kayah,Ban Nam Phiang Din Song,village
24.71,94.68,97.0,3.6,ml,,,,,,in_dmZ3YysvUHJMdVlmSW9rRm5BZ1BJUT09,2024-03-17T09:42:49.000Z,"Shwe Pyi Aye, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1710668511,1710668016,0,,"24.71,94.68",2024-03-17 09:33:36,2024-03-17 16:03:36,Saigang,Shwe Pyi Aye,town
