latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt
15.3740000,96.1170000,10.0000,3.40,ml,,,,,,th_11203_202307302143,2023-07-30T21:43:52.000Z,,Near South Coast of Myanmar,MM,Asia,earthquake,1690754884,1690753432,0,,"15.37,96.12",2023-07-30 21:43:52,2023-07-31 04:13:52
15.0370000,96.1990000,10.0000,3.40,ml,,,,,,th_11202_202307302139,2023-07-30T21:39:49.000Z,,Near South Coast of Myanmar,MM,Asia,earthquake,1690754029,1690753189,0,,"15.04,96.20",2023-07-30 21:39:49,2023-07-31 04:09:49
18.1700000,97.4650000,5.0000,2.40,ml,,,,,,th_11200_202307301810,2023-07-30T18:10:32.000Z,"Kaukpok, Kayin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1690741057,1690740632,0,,"18.17,97.47",2023-07-30 18:10:32,2023-07-31 00:40:32
21.1420000,99.9640000,2.0000,1.90,ml,,,,,,th_11198_202307301626,2023-07-30T16:26:36.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1690736536,1690734396,1,,"21.14,99.96",2023-07-30 16:26:36,2023-07-30 22:56:36
21.1010000,99.9730000,1.0000,2.00,ml,,,,,,th_11196_202307301145,2023-07-30T11:45:54.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1690717974,1690717554,1,,"21.10,99.97",2023-07-30 11:45:54,2023-07-30 18:15:54
20.1422000,94.0558000,45.5000,4.50,mb,,,,,,us6000kwkm,2023-07-30T16:45:54.000Z,"Peinwa, Rakhine, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1690671455,1690669772,1,,"20.11,94.01",2023-07-29 22:29:32,2023-07-30 04:59:32
17.4640000,97.9940000,2.0000,2.80,ml,,,,,,th_11193_202307281240,2023-07-28T12:40:08.000Z,"Khaledi, Kayin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1690548590,1690548008,0,,"17.46,97.99",2023-07-28 12:40:08,2023-07-28 19:10:08
20.6130000,98.8310000,1.0000,2.30,ml,,,,,,th_11191_202307272116,2023-07-27T21:16:59.000Z,"Wan Hwè-mi, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1690493117,1690492619,0,,"20.61,98.83",2023-07-27 21:16:59,2023-07-28 03:46:59
21.0820000,99.4300000,1.0000,2.50,ml,,,,,,th_11190_202307271723,2023-07-27T17:23:20.000Z,"Wan Na-hsai, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1690490816,1690478600,0,,"21.08,99.43",2023-07-27 17:23:20,2023-07-27 23:53:20
24.8600000,95.1600000,143.0000,3.80,ml,,,,,,in_WGhMMW52clAwcnd3eVd3Q2FzcUQ0UT09,2023-07-25T04:35:26.000Z,"Malon, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1690259489,1690258615,0,,"24.86,95.16",2023-07-25 04:16:55,2023-07-25 10:46:55
22.7678000,94.4602000,101.0000,4.40,mb,,,,,,us7000ki2c,2023-07-25T06:42:15.000Z,"Htonban, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1690231268,1690229670,0,,"22.78,94.49",2023-07-24 20:14:30,2023-07-25 02:44:30
21.1340000,99.3840000,2.0000,2.70,ml,,,,,,th_11186_202307241610,2023-07-24T16:10:14.000Z,"Wan Na-hsai, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1690215824,1690215014,1,,"21.13,99.38",2023-07-24 16:10:14,2023-07-24 22:40:14
22.2919000,94.2872000,105.0000,4.00,mb,,,,,,us7000khu1,2023-07-23T18:46:53.000Z,"Zayat, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1690131774,1690129883,1,,"22.30,94.40",2023-07-23 16:31:23,2023-07-23 23:01:23
18.6286000,93.7176000,35.0000,4.50,mb,,,,,,us7000khrq,2023-07-23T18:21:20.000Z,"Pyay, Myanmar",Myanmar,MM,Asia,earthquake,1690097836,1690094856,1,,"18.54,93.65",2023-07-23 06:47:36,2023-07-23 13:17:36
18.6420000,96.5380000,10.0000,3.60,ml,,,,,,th_11183_202307230357,2023-07-23T03:57:26.000Z,"Zayatkyi, Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1690085124,1690084646,0,,"18.64,96.54",2023-07-23 03:57:26,2023-07-23 10:27:26
20.5370000,98.7780000,1.0000,2.60,ml,,,,,,th_11181_202307221941,2023-07-22T19:41:56.000Z,"Kang Nai, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1690055246,1690054916,0,,"20.54,98.78",2023-07-22 19:41:56,2023-07-23 02:11:56
20.5110000,99.8730000,2.0000,1.80,ml,,,,,,th_11180_202307220809,2023-07-22T08:09:05.000Z,"Tachileik, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1690013754,1690013345,0,,"20.51,99.87",2023-07-22 08:09:05,2023-07-22 14:39:05
25.0833000,94.9359000,116.0000,4.00,mb,,,,,,us7000khhf,2023-07-22T05:48:42.000Z,"Maungkan, Sagaing Region, Myanmar (Burma)",Myanmar-india Border Region,MM,Asia,earthquake,1689977206,1689969948,0,,"25.14,94.97",2023-07-21 20:05:48,2023-07-22 02:35:48
25.2100000,95.1500000,10.0000,4.20,ml,,,,,,ems_202307_1531253,2023-07-20T23:28:29.000Z,"Naungpin, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1689895736,1689893675,0,,"25.21,95.15",2023-07-20 22:54:35,2023-07-21 05:24:35
18.0160000,97.6660000,1.0000,2.30,ml,,,,,,th_11179_202307202228,2023-07-20T22:28:08.000Z,"Bwado, Kayin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1689893293,1689892088,0,,"18.02,97.67",2023-07-20 22:28:08,2023-07-21 04:58:08
24.1213000,94.3023000,8.3000,3.70,ml,,,,,,in_cHVEdkhDWHpic2NSeG44cVBzRmVydz09,2023-07-19T16:00:29.000Z,,"67km SE of Moirang, Manipur, India",MM,Asia,earthquake,1689782357,1689782094,0,,"24.12,94.30",2023-07-19 15:54:54,2023-07-19 22:24:54
20.6930000,98.7030000,10.0000,2.80,ml,,,,,,th_11176_202307190201,2023-07-19T02:01:38.000Z,"Kang Nai, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1689734079,1689732098,0,,"20.69,98.70",2023-07-19 02:01:38,2023-07-19 08:31:38
