latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt
21.1910000,100.0160000,1.0000,2.70,ml,,,,,,th_9953_202208311852,2022-08-31T18:52:45.000Z,"Wan Hkang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1661972357,1661971965,1,,"21.19,100.02",2022-08-31 18:52:45,2022-09-01 01:22:45
21.0900000,99.9600000,1.0000,3.80,ml,,,,,,th_9952_202208310903,2022-08-31T09:10:00.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1661936926,1661936593,1,,"21.09,99.96",2022-08-31 09:03:13,2022-08-31 15:33:13
21.1280000,99.9340000,1.0000,2.80,ml,,,,,,th_9950_202208301924,2022-08-30T19:24:14.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1661887677,1661887454,1,,"21.13,99.93",2022-08-30 19:24:14,2022-08-31 01:54:14
21.1170000,99.9070000,1.0000,2.30,ml,,,,,,th_9949_202208301505,2022-08-30T15:05:55.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1661872242,1661871955,1,,"21.12,99.91",2022-08-30 15:05:55,2022-08-30 21:35:55
21.1240000,99.8820000,2.0000,2.20,ml,,,,,,th_9948_202208300339,2022-08-30T03:39:17.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1661831400,1661830757,1,,"21.12,99.88",2022-08-30 03:39:17,2022-08-30 10:09:17
21.1390000,99.8750000,1.0000,2.50,ml,,,,,,th_9947_202208292225,2022-08-29T22:25:37.000Z,"Wan Hpaya-hkè, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1661812441,1661811937,1,,"21.14,99.88",2022-08-29 22:25:37,2022-08-30 04:55:37
21.2040000,99.9950000,2.0000,3.00,ml,,,,,,th_9946_202208291923,2022-08-29T19:23:30.000Z,"Wan Hkang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1661802048,1661801010,1,,"21.20,100.00",2022-08-29 19:23:30,2022-08-30 01:53:30
21.2760000,99.9830000,2.0000,2.30,ml,,,,,,th_9945_202208291913,2022-08-29T19:13:32.000Z,"Wan Hkang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1661801378,1661800412,0,,"21.28,99.98",2022-08-29 19:13:32,2022-08-30 01:43:32
21.1690000,99.9870000,1.0000,3.00,ml,,,,,,th_9944_202208291508,2022-08-29T15:08:39.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1661786478,1661785719,1,,"21.17,99.99",2022-08-29 15:08:39,2022-08-29 21:38:39
21.1090000,99.8250000,1.0000,2.10,ml,,,,,,th_9943_202208291329,2022-08-29T13:29:49.000Z,"Yangka, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1661781208,1661779789,0,,"21.11,99.83",2022-08-29 13:29:49,2022-08-29 19:59:49
