latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city,place_type
23.748,93.896,45.9,3.9,mb,18,157.8,,0.78,us,usp000ghxq,2014-11-07T01:37:16.278Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2008-09-29 04:59:10,2008-09-29 11:29:10,Chin,Mawngzang (Mong Zan),village
20.947,92.689,35.0,4.1,mb,13,199.3,,0.72,us,usp000ghtd,2014-11-07T01:37:15.489Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2008-09-27 03:29:07,2008-09-27 09:59:07,Rakhine,Khar Lar U,village
15.681,96.177,35.0,4.0,mb,7,194.8,,0.54,us,usp000ghhw,2014-11-07T01:37:14.301Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,2008-09-22 18:13:08,2008-09-23 00:43:08,,Kin Wun,village
15.583,96.081,35.0,5.2,mwc,226,50.7,,0.74,us,usp000ghhg,2015-02-11T17:18:57.000Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,2008-09-22 13:30:38,2008-09-22 20:00:38,,Ban Dar Pin,village
25.203,96.653,35.0,0.0,,7,145.6,,0.83,us,usp000ghad,2014-11-07T01:37:13.287Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2008-09-18 20:33:19,2008-09-19 03:03:19,Kachin,Pint Thar,village
22.103,94.566,70.0,0.0,,18,167.6,,0.87,us,usp000gh4m,2014-11-07T01:37:12.418Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2008-09-16 04:25:38,2008-09-16 10:55:38,Saigang,Taung Yin,village
24.893,97.92,26.8,3.8,mb,15,126.4,,0.63,us,usp000ggyb,2014-11-07T01:37:11.511Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2008-09-12 22:34:27,2008-09-13 05:04:27,,龙门,village
26.662,96.773,60.8,4.2,mb,12,129.2,,0.55,us,usp000ggtu,2014-11-07T01:37:10.715Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2008-09-10 19:07:16,2008-09-11 01:37:16,Kachin,Shin Long Gar,village
24.861,98.829,10.0,0.0,,7,155.2,,0.8,us,usp000ggtc,2014-11-07T01:37:10.648Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2008-09-10 15:49:43,2008-09-10 22:19:43,,东松村,village
15.758,94.683,35.0,4.5,mb,16,172.4,,0.5,us,usp000ggkj,2014-11-07T01:37:08.655Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,2008-09-07 12:54:30,2008-09-07 19:24:30,,Htan Pin Kone,village
24.923,97.758,17.1,4.2,mb,32,127.7,,1.02,us,usp000ggja,2014-11-07T01:37:08.463Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2008-09-06 19:31:55,2008-09-07 02:01:55,,石竹河,village
26.017,95.131,80.8,4.4,mb,22,117.1,,0.63,us,usp000gge6,2014-11-07T01:37:07.765Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2008-09-04 20:33:37,2008-09-05 03:03:37,,Choklangan,village
24.869,97.78,10.0,5.0,mwc,71,54.4,,0.94,us,usp000gg9z,2015-02-11T17:18:56.000Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2008-09-03 06:27:25,2008-09-03 12:57:25,Kachin,石竹河,village
24.882,98.012,7.6,4.1,mb,21,78.6,,0.98,us,usp000gg8n,2014-11-07T01:37:06.766Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2008-09-02 18:59:20,2008-09-03 01:29:20,,,village
