latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city
23.12,94.64,102.0,4.2,ml,,,,,,th_7474,2021-05-31T20:14:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1622491744,1622490574,1,,"23.12,94.83",2021-05-31 19:49:34,2021-06-01 02:19:34,Saigang,Kalay
24.65,94.77,24.0,3.4,ml,,,,,,ems_202105_990821_a2494,2021-05-30T20:40:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar-india Border Region,MM,Asia,earthquake,1622407278,1622406636,0,,"24.65,94.77",2021-05-30 20:30:36,2021-05-31 03:00:36,Saigang,Kalay
24.51,94.69,16.0,4.1,ml,,,,,,th_7470,2021-05-29T13:50:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar-india Border Region,MM,Asia,earthquake,1622296158,1622295496,1,,"24.79,94.81",2021-05-29 13:38:16,2021-05-29 20:08:16,Saigang,Kalay
22.54,94.74,116.0,4.4,mb,,,,,,ems_202105_989985_a2294,2021-05-29T06:31:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1622221786,1622220681,1,,"22.51,94.63",2021-05-28 16:51:21,2021-05-28 23:21:21,Saigang,Monywa
16.45,95.817,13.6,3.6,ml,,,,,,th_7465,2021-05-27T05:11:24.000Z,"Ayeyarwady, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1622093592,1622092284,0,,"16.45,95.82",2021-05-27 05:11:24,2021-05-27 11:41:24,Ayeyarwady,Yangon
23.5937,94.5911,99.45,4.2,mb,,102.0,0.686,0.74,us,ems_202105_988903_a2394,2021-05-25T21:38:39.040Z,"Mawlaik, Myanmar","19km ESE of Mawlaik, Myanmar",MM,Asia,earthquake,1621971391,1621970587,1,,"23.55,94.58",2021-05-25 19:23:07,2021-05-26 01:53:07,Saigang,Kalay
20.699,99.985,1.0,1.9,ml,,,,,,th_7460,2021-05-25T11:43:05.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1621945175,1621942985,0,,"20.70,99.99",2021-05-25 11:43:05,2021-05-25 18:13:05,Shan,Kengtung
24.65,95.09,105.0,4.3,mb,,,,,,us7000e5ej,2021-05-23T16:37:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1621734317,1621733200,0,,"24.80,95.17",2021-05-23 01:26:40,2021-05-23 07:56:40,Saigang,Kalay
21.113,98.485,12.0,3.0,ml,,,,,,th_7453,2021-05-22T03:22:51.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1621654563,1621653771,0,,"21.11,98.49",2021-05-22 03:22:51,2021-05-22 09:52:51,Shan,Kengtung
20.05,95.7,10.0,4.3,mb,,,,,,th_7451,2021-05-22T08:22:00.000Z,"Magway Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1621645477,1621643911,1,,"20.13,95.75",2021-05-22 00:38:31,2021-05-22 07:08:31,Magway,Naypyidaw
20.414,98.566,4.0,2.3,ml,,,,,,th_7454,2021-05-22T00:37:46.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1621657974,1621643866,1,,"20.44,98.43",2021-05-22 00:37:46,2021-05-22 07:07:46,Shan,Kengtung
22.747,95.532,10.0,4.1,ml,,,,,,th_7438,2021-05-18T05:55:19.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1621318339,1621317319,0,,"22.75,95.53",2021-05-18 05:55:19,2021-05-18 12:25:19,Saigang,Shwebo
14.5393,93.7329,25.9,4.1,mb,,130.0,3.023,1.03,us,th_7435,2021-05-24T03:21:25.040Z,"Mawlamyinegyunn, Myanmar","261km SW of Mawlamyinegyunn, Myanmar",MM,Asia,earthquake,1621293055,1621292074,0,,"14.52,94.01",2021-05-17 22:54:34,2021-05-18 05:24:34,,Pathein
26.4997,95.5071,71.08,4.1,mb,,137.0,2.51,0.84,us,us7000e38n,2021-05-16T03:45:47.040Z,,"51km ESE of Mon, India",MM,Asia,earthquake,1621036511,1621035591,0,,"26.48,95.55",2021-05-14 23:39:51,2021-05-15 06:09:51,Saigang,Putao
22.85,93.75,30.0,3.1,ml,,,,,,ems_202105_984570_a2293,2021-05-14T19:51:00.000Z,"Chin State, Myanmar (Burma)",Myanmar-india Border Region,MM,Asia,earthquake,1621021897,1621020755,0,,"22.85,93.75",2021-05-14 19:32:35,2021-05-15 02:02:35,Chin,Kalay
20.004,98.271,1.0,3.0,ml,,,,,,th_7432,2021-05-14T17:10:54.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1621012826,1621012254,0,,"20.00,98.27",2021-05-14 17:10:54,2021-05-14 23:40:54,Shan,Loikaw
24.96,95.17,100.0,4.4,mb,,,,,,th_7431,2021-05-14T23:13:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1621011183,1621010523,0,,"25.10,95.17",2021-05-14 16:42:03,2021-05-14 23:12:03,Saigang,Bhamo
20.952,98.471,1.0,2.2,ml,,,,,,th_7429,2021-05-13T22:28:44.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1620945554,1620944924,0,,"20.95,98.47",2021-05-13 22:28:44,2021-05-14 04:58:44,Shan,Kengtung
15.966,95.01,10.0,3.5,ml,,,,,,th_7418,2021-05-09T17:02:53.000Z,"Danizeik Kangon, Ayeyarwady, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1620580484,1620579773,0,,"15.97,95.01",2021-05-09 17:02:53,2021-05-09 23:32:53,Ayeyarwady,Pathein
20.501,99.856,6.0,1.8,ml,,,,,,th_7415,2021-05-08T14:00:41.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1620482798,1620482441,0,,"20.50,99.86",2021-05-08 14:00:41,2021-05-08 20:30:41,Shan,Kengtung
