latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city,place_type
22.9,93.95,0.0,4.0,ml,,,,,,th_6081,2019-10-29T14:58:44.000Z,"Zatual, Chin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904535,1572361124,1,,,2019-10-29 14:58:44,2019-10-29 21:28:44,Chin,Khupleng,village
18.4,96.41,0.0,2.8,ml,,,,,,th_6078,2019-10-25T22:06:20.000Z,"Kyee Ma Noe, Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904536,1572041180,1,,,2019-10-25 22:06:20,2019-10-26 04:36:20,Bago,Yae Oe Sin,village
18.2,96.22,0.0,3.4,ml,,,,,,th_6077,2019-10-25T22:04:44.000Z,"Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904537,1572041084,1,,,2019-10-25 22:04:44,2019-10-26 04:34:44,Bago,Sar Byin Village,village
19.9,96.92,0.0,2.9,ml,,,,,,th_6074,2019-10-24T15:17:15.000Z,"Long Pyin, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904538,1571930235,1,,,2019-10-24 15:17:15,2019-10-24 21:47:15,Shan,Pin Pong,village
18.85,95.99,0.0,3.3,ml,,,,,,th_6073,2019-10-24T03:39:22.000Z,"Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904538,1571888362,1,,,2019-10-24 03:39:22,2019-10-24 10:09:22,Bago,Shwe Taung Ngwe Taung,village
16.55,98.22,0.0,2.1,ml,,,,,,th_6071,2019-10-23T10:50:45.000Z,"Kawkareik, Kayin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904539,1571827845,1,,,2019-10-23 10:50:45,2019-10-23 17:20:45,Kayin,Hlaing Wa,village
19.28,95.69,10.0,4.9,mb,,,,,,gfz2019urgx,2019-10-22T06:45:00.000Z,"Khoke Chaung, Magway Region, Myanmar (Burma)","50km ESE of Myaydo, Burma",MM,Asia,earthquake,1571708527,1571707840,1,,,2019-10-22 01:30:40,2019-10-22 08:00:40,Magway,Tin Taw,village
20.15,94.87,0.0,3.4,ml,,,,,,th_6069,2019-10-21T16:11:40.000Z,"Minbu, Magway Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904539,1571674300,1,,,2019-10-21 16:11:40,2019-10-21 22:41:40,Magway,Kyauk Tan,village
20.26,97.87,0.0,2.4,ml,,,,,,th_6068,2019-10-20T10:08:17.000Z,"Wan Tein, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904539,1571566097,1,,,2019-10-20 10:08:17,2019-10-20 16:38:17,Shan,Tin Put,village
20.53,99.89,0.0,1.4,ml,,,,,,th_6066,2019-10-19T15:49:12.000Z,"Wan Long, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904540,1571500152,1,,,2019-10-19 15:49:12,2019-10-19 22:19:12,Shan,Wein Wa,village
23.12,94.3,80.0,4.9,mb,,,,,,gfz2019uldd,2019-10-18T17:30:00.000Z,"Inn Din, Sagaing Region, Myanmar (Burma)","55km SSW of Mawlaik, Burma",MM,Asia,earthquake,1571417965,1571417290,1,,,2019-10-18 16:48:10,2019-10-18 23:18:10,Saigang,Khaung Tee (Daung Tee),village
23.12,94.2,67.0,4.4,mb,,,,,,us70005ur2,2019-10-17T06:54:00.000Z,"Thit Chauk, Sagaing Region, Myanmar (Burma)","55km SSW of Mawlaik, Burma",MM,Asia,earthquake,1571253748,1571251541,1,,,2019-10-16 18:45:41,2019-10-17 01:15:41,Saigang,Au Du,village
