latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city,place_type
20.408,97.927,10.0,3.8,ml,,,,,,th_6767,2020-06-29T16:25:16.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1593448571,1593447916,1,,,2020-06-29 16:25:16,2020-06-29 22:55:16,Shan,Pang Pawng,village
18.559,97.414,3.0,2.4,ml,,,,,,th_6765,2020-06-29T01:20:13.000Z,"Kayah State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1593394798,1593393613,1,,,2020-06-29 01:20:13,2020-06-29 07:50:13,Kayah,Ho Gyit,village
20.82,94.16,73.0,4.6,mb,,,,,,th_6762,2020-06-27T07:08:00.000Z,"Magway Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1593188320,1593187544,1,,,2020-06-26 16:05:44,2020-06-26 22:35:44,Magway,Pin Chaung,village
15.361,96.461,10.0,3.8,ml,,,,,,th_6761,2020-06-26T11:35:29.000Z,Myanmar (Burma),Near South Coast of Myanmar,MM,Asia,earthquake,1593172671,1593171329,1,,,2020-06-26 11:35:29,2020-06-26 18:05:29,,Ban Dar Pin,village
19.858,98.465,1.0,1.8,ml,,,,,,th_6760,2020-06-25T23:29:14.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1593129008,1593127754,1,,,2020-06-25 23:29:14,2020-06-26 05:59:14,Shan,Kone Ti Vi,village
15.1,96.017,10.0,3.7,ml,,,,,,th_6756,2020-06-24T22:45:36.000Z,Myanmar (Burma),Near South Coast of Myanmar,MM,Asia,earthquake,1593039463,1593038736,1,,,2020-06-24 22:45:36,2020-06-25 05:15:36,,Min Ga Lar Thaung Tan,village
15.187,96.279,10.0,4.2,ml,,,,,,th_6755,2020-06-24T22:28:29.000Z,Myanmar (Burma),Near South Coast of Myanmar,MM,Asia,earthquake,1593038551,1593037709,1,,,2020-06-24 22:28:29,2020-06-25 04:58:29,,Aung Hlaing,village
15.2,98.017,10.0,2.2,ml,,,,,,th_6754,2020-06-24T21:35:03.000Z,ဗဒိုပ်ဝါဇြေန်,Myanmar,MM,Asia,earthquake,1593036102,1593034503,1,,,2020-06-24 21:35:03,2020-06-25 04:05:03,Mon,Hpa Lan,village
23.47,94.07,100.0,4.2,ml,,,,,,ems_202006_870824,2020-06-24T19:35:00.000Z,Nankyisaung,Myanmar,MM,Asia,earthquake,1593027377,1593026150,1,,,2020-06-24 19:15:50,2020-06-25 01:45:50,Saigang,Nan Kyin Saung,village
13.375,97.644,12.0,3.1,ml,,,,,,th_6752,2020-06-24T13:30:58.000Z,Myanmar (Burma),Near South Coast of Myanmar,MM,Asia,earthquake,1593006560,1593005458,1,,,2020-06-24 13:30:58,2020-06-24 20:00:58,,,village
20.641,99.964,1.0,2.1,ml,,,,,,th_6751,2020-06-23T20:06:51.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1592943166,1592942811,1,,,2020-06-23 20:06:51,2020-06-24 02:36:51,Shan,Ahr Ye,village
22.89,93.64,10.0,3.2,ml,,,,,,in_RS9zSUdXaENuU0hkUTdWOTlwZHlpdz09,2020-06-23T18:25:00.000Z,,"70km SSE of Champhai, Mizoram, India",MM,Asia,earthquake,1592935481,1592933628,1,,,2020-06-23 17:33:48,2020-06-24 00:03:48,Chin,,village
20.649,99.962,3.0,1.8,ml,,,,,,th_6749,2020-06-22T20:05:50.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1592859508,1592856350,1,,,2020-06-22 20:05:50,2020-06-23 02:35:50,Shan,Ahr Ye,village
21.063,98.47,6.0,3.1,ml,,,,,,th_6748,2020-06-22T20:02:10.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1592857791,1592856130,1,,,2020-06-22 20:02:10,2020-06-23 02:32:10,Shan,,village
20.513,98.421,10.0,2.7,ml,,,,,,th_6744,2020-06-19T01:25:40.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1592530690,1592529940,1,,,2020-06-19 01:25:40,2020-06-19 07:55:40,Shan,Ton Tit,village
17.908,97.666,4.0,2.1,ml,,,,,,th_6740,2020-06-18T20:25:53.000Z,"Kayin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1592513827,1592511953,1,,,2020-06-18 20:25:53,2020-06-19 02:55:53,Kayin,Mar Mu Doe,village
22.48,94.457,98.9,5.0,mb,,128.0,1.747,1.32,us,gfz2020lxvs,2020-06-18T15:18:02.040Z,,"81km WNW of Monywa, Myanmar",MM,Asia,earthquake,1592489458,1592488761,1,,,2020-06-18 13:59:21,2020-06-18 20:29:21,Saigang,Ku Seik,village
20.233,99.045,1.0,1.5,ml,,,,,,th_6738,2020-06-16T19:58:07.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1592338585,1592337487,1,,,2020-06-16 19:58:07,2020-06-17 02:28:07,Shan,Hway Ngar Kyar,village
18.96,94.27,10.0,4.8,mb,,,,,,gfz2020ltzh,2020-06-16T14:21:00.000Z,Myay Ni Taung,Myanmar,MM,Asia,earthquake,1592306780,1592306147,1,,,2020-06-16 11:15:47,2020-06-16 17:45:47,Rakhine,Myay Ni Taung,village
24.4463,94.6555,216.8,3.5,ml,,,,,,in_Umk4M1ZmQUhwMEJ4T2Y3b043Q04xUT09,2020-06-16T06:14:04.000Z,,"56km SSE of Ukhrul, Manipur, India",MM,Asia,earthquake,1592288468,1592288044,1,,,2020-06-16 06:14:04,2020-06-16 12:44:04,Saigang,Nan Tat,village
20.27,97.949,2.0,2.3,ml,,,,,,th_6735,2020-06-16T02:25:38.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1592275286,1592274338,1,,,2020-06-16 02:25:38,2020-06-16 08:55:38,Shan,Nar Lin,village
20.405,98.212,1.0,2.0,ml,,,,,,th_6734,2020-06-15T19:54:42.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1592253864,1592250882,1,,,2020-06-15 19:54:42,2020-06-16 02:24:42,Shan,Nar Law,village
23.0449,93.8959,182.3,3.5,ml,,,,,,in_Qmd5R2xLeDRKNHpucjJVb1pvU2FzQT09,2020-06-15T18:37:48.000Z,,"73km SE of Champhai, Mizoram, India",MM,Asia,earthquake,1592246597,1592246268,1,,,2020-06-15 18:37:48,2020-06-16 01:07:48,Chin,Kawlfang,village
