latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city,place_type
18.473,97.259,5.0,2.7,ml,,,,,,th_8359_202203312045,2022-03-31T20:45:39.000Z,,Myanmar,MM,Asia,earthquake,1648760049,1648759539,0,,"18.47,97.26",2022-03-31 20:45:39,2022-04-01 03:15:39,Kayin,Kawt Lu Doe,village
20.447,98.28,4.0,2.2,ml,,,,,,th_8358_202203311734,2022-03-31T17:34:08.000Z,,Myanmar,MM,Asia,earthquake,1648748644,1648748048,0,,"20.45,98.28",2022-03-31 17:34:08,2022-04-01 00:04:08,Shan,Long Kyein,village
23.1411,94.1874,47.16,4.0,mb,,87.0,0.735,0.76,us,ems_202203_1113196,2022-04-06T02:55:31.040Z,,"58km ENE of Falam, Myanmar",MM,Asia,earthquake,1648794371,1648689506,0,,"23.19,93.95",2022-03-31 01:18:26,2022-03-31 07:48:26,Saigang,Kyauk Kar,village
22.225,96.906,10.0,3.0,ml,,,,,,th_8354_202203291346,2022-03-29T13:46:51.000Z,Nawnghkio Gyi (North),Myanmar,MM,Asia,earthquake,1648562862,1648561611,0,,"22.23,96.91",2022-03-29 13:46:51,2022-03-29 20:16:51,Shan,Nawnghkio Gyi (North),village
20.983,99.951,10.0,2.3,ml,,,,,,th_8352_202203290606,2022-03-29T06:06:28.000Z,,Myanmar,MM,Asia,earthquake,1648534504,1648533988,0,,"20.98,99.95",2022-03-29 06:06:28,2022-03-29 12:36:28,Shan,Han Waing (Thit),village
20.534,99.886,5.0,1.9,ml,,,,,,th_8347_202203280005,2022-03-28T00:05:20.000Z,,Myanmar,MM,Asia,earthquake,1648428752,1648425920,0,,"20.53,99.89",2022-03-28 00:05:20,2022-03-28 06:35:20,Shan,Wein Wa,village
20.351,98.224,2.0,2.1,ml,,,,,,th_8345_202203271155,2022-03-27T11:55:01.000Z,"Na-law, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1648382724,1648382101,0,,"20.35,98.22",2022-03-27 11:55:01,2022-03-27 18:25:01,Shan,Nar Law,village
20.189,99.249,1.0,1.9,ml,,,,,,th_8342_202203270845,2022-03-27T08:45:26.000Z,"Hsenpawmöng, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1648371086,1648370726,0,,"20.19,99.25",2022-03-27 08:45:26,2022-03-27 15:15:26,Shan,Hwayt Pu,village
20.254,99.246,1.0,1.9,ml,,,,,,th_8344_202203270641,2022-03-27T06:41:13.000Z,"Hsenpawmöng, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1648375727,1648363273,0,,"20.25,99.25",2022-03-27 06:41:13,2022-03-27 13:11:13,Shan,Pu Dee,village
20.18,99.237,1.0,1.8,ml,,,,,,th_8343_202203270315,2022-03-27T03:15:14.000Z,"Hsenpawmöng, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1648375670,1648350914,0,,"20.18,99.24",2022-03-27 03:15:14,2022-03-27 09:45:14,Shan,Hwayt Pu,village
