latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km
21.089,99.918,1.0,2.1,ml,,,,,,th_11696_202312311612,2023-12-31T16:12:18.000Z,"Wan Hkang Ho-paw, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1704041888,1704039138,1,,"21.09,99.92",2023-12-31 16:12:18,2023-12-31 22:42:18,Shan,Tachileik,Monghpyak,Haw Mi To,village,1.3
15.284,96.191,10.0,3.7,ml,,,,,,th_11693_202312300654,2023-12-30T06:54:38.000Z,,Near South Coast of Myanmar,MM,Asia,earthquake,1703926350,1703919278,0,,"15.28,96.19",2023-12-30 06:54:38,2023-12-30 13:24:38,,,,Aung Hlaing,village,92.1
17.944,96.438,10.0,2.9,ml,,,,,,th_11691_202312300251,2023-12-30T02:51:49.000Z,"Baingda, Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1703905537,1703904709,0,,"17.94,96.44",2023-12-30 02:51:49,2023-12-30 09:21:49,Bago,Bago,Kyauktaga,Lwan Po Aye Su,village,5.6
25.16,96.61,10.0,3.5,ml,,,,,,in_MHB0Z2VROGVMclVFQVNTN0dxWUlZQT09,2023-12-29T17:07:27.000Z,"Pinbaw, Kachin, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1703870176,1703869647,0,,"25.16,96.61",2023-12-29 17:07:27,2023-12-29 23:37:27,Kachin,Mohnyin,Mogaung,In Gyin Kone,village,5.3
25.1829,96.6008,10.0,5.3,ml,,,,,,in_MnZDNGZ6WW5rMUJueDRLOUU2NXVkQT09,2023-12-29T22:34:18.000Z,"Ywathit, Kachin, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1703867954,1703867477,1,,"25.14,96.54",2023-12-29 16:31:17,2023-12-29 23:01:17,Kachin,Mohnyin,Mogaung,In Gyin Kone,village,7.9
16.321,95.975,10.0,3.2,ml,,,,,,th_11688_202312282236,2023-12-28T22:36:57.000Z,"Chaunggyi, Ayeyarwady, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1703803934,1703803017,0,,"16.32,95.98",2023-12-28 22:36:57,2023-12-29 05:06:57,Ayeyarwady,Pyapon,Dedaye,Ma Yan Kyun,village,1.2
27.43,97.21,80.0,3.5,ml,,,,,,ems_202312_1598684,2023-12-28T21:14:35.000Z,"Hpansak, Kachin, Myanmar (Burma)",Myanmar-india Border Region,MM,Asia,earthquake,1703798128,1703794620,0,,"27.43,97.21",2023-12-28 20:17:00,2023-12-29 02:47:00,Kachin,Puta-O,Puta-O,Wan Hlaing Dam,village,6.8
18.983,96.25,10.0,2.9,ml,,,,,,th_11685_202312280350,2023-12-28T03:50:18.000Z,"Kyun Kone, Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1703736303,1703735418,0,,"18.98,96.25",2023-12-28 03:50:18,2023-12-28 10:20:18,Bago,Taungoo,Taungoo,Kyoet Pin Seik,village,1.7
21.107,99.475,5.0,2.8,ml,,,,,,th_11682_202312261749,2023-12-26T17:49:36.000Z,"Wan Namhing, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1703614087,1703612976,0,,"21.11,99.48",2023-12-26 17:49:36,2023-12-27 00:19:36,Shan,Kengtung,Kengtung,Nam Hkat Hawng,village,0.4
21.165,99.348,1.0,3.0,ml,,,,,,th_11681_202312260150,2023-12-26T01:50:06.000Z,"Wan Pangkaw, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1703555732,1703555406,0,,"21.17,99.35",2023-12-26 01:50:06,2023-12-26 08:20:06,Shan,Kengtung,Kengtung,Wan Hsun,village,2.4
18.276,95.58,10.0,2.9,ml,,,,,,th_11680_202312251517,2023-12-25T15:17:38.000Z,"Zigon, Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1703519484,1703517458,0,,"18.28,95.58",2023-12-25 15:17:38,2023-12-25 21:47:38,Bago,Thayarwady,Gyobingauk,Bu Ta Let Kone,village,0.6
21.87,94.61,75.0,3.6,ml,,,,,,in_S3hwZHJFZVpQTmVCSXE3aHpmRHNIZz09,2023-12-24T04:25:06.000Z,"Kaungbwa, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1703392468,1703391906,0,,"21.87,94.61",2023-12-24 04:25:06,2023-12-24 10:55:06,Saigang,Yinmarbin,Pale,Wan Be Chaing,village,2.1
24.32,94.7,10.0,3.1,ml,,,,,,in_dC9SY2N0azdTWUgrQTluM1lCSCtHdz09,2023-12-23T22:35:35.000Z,"Chaunggan, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1703370594,1703370060,0,,"24.32,94.70",2023-12-23 22:21:00,2023-12-24 04:51:00,Saigang,Mawlaik,Paungbyin,Man Maw,village,6.7
20.371,98.266,3.0,2.5,ml,,,,,,th_11678_202312231936,2023-12-23T19:36:28.000Z,"Hwè-hawn, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1703361852,1703360188,0,,"20.37,98.27",2023-12-23 19:36:28,2023-12-24 02:06:28,Shan,Langkho,Mongpan,Mong Hawng,village,6.7
24.78,94.8,5.0,2.7,ml,,,,,,in_dWN0R1ZBbFBMRHhaUENvRW1qSlpzdz09,2023-12-22T22:07:34.000Z,"Gwedaukkon, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1703282813,1703282246,0,,"24.78,94.80",2023-12-22 21:57:26,2023-12-23 04:27:26,Saigang,Hkamti,Homalin,Naung Khan,village,1.5
20.796,98.667,5.0,2.5,ml,,,,,,th_11673_202312220547,2023-12-22T05:47:23.000Z,"Wan Nawnghkan, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1703224860,1703224043,0,,"20.80,98.67",2023-12-22 05:47:23,2023-12-22 12:17:23,Shan,Kengtung,Mongping,Mar Hi Tar,village,2.4
21.244,99.939,1.0,2.4,ml,,,,,,th_11672_202312220107,2023-12-22T01:07:51.000Z,"Wan Hkang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1703210322,1703207271,0,,"21.24,99.94",2023-12-22 01:07:51,2023-12-22 07:37:51,Shan,Kengtung,Kengtung,Nam Ngun Nwet,village,0.9
18.1227,96.0615,10.0,4.5,mb,32.0,154.0,2.758,0.65,us,ems_202312_1594387,2023-12-20T15:19:59.040Z,,"49km NE of Letpandan, Myanmar",MM,Asia,earthquake,1702993623,1702988064,1,,"18.17,96.10",2023-12-19 12:14:24,2023-12-19 18:44:24,Bago,Thayarwady,Okpho,Se,village,18.0
21.157,99.334,1.0,3.2,ml,,,,,,th_11668_202312190908,2023-12-19T09:08:13.000Z,"Wan Pangkaw, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702977433,1702976893,1,,"21.16,99.33",2023-12-19 09:08:13,2023-12-19 15:38:13,Shan,Kengtung,Kengtung,Wan Hsun,village,2.9
22.73,94.38,116.0,3.8,ml,,,,,,in_WmxkbExabVRleGUxang2VHhJb2YxZz09,2023-12-18T23:43:13.000Z,"Tongyi, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702950162,1702942993,0,,"22.73,94.38",2023-12-18 23:43:13,2023-12-19 06:13:13,Saigang,Kale,Mingin,Win Wa,village,1.5
21.113,99.907,1.0,1.5,ml,,,,,,th_11662_202312182144,2023-12-18T21:44:20.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702936286,1702935860,1,,"21.11,99.91",2023-12-18 21:44:20,2023-12-19 04:14:20,Shan,Kengtung,Kengtung,Ke Shwe,village,0.7
21.148,99.949,1.0,1.5,ml,,,,,,th_11661_202312181740,2023-12-18T17:40:03.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702921490,1702921203,1,,"21.15,99.95",2023-12-18 17:40:03,2023-12-19 00:10:03,Shan,Tachileik,Monghpyak,Ah Yaw Day,village,2.8
21.114,99.965,2.0,3.4,ml,,,,,,th_11660_202312181701,2023-12-18T17:01:51.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702919375,1702918911,1,,"21.11,99.97",2023-12-18 17:01:51,2023-12-18 23:31:51,Shan,Tachileik,Monghpyak,Nam Ke,village,0.7
21.159,99.977,2.0,2.8,ml,,,,,,th_11658_202312181230,2023-12-18T12:30:55.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702904186,1702902655,1,,"21.16,99.98",2023-12-18 12:30:55,2023-12-18 19:00:55,Shan,Tachileik,Monghpyak,Shan Htan,village,3.6
21.406,98.485,5.0,2.3,ml,,,,,,th_11657_202312180333,2023-12-18T03:33:41.000Z,"Hsaihkao, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702873701,1702870421,0,,"21.41,98.49",2023-12-18 03:33:41,2023-12-18 10:03:41,Shan,Loilen,Kunhing,Hseng Hkawng,village,3.7
21.178,99.976,1.0,1.9,ml,,,,,,th_11656_202312180218,2023-12-18T02:18:56.000Z,"Wan Hkang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702870009,1702865936,1,,"21.18,99.98",2023-12-18 02:18:56,2023-12-18 08:48:56,Shan,Tachileik,Monghpyak,Kar Lai,village,4.9
21.206,100.031,1.0,3.7,ml,,,,,,th_11655_202312172148,2023-12-17T22:00:37.000Z,"Wan Hkang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702850254,1702849703,0,,"21.21,100.03",2023-12-17 21:48:23,2023-12-18 04:18:23,Shan,Tachileik,Monghpyak,Nawng Kyant,village,1.1
21.128,99.338,2.0,1.9,ml,,,,,,th_11652_202312162024,2023-12-16T20:24:49.000Z,"Wan Na-hsai, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702758854,1702758289,0,,"21.13,99.34",2023-12-16 20:24:49,2023-12-17 02:54:49,Shan,Kengtung,Kengtung,Mong Inn,village,1.4
23.2,94.3,26.0,3.6,ml,,,,,,in_WGp0QXh0TU1udEV0SU9LeGExNE1yQT09,2023-12-16T12:07:34.000Z,"Kalewa, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702728301,1702727726,0,,"23.20,94.30",2023-12-16 11:55:26,2023-12-16 18:25:26,Saigang,Kale,Kalewa,Kalewa,town,0.2
22.83,94.07,100.0,3.2,ml,,,,,,in_bmRaYW1CNFBQUDhqa0hKaTl6SjVoQT09,2023-12-16T04:07:33.000Z,"Tintha, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702699562,1702698599,0,,"22.83,94.07",2023-12-16 03:49:59,2023-12-16 10:19:59,Saigang,Kale,Kale,Min Hla,village,1.4
24.5519,94.7934,10.0,3.0,ml,,,,,,in_RTNiajV3ME1XRnRHV3YyY2s5emlwZz09,2023-12-15T20:43:32.000Z,,"52km SE of Ukhrul, Manipur, India",MM,Asia,earthquake,1702673552,1702673012,0,,"24.55,94.79",2023-12-15 20:43:32,2023-12-16 03:13:32,Saigang,Mawlaik,Paungbyin,Nan Khan,village,5.4
21.262,98.915,2.0,3.4,ml,,,,,,th_11650_202312152043,2023-12-15T20:43:15.000Z,"Wan Ho-len, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702675439,1702672995,0,,"21.26,98.92",2023-12-15 20:43:15,2023-12-16 03:13:15,Shan,Kengtung,Mongping,Hkam Maik Sawt (2),village,3.8
16.27,95.91,10.0,3.8,ml,,,,,,in_RWx2MndqVkozMHJYL1BGczI1VjVTQT09,2023-12-15T16:30:03.000Z,"Ase, Ayeyarwady, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702658496,1702657803,0,,"16.27,95.91",2023-12-15 16:30:03,2023-12-15 23:00:03,Ayeyarwady,Pyapon,Dedaye,Kyon Paw Chaung Wa,village,0.6
21.175,99.398,6.0,3.1,ml,,,,,,th_11648_202312151618,2023-12-15T16:18:56.000Z,"Wan Pangkaw, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702657870,1702657136,0,,"21.18,99.40",2023-12-15 16:18:56,2023-12-15 22:48:56,Shan,Kengtung,Kengtung,Htaw Ku Day (1),village,1.9
20.468,99.225,1.0,2.2,ml,,,,,,th_11647_202312150114,2023-12-15T01:14:58.000Z,"Mong Hsat, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702603690,1702602898,0,,"20.47,99.23",2023-12-15 01:14:58,2023-12-15 07:44:58,Shan,Monghsat,Monghsat,Pu Lu,village,2.1
20.343,99.667,2.0,1.5,ml,,,,,,th_11646_202312141621,2023-12-14T16:21:50.000Z,"Wan Ai-hsai, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702573049,1702570910,0,,"20.34,99.67",2023-12-14 16:21:50,2023-12-14 22:51:50,Shan,Tachileik,Tachileik,Loi Kaw Wan,village,6.3
18.04,96.418,10.0,2.7,ml,,,,,,th_11645_202312132319,2023-12-13T23:19:12.000Z,"Myo Chaung, Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702509997,1702509552,0,,"18.04,96.42",2023-12-13 23:19:12,2023-12-14 05:49:12,Bago,Bago,Kyauktaga,Ngoke To (Ka Nyin Thar),village,6.3
24.32,94.83,120.0,3.9,ml,,,,,,in_N2JyWjBSL3AyT1JnRlpDK0U1QmJjQT09,2023-12-12T20:21:37.000Z,"Minya, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702412465,1702411637,0,,"24.32,94.83",2023-12-12 20:07:17,2023-12-13 02:37:17,Saigang,Mawlaik,Paungbyin,Naung Yin,village,1.3
21.078,99.847,1.0,1.7,ml,,,,,,th_11643_202312121912,2023-12-12T19:12:06.000Z,"Yangka, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702408654,1702408326,0,,"21.08,99.85",2023-12-12 19:12:06,2023-12-13 01:42:06,Shan,Kengtung,Kengtung,Hpa Pe,village,1.1
21.158,99.333,4.0,1.4,ml,,,,,,th_11642_202312111215,2023-12-11T12:15:37.000Z,"Wan Pangkaw, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702298213,1702296937,1,,"21.16,99.33",2023-12-11 12:15:37,2023-12-11 18:45:37,Shan,Kengtung,Kengtung,Wan Hsun,village,3.0
23.78,93.82,10.0,2.7,ml,,,,,,in_d0dIM1MxQmR5cWtPenE0UkNpRklvQT09,2023-12-10T10:35:57.000Z,"Khuangkhan, Chin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702204000,1702203815,0,,"23.71,93.85",2023-12-10 10:23:35,2023-12-10 16:53:35,Chin,Falam,Tonzang,Khuangkhan,village,7.3
21.125,99.9,1.0,2.1,ml,,,,,,th_11639_202312082148,2023-12-08T21:48:52.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1702073387,1702072132,1,,"21.13,99.90",2023-12-08 21:48:52,2023-12-09 04:18:52,Shan,Kengtung,Kengtung,Mong Kun,village,0.5
24.35,94.71,10.0,3.8,ml,,,,,,in_eHJpSFowdXAxTXduZVN0VXRDWkxoZz09,2023-12-08T01:14:51.000Z,"Chaunggan, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701997900,1701997507,0,,"24.35,94.71",2023-12-08 01:05:07,2023-12-08 07:35:07,Saigang,Mawlaik,Paungbyin,,village,5.3
21.124,99.476,4.0,2.8,ml,,,,,,th_11637_202312071300,2023-12-07T13:00:48.000Z,"Wan Namhing, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701955584,1701954048,0,,"21.12,99.48",2023-12-07 13:00:48,2023-12-07 19:30:48,Shan,Kengtung,Kengtung,Nam Hkat Hawng,village,1.6
21.09,99.881,2.0,2.6,ml,,,,,,th_11635_202312070049,2023-12-07T00:49:11.000Z,"Yangka, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701911227,1701910151,1,,"21.09,99.88",2023-12-07 00:49:11,2023-12-07 07:19:11,Shan,Kengtung,Kengtung,Yang Kyaw (Lower),village,0.9
24.62,95.59,19.0,3.3,ml,,,,,,in_WUVVWFh5OUZwZUhFbEdIekFTUG84UT09,2023-12-06T19:49:56.000Z,"Hwemaukkan, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701891810,1701891320,0,,"24.62,95.59",2023-12-06 19:35:20,2023-12-07 02:05:20,Saigang,Katha,Banmauk,Ah Nauk Taw,village,4.6
19.518,96.828,10.0,2.7,ml,,,,,,th_11634_202312060345,2023-12-06T03:45:50.000Z,Kwe Ta Lok,Myanmar,MM,Asia,earthquake,1701836992,1701834350,0,,"19.52,96.83",2023-12-06 03:45:50,2023-12-06 10:15:50,Shan,Taunggyi,Pekon,Khwee Ka Loke,village,0.8
20.341,98.132,2.0,2.6,ml,,,,,,th_11633_202312052137,2023-12-05T21:37:04.000Z,"Wan Hsophwe, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701812942,1701812224,0,,"20.34,98.13",2023-12-05 21:37:04,2023-12-06 04:07:04,Shan,Langkho,Mongpan,Hsut Hway,village,3.5
19.799,98.029,10.0,1.8,ml,,,,,,th_11631_202312031711,2023-12-03T17:11:25.000Z,"Loikwang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701624694,1701623485,0,,"19.80,98.03",2023-12-03 17:11:25,2023-12-03 23:41:25,Shan,Langkho,Langkho,Ho-mong,town,6.7
20.472,98.151,10.0,2.5,ml,,,,,,th_11630_202312030730,2023-12-03T07:30:00.000Z,"Hangna, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701589345,1701588600,0,,"20.47,98.15",2023-12-03 07:30:00,2023-12-03 14:00:00,Shan,Langkho,Langkho,Wan Hsun Oik,village,7.5
23.565,98.054,10.0,3.9,ml,,,,,,th_11629_202312030715,2023-12-03T07:15:01.000Z,"Tamoenye, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701589315,1701587701,0,,"23.57,98.05",2023-12-03 07:15:01,2023-12-03 13:45:01,Shan,Muse,Kutkai,Hon Gyet,village,2.0
23.627,94.0567,66.0,4.3,mb,,,,,,ems_202312_1586407,2023-12-03T15:19:24.000Z,"Hpaidin, Chin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701566510,1701566021,0,,"23.88,93.89",2023-12-03 01:13:41,2023-12-03 07:43:41,Chin,Falam,Tonzang,Phaidim,village,2.0
