latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city
23.4,94.1,70.0,4.3,ml,,,,,,20170424_0000065,2017-04-24T11:10:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,0,1493031226,1,,,2017-04-24 10:53:46,2017-04-24 17:23:46,Saigang,Kalay
20.9,100.29,10.0,4.8,mb,,,,,,20170418_0000033,2017-04-18T13:18:00.000Z,"Mong Lin, Shan, Myanmar (Burma)",Laos,MM,Asia,earthquake,0,1492506792,1,,,2017-04-18 09:13:12,2017-04-18 15:43:12,Shan,Kengtung
16.24,97.86,15.0,3.5,ml,,,,,,20170414_064106_3.5,2017-04-14T11:41:06.000Z,"Kada, Mon State, Myanmar (Burma)","13468km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492170066,1,,,2017-04-14 11:41:06,2017-04-14 18:11:06,Mon,Mawlamyine
16.17,97.56,11.0,3.6,ml,,,,,,20170414_063730_3.6,2017-04-14T11:37:30.000Z,"Kyaikkhami, Myanmar (Burma)","13492km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492169850,1,,,2017-04-14 11:37:30,2017-04-14 18:07:30,,Mawlamyine
16.11,97.35,7.0,3.6,ml,,,,,,20170414_062204_3.6,2017-04-14T11:22:04.000Z,Myanmar (Burma),"13510km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492168924,1,,,2017-04-14 11:22:04,2017-04-14 17:52:04,,Mawlamyine
16.19,95.21,52.0,4.0,ml,,,,,,20170414_051356_4.0,2017-04-14T10:13:56.000Z,Myanmar (Burma),"13627km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492164836,1,,,2017-04-14 10:13:56,2017-04-14 16:43:56,Ayeyarwady,Pathein
15.98,96.58,51.0,3.9,ml,,,,,,20170414_050749_3.9,2017-04-14T10:07:49.000Z,Myanmar (Burma),"13567km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492164469,1,,,2017-04-14 10:07:49,2017-04-14 16:37:49,,Yangon
16.26,95.2,20.0,4.0,ml,,,,,,20170414_042009_4.0,2017-04-14T09:20:09.000Z,"Ayeyarwady, Myanmar (Burma)","13621km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492161609,1,,,2017-04-14 09:20:09,2017-04-14 15:50:09,Ayeyarwady,Pathein
15.91,94.97,16.0,3.8,ml,,,,,,20170414_031627_3.8,2017-04-14T08:16:27.000Z,"Ayeyarwady, Myanmar (Burma)","13667km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492157787,1,,,2017-04-14 08:16:27,2017-04-14 14:46:27,Ayeyarwady,Pathein
16.44,98.43,6.0,3.5,ml,,,,,,20170414_011025_3.5,2017-04-14T06:10:25.000Z,"Kayin State, Myanmar (Burma)","13414km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492150225,1,,,2017-04-14 06:10:25,2017-04-14 12:40:25,Kayin,Mawlamyine
16.27,97.65,47.0,3.2,ml,,,,,,20170413_214532_3.2,2017-04-14T02:45:32.000Z,"Mon State, Myanmar (Burma)","13476km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492137932,1,,,2017-04-14 02:45:32,2017-04-14 09:15:32,Mon,Mawlamyine
16.19,97.53,35.0,3.0,ml,,,,,,20170413_204747_3.0,2017-04-14T01:47:47.000Z,"Kwinkalein, Mon State, Myanmar (Burma)","13492km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492134467,1,,,2017-04-14 01:47:47,2017-04-14 08:17:47,,Mawlamyine
16.17,97.55,23.0,3.8,ml,,,,,,20170413_204420_3.8,2017-04-14T01:44:20.000Z,"Kyaikkhami, Myanmar (Burma)","13492km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492134260,1,,,2017-04-14 01:44:20,2017-04-14 08:14:20,,Mawlamyine
17.43,94.6,137.0,3.4,ml,,,,,,20170413_185914_3.4,2017-04-13T23:59:14.000Z,"Rakhine, Myanmar (Burma)","13545km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492127954,1,,,2017-04-13 23:59:14,2017-04-14 06:29:14,Ayeyarwady,Pathein
16.73,94.92,4.0,3.5,ml,,,,,,20170413_183734_3.5,2017-04-13T23:37:34.000Z,"Ayeyarwady, Myanmar (Burma)","13593km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492126654,1,,,2017-04-13 23:37:34,2017-04-14 06:07:34,Ayeyarwady,Pathein
17.74,94.89,132.0,3.8,ml,,,,,,20170413_174035_3.8,2017-04-13T22:40:35.000Z,"Ayeyarwady, Myanmar (Burma)","13500km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492123235,1,,,2017-04-13 22:40:35,2017-04-14 05:10:35,Ayeyarwady,Pathein
16.21,97.9,6.0,3.6,ml,,,,,,20170413_165156_3.6,2017-04-13T21:51:56.000Z,"Mon State, Myanmar (Burma)","13468km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492120316,1,,,2017-04-13 21:51:56,2017-04-14 04:21:56,Mon,Mawlamyine
15.74,96.36,28.0,3.8,ml,,,,,,20170413_153923_3.8,2017-04-13T20:39:23.000Z,Myanmar (Burma),"13603km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492115963,1,,,2017-04-13 20:39:23,2017-04-14 03:09:23,,Yangon
16.3,98.23,12.0,3.6,ml,,,,,,20170413_152531_3.6,2017-04-13T20:25:31.000Z,"Kayin State, Myanmar (Burma)","13439km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492115131,1,,,2017-04-13 20:25:31,2017-04-14 02:55:31,Kayin,Mawlamyine
16.3,98.26,11.0,3.4,ml,,,,,,20170413_152454_3.4,2017-04-13T20:24:54.000Z,"Kayin State, Myanmar (Burma)","13438km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492115094,1,,,2017-04-13 20:24:54,2017-04-14 02:54:54,Kayin,Mawlamyine
15.74,96.61,26.0,3.9,ml,,,,,,20170413_142554_3.9,2017-04-13T19:25:54.000Z,Myanmar (Burma),"13587km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492111554,1,,,2017-04-13 19:25:54,2017-04-14 01:55:54,,Yangon
16.1,97.74,20.0,3.4,ml,,,,,,20170413_132349_3.4,2017-04-13T18:23:49.000Z,"Mon State, Myanmar (Burma)","13487km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492107829,1,,,2017-04-13 18:23:49,2017-04-14 00:53:49,Mon,Mawlamyine
16.15,98.39,4.0,3.6,ml,,,,,,20170413_080752_3.6,2017-04-13T13:07:52.000Z,"Kayin State, Myanmar (Burma)","13443km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492088872,1,,,2017-04-13 13:07:52,2017-04-13 19:37:52,Kayin,Mawlamyine
16.74,94.36,120.0,4.0,ml,,,,,,20170413_065020_4.0,2017-04-13T11:50:20.000Z,"Sinma, Myanmar (Burma)","13624km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492084220,1,,,2017-04-13 11:50:20,2017-04-13 18:20:20,,Pathein
16.2,97.53,30.0,3.4,ml,,,,,,20170413_063808_3.4,2017-04-13T11:38:08.000Z,"Kwinkalein, Mon State, Myanmar (Burma)","13490km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492083488,1,,,2017-04-13 11:38:08,2017-04-13 18:08:08,Mon,Mawlamyine
16.62,98.44,42.0,2.9,ml,,,,,,20170413_061211_2.9,2017-04-13T11:12:11.000Z,"Kayin State, Myanmar (Burma)","13397km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492081931,1,,,2017-04-13 11:12:11,2017-04-13 17:42:11,Kayin,Mawlamyine
16.21,97.23,29.0,3.1,ml,,,,,,20170413_060925_3.1,2017-04-13T11:09:25.000Z,Myanmar (Burma),"13507km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,0,1492081765,1,,,2017-04-13 11:09:25,2017-04-13 17:39:25,,Mawlamyine
23.9,93.9,10.0,3.2,ml,,,,,,20170412_0000085,2017-04-12T17:56:00.000Z,"Chin State, Myanmar (Burma)",Myanmar-india Border Region,MM,Asia,earthquake,0,1492018473,1,,,2017-04-12 17:34:33,2017-04-13 00:04:33,Chin,Kalay
