latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt
21.2530000,100.0950000,2.0000,2.50,ml,,,,,,th_8935_202206302315,2022-06-30T23:15:36.000Z,"Wan Hkang A-hko, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656631935,1656630936,0,,"21.25,100.10",2022-06-30 23:15:36,2022-07-01 05:45:36
21.1810000,99.9270000,5.0000,2.60,ml,,,,,,th_8934_202206302226,2022-06-30T22:26:23.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656630711,1656627983,1,,"21.18,99.93",2022-06-30 22:26:23,2022-07-01 04:56:23
21.1610000,99.9680000,3.0000,2.40,ml,,,,,,th_8933_202206302201,2022-06-30T22:01:11.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656627326,1656626471,1,,"21.16,99.97",2022-06-30 22:01:11,2022-07-01 04:31:11
21.0060000,99.9420000,3.0000,2.90,ml,,,,,,th_8932_202206302139,2022-06-30T21:39:45.000Z,"Wan Hkang Ho-paw, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656625750,1656625185,1,,"21.01,99.94",2022-06-30 21:39:45,2022-07-01 04:09:45
21.1940000,99.9900000,1.0000,2.20,ml,,,,,,th_8931_202206302111,2022-06-30T21:11:38.000Z,"Wan Hkang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656624269,1656623498,1,,"21.19,99.99",2022-06-30 21:11:38,2022-07-01 03:41:38
21.1060000,99.9110000,1.0000,2.70,ml,,,,,,th_8930_202206302108,2022-06-30T21:08:20.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656623975,1656623300,1,,"21.11,99.91",2022-06-30 21:08:20,2022-07-01 03:38:20
21.1600000,99.9610000,1.0000,2.20,ml,,,,,,th_8929_202206302059,2022-06-30T20:59:30.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656623481,1656622770,0,,"21.16,99.96",2022-06-30 20:59:30,2022-07-01 03:29:30
21.1700000,99.8900000,2.0000,4.00,ml,,,,,,ems_202206_1143885,2022-06-30T21:00:00.000Z,"Wan Hpaya-hkè, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656622860,1656622199,0,,"21.17,99.89",2022-06-30 20:49:59,2022-07-01 03:19:59
21.1320000,99.9490000,2.0000,2.40,ml,,,,,,th_8927_202206302012,2022-06-30T20:12:12.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656620665,1656619932,0,,"21.13,99.95",2022-06-30 20:12:12,2022-07-01 02:42:12
21.1450000,99.9350000,2.0000,2.60,ml,,,,,,th_8926_202206301948,2022-06-30T19:48:17.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656618964,1656618497,1,,"21.15,99.94",2022-06-30 19:48:17,2022-07-01 02:18:17
25.6881000,97.8857000,10.0000,3.90,ml,,,,,,in_Mkh1Y2IyU2ZscHNrYWtGL0dzZ2p1UT09,2022-06-30T19:18:00.000Z,"Bwisam, Kachin, Myanmar (Burma)","259km SSE of Changlang, Arunachal Pradesh, India",MM,Asia,earthquake,1656685234,1656616680,0,,"25.69,97.89",2022-06-30 19:18:00,2022-07-01 01:48:00
21.1650000,99.9930000,3.0000,2.90,ml,,,,,,th_8925_202206301915,2022-06-30T19:15:58.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656617083,1656616558,0,,"21.17,99.99",2022-06-30 19:15:58,2022-07-01 01:45:58
21.1680000,99.9030000,3.0000,2.70,ml,,,,,,th_8924_202206301908,2022-06-30T19:08:31.000Z,"Wan Hpaya-hkè, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656616504,1656616111,1,,"21.17,99.90",2022-06-30 19:08:31,2022-07-01 01:38:31
24.2400000,94.3100000,10.0000,3.20,ml,,,,,,in_R3BaQVREbkVQYk40RHhvSUIvTW5qdz09,2022-06-30T19:30:00.000Z,"Tamu, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656617213,1656615863,0,,"24.24,94.31",2022-06-30 19:04:23,2022-07-01 01:34:23
21.1470000,99.9610000,3.0000,3.10,ml,,,,,,th_8923_202206301855,2022-06-30T18:55:27.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656616231,1656615327,1,,"21.15,99.96",2022-06-30 18:55:27,2022-07-01 01:25:27
21.1850000,99.9780000,1.0000,2.40,ml,,,,,,th_8922_202206301819,2022-06-30T18:19:40.000Z,"Wan Hkang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656614517,1656613180,0,,"21.19,99.98",2022-06-30 18:19:40,2022-07-01 00:49:40
21.1700000,99.9000000,1.0000,3.60,ml,,,,,,th_8921_202206301751,2022-06-30T18:05:00.000Z,"Wan Hpaya-hkè, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656612078,1656611491,1,,"21.17,99.90",2022-06-30 17:51:31,2022-07-01 00:21:31
21.1480000,99.9680000,1.0000,3.00,ml,,,,,,th_8920_202206301747,2022-06-30T17:47:35.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656612046,1656611255,1,,"21.15,99.97",2022-06-30 17:47:35,2022-07-01 00:17:35
21.1070000,99.8410000,1.0000,2.10,ml,,,,,,th_8919_202206301723,2022-06-30T17:23:46.000Z,"Yangka, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656612029,1656609826,0,,"21.11,99.84",2022-06-30 17:23:46,2022-06-30 23:53:46
21.2090000,99.9960000,1.0000,2.50,ml,,,,,,th_8918_202206301721,2022-06-30T17:21:10.000Z,"Wan Hkang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656610770,1656609670,0,,"21.21,100.00",2022-06-30 17:21:10,2022-06-30 23:51:10
21.1030000,99.8830000,1.0000,2.10,ml,,,,,,th_8917_202206301658,2022-06-30T16:58:29.000Z,"Yangka, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656610309,1656608309,0,,"21.10,99.88",2022-06-30 16:58:29,2022-06-30 23:28:29
21.1640000,99.9090000,1.0000,2.00,ml,,,,,,th_8916_202206301633,2022-06-30T16:33:39.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656608687,1656606819,1,,"21.16,99.91",2022-06-30 16:33:39,2022-06-30 23:03:39
21.1490000,99.9710000,3.0000,2.70,ml,,,,,,th_8915_202206301548,2022-06-30T15:48:55.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656605332,1656604135,0,,"21.15,99.97",2022-06-30 15:48:55,2022-06-30 22:18:55
21.1790000,99.9600000,1.0000,2.70,ml,,,,,,th_8910_202206301454,2022-06-30T14:54:26.000Z,"Wan Hkang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656601287,1656600866,1,,"21.18,99.96",2022-06-30 14:54:26,2022-06-30 21:24:26
21.0130000,99.9470000,2.0000,2.40,ml,,,,,,th_8911_202206301432,2022-06-30T14:32:00.000Z,"Wan Hkang Ho-paw, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656601304,1656599520,0,,"21.01,99.95",2022-06-30 14:32:00,2022-06-30 21:02:00
21.0710000,99.8140000,2.0000,2.40,ml,,,,,,th_8912_202206301419,2022-06-30T14:19:37.000Z,"Yangka, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656601321,1656598777,0,,"21.07,99.81",2022-06-30 14:19:37,2022-06-30 20:49:37
21.1030000,99.8780000,1.0000,2.90,ml,,,,,,th_8909_202206301417,2022-06-30T14:17:40.000Z,"Yangka, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656599227,1656598660,1,,"21.10,99.88",2022-06-30 14:17:40,2022-06-30 20:47:40
21.1460000,99.9370000,1.0000,2.30,ml,,,,,,th_8914_202206301403,2022-06-30T14:03:33.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1656601802,1656597813,0,,"21.15,99.94",2022-06-30 14:03:33,2022-06-30 20:33:33
