latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city
21.14,94.45,80.0,4.5,mb,,,,,,ems_201804_662350,2018-04-30T07:38:00.000Z,"Thetkekyin, Magway Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1525031190,1525024736,1,,,2018-04-29 17:58:56,2018-04-30 00:28:56,Magway,Bagan
18.37,96.09,10.0,5.1,mb,,,,,,ems_201804_661306,2018-04-25T08:38:00.000Z,"Bago Region, Myanmar (Burma)","37km WSW of Pyu, Burma",MM,Asia,earthquake,1524573168,1524572613,1,,,2018-04-24 12:23:33,2018-04-24 18:53:33,Bago,Taungoo
22.9227,94.6044,105.85,5.2,mb,,51.0,0.968,1.03,us,ems_201804_661238,2018-04-24T21:08:11.040Z,"Mingin, Sagaing Region, Myanmar (Burma)","81km SSE of Mawlaik, Burma",MM,Asia,earthquake,1524543388,1524542915,1,,,2018-04-24 04:08:35,2018-04-24 10:38:35,Saigang,Kalay
18.38,96.07,10.0,5.1,ml,,,,,,ems_201804_660962,2018-04-23T06:57:00.000Z,"Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1524422474,1524421904,1,,,2018-04-22 18:31:44,2018-04-23 01:01:44,Bago,Taungoo
18.33,96.15,10.0,4.6,ml,,,,,,ems_201804_660848,2018-04-23T06:47:00.000Z,"Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1524351156,1524350470,1,,,2018-04-21 22:41:10,2018-04-22 05:11:10,Bago,Taungoo
18.3221,96.1596,17.07,5.0,mww,,21.0,1.973,0.68,us,ems_201804_660685,2018-04-21T21:49:00.483Z,"Bago Region, Myanmar (Burma)","33km WSW of Pyu, Burma",MM,Asia,earthquake,1524263807,1524263364,1,,,2018-04-20 22:29:24,2018-04-21 04:59:24,Bago,Taungoo
25.19,95.47,145.0,4.3,mb,,,,,,ems_201804_660591,2018-04-20T08:50:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1524214231,1524212881,1,,,2018-04-20 08:28:01,2018-04-20 14:58:01,Saigang,Myitkyina
18.39,96.07,10.0,4.8,mb,,,,,,ems_201804_660546,2018-04-20T06:30:00.000Z,"Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1524198304,1524197762,1,,,2018-04-20 04:16:02,2018-04-20 10:46:02,Bago,Taungoo
16.7503,95.8211,10.0,4.2,mb,,115.0,3.427,0.6,us,ems_201804_660246,2018-04-19T05:18:08.923Z,"Yangon Region, Myanmar (Burma)","12km WNW of Twante, Burma",MM,Asia,earthquake,1524039106,1524038136,1,,,2018-04-18 07:55:36,2018-04-18 14:25:36,Ayeyarwady,Yangon
16.1485,95.6759,10.0,3.4,ml,,247.0,3.754,0.21,us,ems_201804_659976,2018-04-16T22:03:26.160Z,"Ayeyarwady, Myanmar (Burma)","14km S of Pyapon, Burma",MM,Asia,earthquake,1523916202,1523885553,1,,,2018-04-16 13:32:33,2018-04-16 20:02:33,Ayeyarwady,Yangon
16.1711,95.7135,10.0,3.4,ml,,225.0,3.732,0.8,us,ems_201804_659808,2018-04-16T14:07:11.040Z,"Ayeyarwady, Myanmar (Burma)","12km SSE of Pyapon, Burma",MM,Asia,earthquake,1523827279,1523802470,1,,,2018-04-15 14:27:50,2018-04-15 20:57:50,Ayeyarwady,Yangon
16.2053,95.7461,10.0,4.1,mb,,142.0,3.786,0.58,us,ems_201804_659702,2018-04-18T21:08:56.392Z,"Pyapon, Ayeyarwady, Myanmar (Burma)","10km SE of Pyapon, Burma",MM,Asia,earthquake,1523768666,1523744852,1,,,2018-04-14 22:27:32,2018-04-15 04:57:32,Ayeyarwady,Yangon
16.29,97.92,19.0,3.3,ml,,,,,,20180410_075343_3.3,2018-04-10T12:53:43.000Z,"Mon State, Myanmar (Burma)","13459km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,1523458413,1523364823,1,,,2018-04-10 12:53:43,2018-04-10 19:23:43,Mon,Mawlamyine
16.25,97.91,8.0,3.6,ml,,,,,,20180410_073845_3.6,2018-04-10T12:38:45.000Z,"Mon State, Myanmar (Burma)","13463km al SUROESTE de  TIJUANA, BC",MM,Asia,earthquake,1523458416,1523363925,1,,,2018-04-10 12:38:45,2018-04-10 19:08:45,Mon,Mawlamyine
22.5859,96.0631,10.0,4.5,mb,,96.0,0.568,0.68,us,ems_201804_658465,2018-04-14T22:36:39.524Z,"Mandalay Region, Myanmar (Burma)","37km E of Shwebo, Burma",MM,Asia,earthquake,1523217874,1523209209,1,,,2018-04-08 17:40:09,2018-04-09 00:10:09,Mandalay,Shwebo
24.8474,95.3484,126.09,4.6,mb,,59.0,1.135,0.87,us,ems_201804_657870,2018-04-08T18:14:25.551Z,"Sagaing Region, Myanmar (Burma)","124km SE of Phek, India",MM,Asia,earthquake,1522858905,1522855283,1,,,2018-04-04 15:21:23,2018-04-04 21:51:23,Saigang,Bhamo
26.49,97.05,40.0,4.7,ml,,,,,,ems_201804_657453,2018-04-02T19:32:00.000Z,"Kachin, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1522670033,1522669334,1,,,2018-04-02 11:42:14,2018-04-02 18:12:14,Kachin,Putao
