latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt
21.1110000,99.9100000,1.0000,2.40,ml,,,,,,th_10285_202210312343,2022-10-31T23:43:13.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1667260180,1667259793,1,,"21.11,99.91",2022-10-31 23:43:13,2022-11-01 06:13:13
21.0750000,99.9060000,1.0000,1.70,ml,,,,,,th_10284_202210311556,2022-10-31T15:56:06.000Z,"Wan Hkang Ho-paw, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1667232303,1667231766,1,,"21.08,99.91",2022-10-31 15:56:06,2022-10-31 22:26:06
21.0290000,99.9150000,1.0000,2.20,ml,,,,,,th_10283_202210311242,2022-10-31T12:42:45.000Z,"Wan Hkang Ho-paw, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1667220516,1667220165,1,,"21.03,99.92",2022-10-31 12:42:45,2022-10-31 19:12:45
21.1150000,99.9520000,1.0000,2.20,ml,,,,,,th_10282_202210310619,2022-10-31T06:19:22.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1667197511,1667197162,1,,"21.12,99.95",2022-10-31 06:19:22,2022-10-31 12:49:22
26.7000000,96.6100000,10.0000,4.60,mb,,,,,,gfz2022vhqy,2022-10-31T17:29:00.000Z,"Gum Ga, Kachin, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1667177899,1667177158,1,,"26.71,96.48",2022-10-31 00:45:58,2022-10-31 07:15:58
21.1820000,99.9530000,1.0000,2.80,ml,,,,,,th_10280_202210300848,2022-10-30T08:48:51.000Z,"Wan Hkang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1667120120,1667119731,1,,"21.18,99.95",2022-10-30 08:48:51,2022-10-30 15:18:51
21.0850000,99.9040000,1.0000,1.90,ml,,,,,,th_10279_202210292251,2022-10-29T22:51:36.000Z,"Wan Hkang Ho-paw, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1667084604,1667083896,1,,"21.09,99.90",2022-10-29 22:51:36,2022-10-30 05:21:36
21.1140000,99.8570000,1.0000,2.00,ml,,,,,,th_10278_202210292117,2022-10-29T21:17:22.000Z,"Yangka, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1667078875,1667078242,1,,"21.11,99.86",2022-10-29 21:17:22,2022-10-30 03:47:22
21.1500000,99.8900000,1.0000,3.50,ml,,,,,,th_10277_202210292100,2022-10-29T21:10:00.000Z,"Wan Hpaya-hkè, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1667077783,1667077204,1,,"21.15,99.89",2022-10-29 21:00:04,2022-10-30 03:30:04
21.1450000,99.8770000,1.0000,2.00,ml,,,,,,th_10276_202210291622,2022-10-29T16:22:50.000Z,"Wan Hpaya-hkè, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1667061661,1667060570,1,,"21.15,99.88",2022-10-29 16:22:50,2022-10-29 22:52:50
