latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km
21.118,98.459,10.0,3.9,ml,,,,,,th_11426_202309300835,2023-09-30T08:35:48.000Z,"Keng Hkam, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1696063436,1696062948,0,,"21.12,98.46",2023-09-30 08:35:48,2023-09-30 15:05:48,Shan,Loilen,Kunhing,,village,7.7
21.992,98.923,10.0,3.2,ml,,,,,,th_11425_202309291941,2023-09-29T19:41:35.000Z,"Matman, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1696017823,1696016495,0,,"21.99,98.92",2023-09-29 19:41:35,2023-09-30 02:11:35,Shan,Matman,Matman,Aye Kyant,village,5.6
21.162,99.91,1.0,1.8,ml,,,,,,th_11422_202309272110,2023-09-27T21:10:22.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1695849506,1695849022,1,,"21.16,99.91",2023-09-27 21:10:22,2023-09-28 03:40:22,Shan,Kengtung,Kengtung,Hpee Pang,village,2.1
17.024,96.039,10.0,2.8,ml,,,,,,th_11419_202309271343,2023-09-27T13:43:25.000Z,"Yangon, Yangon Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1695823855,1695822205,0,,"17.02,96.04",2023-09-27 13:43:25,2023-09-27 20:13:25,Yangon,Yangon (North),Hmawbi,Leik Chaung Chan Gyi Su,village,1.1
25.97,95.42,115.0,3.2,ml,,,,,,in_SCs4QlhDdU1FaXlXSy90S2w0bktiUT09,2023-09-27T13:08:03.000Z,"Paton, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1695819801,1695819341,0,,"25.97,95.42",2023-09-27 12:55:41,2023-09-27 19:25:41,Saigang,Hkamti,Hkamti,Tsemking,village,2.1
23.31,94.6,10.0,3.1,ml,,,,,,in_WDJENnlFTTBid0ZneE9WaThLU0Q3UT09,2023-09-27T06:35:50.000Z,"Kazet, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1695796147,1695795561,1,,"23.38,94.31",2023-09-27 06:19:21,2023-09-27 12:49:21,Saigang,Kale,Kalewa,Thitsar Pann,town,8.1
21.205,98.609,10.0,3.0,ml,,,,,,th_11417_202309270522,2023-09-27T05:22:38.000Z,"Nar Keng, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1695793845,1695792158,0,,"21.21,98.61",2023-09-27 05:22:38,2023-09-27 11:52:38,Shan,Loilen,Kunhing,,village,1.9
21.097,99.878,1.0,1.7,ml,,,,,,th_11416_202309261727,2023-09-26T17:27:10.000Z,"Yangka, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1695749560,1695749230,1,,"21.10,99.88",2023-09-26 17:27:10,2023-09-26 23:57:10,Shan,Kengtung,Kengtung,Nam Hkam,village,0.9
23.29,93.69,85.0,3.6,ml,,,,,,in_N0NiQ1BtVGt2dHJQKy9kRGFKcXo4QT09,2023-09-25T23:35:49.000Z,Phunom,Myanmar,MM,Asia,earthquake,1695684687,1695683782,0,,"23.29,93.69",2023-09-25 23:16:22,2023-09-26 05:46:22,Chin,Falam,Tedim,Dimpi,village,0.6
24.03,94.28,57.0,3.6,ml,,,,,,in_aVArN0hIbUVxL0hxUm41NVJPdkxadz09,2023-09-25T18:28:49.000Z,"Yanglenphai, စစ်ကိုင်းတိုင်းဒေသကြီး, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1695666495,1695665808,0,,"24.03,94.28",2023-09-25 18:16:48,2023-09-26 00:46:48,Saigang,Tamu,Tamu,,village,0.9
