latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city,place_type
25.39,95.09,118.0,3.1,ml,,,,,,in_SEd5YlQxTy9xNmdIZk1xTHMzd1RtUT09,2023-11-30T16:07:41.000Z,"Awthaw, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701359546,1701359346,0,,"25.34,95.00",2023-11-30 15:49:06,2023-11-30 22:19:06,Saigang,,village
24.9866,95.4612,138.0,4.6,mb,,,,,,ems_202311_1585302,2023-11-30T15:30:18.000Z,"Tonsaga, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701354621,1701351751,1,,"25.43,95.43",2023-11-30 13:42:31,2023-11-30 20:12:31,Saigang,Nant Thar,village
21.136,99.325,4.0,2.6,ml,,,,,,th_11619_202311300503,2023-11-30T05:03:10.000Z,"Wan Na-hsai, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701321197,1701320590,0,,"21.14,99.33",2023-11-30 05:03:10,2023-11-30 11:33:10,Shan,Mong Inn,village
21.14,99.292,7.0,2.5,ml,,,,,,th_11621_202311300215,2023-11-30T02:15:09.000Z,"Wan Pong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701376286,1701310509,0,,"21.14,99.29",2023-11-30 02:15:09,2023-11-30 08:45:09,Shan,Wan Yang,village
21.194,99.335,1.0,2.7,ml,,,,,,th_11618_202311300021,2023-11-30T00:21:34.000Z,"Mawnkak, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701305028,1701303694,0,,"21.19,99.34",2023-11-30 00:21:34,2023-11-30 06:51:34,Shan,Ping Yun,village
21.143,99.397,3.0,1.7,ml,,,,,,th_11617_202311292018,2023-11-29T20:18:00.000Z,"Wan Pangkaw, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701291450,1701289080,0,,"21.14,99.40",2023-11-29 20:18:00,2023-11-30 02:48:00,Shan,Ma Hi Pang,village
20.667,100.074,3.0,1.7,ml,,,,,,th_11614_202311291905,2023-11-29T19:05:20.000Z,"Wan Munnanta, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701286677,1701284720,0,,"20.67,100.07",2023-11-29 19:05:20,2023-11-30 01:35:20,Shan,Wan Kawng (Lar Hu),village
26.23,96.65,10.0,3.5,ml,,,,,,in_Y0FxSXRicE9oNW93d0ZBNmxVOFZKdz09,2023-11-29T16:56:40.000Z,"Walawbum, Kachin, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701276697,1701276226,0,,"26.23,96.65",2023-11-29 16:43:46,2023-11-29 23:13:46,Kachin,Nawng Long Kawng Ra,village
21.119,99.485,3.0,2.1,ml,,,,,,th_11613_202311291359,2023-11-29T13:59:30.000Z,"Wan Namhing, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701267282,1701266370,0,,"21.12,99.49",2023-11-29 13:59:30,2023-11-29 20:29:30,Shan,Nam Hkat Hawng,village
21.176,99.924,1.0,2.1,ml,,,,,,th_11611_202311290351,2023-11-29T03:51:44.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701260805,1701229904,1,,"21.18,99.92",2023-11-29 03:51:44,2023-11-29 10:21:44,Shan,Hpee Pang,village
25.2593,95.5453,10.0,4.6,mb,49.0,94.0,4.076,0.49,us,in_UFZZRG5OQklDMTFlTkZqK2I0VVh5QT09,2023-11-29T09:59:44.040Z,"Tawnglin, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701174253,1701173509,1,,"25.17,95.46",2023-11-28 12:11:49,2023-11-28 18:41:49,Saigang,Thea Inn Kye,village
21.221,100.044,1.0,2.9,ml,,,,,,th_11608_202311280051,2023-11-28T00:51:45.000Z,"Wan Hkang A-hko, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701134058,1701132705,1,,"21.22,100.04",2023-11-28 00:51:45,2023-11-28 07:21:45,Shan,Bar Yar,village
21.156,99.974,10.0,2.6,ml,,,,,,th_11606_202311272228,2023-11-27T22:28:09.000Z,"Wan Hsenlong, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701124679,1701124089,1,,"21.16,99.97",2023-11-27 22:28:09,2023-11-28 04:58:09,Shan,Shan Htan,village
13.9,98.357,10.0,1.8,ml,,,,,,th_11604_202311271853,2023-11-27T18:53:31.000Z,"Thayetchaung, Tanintharyi Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1701124157,1701111211,0,,"13.90,98.36",2023-11-27 18:53:31,2023-11-28 01:23:31,Tanitharyi,Kyauk Hpyu,village
