latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt
21.9499000,95.8503000,10.0000,4.30,mb,,109,1.612,0.43,us,us6000h0pr,2022-02-28T08:28:27.040Z,Kone (ကုန်း),"15km WNW of Sagaing, Myanmar",MM,Asia,earthquake,1646036922,1646034881,0,,"21.95,95.85",2022-02-28 07:54:41,2022-02-28 14:24:41
19.8590000,97.7760000,10.0000,2.70,ml,,,,,,th_8277_202202280032,2022-02-28T00:32:00.000Z,"Ta-hsopteng, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1646012442,1646008320,0,,"19.86,97.78",2022-02-28 00:32:00,2022-02-28 07:02:00
20.6520000,100.0860000,10.0000,1.30,ml,,,,,,th_8274_202202271711,2022-02-27T17:11:16.000Z,"Wan Munnanta, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1645993431,1645981876,0,,"20.65,100.09",2022-02-27 17:11:16,2022-02-27 23:41:16
22.4400000,94.5900000,13.0000,3.00,ml,,,,,,in_em1yLy9mT29CejhVM04vS3o1Skhkdz09,2022-02-24T19:37:03.000Z,Yargi,Myanmar,MM,Asia,earthquake,1645731730,1645731423,1,,"22.49,94.63",2022-02-24 19:37:03,2022-02-25 02:07:03
22.1900000,94.3500000,15.0000,3.20,ml,,,,,,in_VWk2OXVJWjNPTEk1RGFJRzYxMXpRdz09,2022-02-23T07:02:01.000Z,"Mayin, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1645600374,1645599721,0,,"22.19,94.35",2022-02-23 07:02:01,2022-02-23 13:32:01
20.5820000,98.2940000,1.0000,1.90,ml,,,,,,th_8268_202202211712,2022-02-21T17:12:34.000Z,"Nawnglao, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1645464035,1645463554,0,,"20.58,98.29",2022-02-21 17:12:34,2022-02-21 23:42:34
20.1820000,96.0240000,2.0000,3.50,ml,,,,,,th_8267_202202211552,2022-02-21T15:52:39.000Z,Mei Za Li Kyin,Myanmar,MM,Asia,earthquake,1645459299,1645458759,0,,"20.18,96.02",2022-02-21 15:52:39,2022-02-21 22:22:39
22.6801000,93.3976000,48.7100,4.60,mb,,128,1.621,0.67,us,us6000h01p,2022-02-27T19:46:29.040Z,"Hakha, Myanmar","22km W of Hakha, Myanmar",MM,Asia,earthquake,1645991248,1645457023,0,,"22.68,93.40",2022-02-21 15:23:43,2022-02-21 21:53:43
22.8400000,94.3800000,90.0000,3.50,ml,,,,,,in_WTJYSnJoa0lIR1pEenJCL29lb2Rydz09,2022-02-21T00:25:30.000Z,"Tatchaung, Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1645403649,1645403130,1,,"22.66,94.38",2022-02-21 00:25:30,2022-02-21 06:55:30
21.3440000,98.6320000,5.0000,2.30,ml,,,,,,th_8265_202202192051,2022-02-19T20:51:58.000Z,"Wan Weng, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1645304451,1645303918,0,,"21.34,98.63",2022-02-19 20:51:58,2022-02-20 03:21:58
21.4330000,98.3450000,10.0000,3.30,ml,,,,,,th_8257_202202170710,2022-02-17T07:10:27.000Z,"Longhsam, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1645082373,1645081827,0,,"21.43,98.35",2022-02-17 07:10:27,2022-02-17 13:40:27
24.9600000,95.2100000,106.0000,3.90,ml,,,,,,in_bFZFRUhLYWpIZzRCT2ZSYjQyNjVCZz09,2022-02-13T19:50:00.000Z,,"75km E of Ukhrul, Manipur, India",MM,Asia,earthquake,1644781216,1644780923,0,,"24.96,95.22",2022-02-13 19:35:23,2022-02-14 02:05:23
