latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city
24.765,97.655,10.0,4.0,mb,16,142.8,,1.07,us,usp000gg21,2014-11-07T01:37:02.228Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2008-08-31 04:06:46,2008-08-31 10:36:46,,Bhamo
26.035,95.676,99.9,4.3,mb,34,113.9,,0.94,us,usp000gg0j,2014-11-07T01:37:01.964Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2008-08-30 14:41:48,2008-08-30 21:11:48,Saigang,Myitkyina
24.97,98.05,20.0,4.6,mb,51,78.4,,0.74,us,usp000gf87,2014-11-07T01:36:57.760Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2008-08-22 12:06:18,2008-08-22 18:36:18,,Myitkyina
24.756,97.675,21.2,3.9,mb,17,142.6,,1.04,us,usp000gf64,2014-11-07T01:36:57.497Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2008-08-21 16:39:04,2008-08-21 23:09:04,,Bhamo
24.839,98.209,10.0,0.0,,8,160.1,,1.01,us,usp000gf5q,2014-11-07T01:36:57.449Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2008-08-21 12:36:52,2008-08-21 19:06:52,,Myitkyina
25.039,97.697,10.0,6.0,mwc,235,32.8,,0.88,us,usp000gf5p,2015-02-11T17:18:55.000Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2008-08-21 12:24:30,2008-08-21 18:54:30,Kachin,Myitkyina
24.862,97.82,37.3,4.9,mb,98,60.0,,1.36,us,usp000gf5n,2015-02-12T22:12:06.234Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2008-08-21 12:20:58,2008-08-21 18:50:58,,Myitkyina
25.051,97.919,45.5,5.0,mwc,182,29.9,,0.67,us,usp000gf1k,2015-02-11T17:18:55.000Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2008-08-19 21:35:17,2008-08-20 04:05:17,,Myitkyina
22.755,94.645,122.8,0.0,,9,145.5,,0.48,us,usp000gemk,2014-11-07T01:36:53.818Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2008-08-14 04:47:17,2008-08-14 11:17:17,Saigang,Kalay
26.795,97.093,35.0,4.5,mb,16,142.8,,1.11,us,usp000geg9,2014-11-07T01:36:53.353Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2008-08-12 09:18:59,2008-08-12 15:48:59,Kachin,Putao
24.969,96.49,3.8,4.0,mb,11,155.8,,1.25,us,usp000ge7a,2014-11-07T01:36:51.843Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2008-08-08 17:30:08,2008-08-09 00:00:08,Kachin,Myitkyina
