latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km,shakemapURL,shakemapLastUpdated
21.0,99.81,10.0,3.7,ml,,,,,,ems_201801_643397,2018-01-25T01:35:00.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1516844177,1516838906,1,,,2018-01-25 00:08:26,2018-01-25 06:38:26,Shan,Tachileik,Monghpyak,Pang Lawng (3),village,1.0,,
21.12,99.89,10.0,3.6,ml,,,,,,ems_201801_643407,2018-01-25T03:21:00.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1516850587,1516838224,1,,,2018-01-24 23:57:04,2018-01-25 06:27:04,Shan,Kengtung,Kengtung,Mong Kun,village,0.8,,
22.8,94.48,107.0,4.6,mb,,,,,,ems_201801_643329,2018-01-25T07:48:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1516823025,1516821698,1,,,2018-01-24 19:21:38,2018-01-25 01:51:38,Saigang,Kale,Mingin,Ku Le (East),village,1.2,,
18.37,96.13,10.0,4.7,mb,,,,,,ems_201801_642712,2018-01-22T08:46:00.000Z,"Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1516608512,1516606679,1,,,2018-01-22 07:37:59,2018-01-22 14:07:59,Bago,Bago,Kyauktaga,Sar Byin Village,village,19.8,,
24.01,94.72,85.0,4.2,mb,,,,,,ems_201801_642349,2018-01-20T16:04:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar-india Border Region,MM,Asia,earthquake,1516444262,1516442806,1,,,2018-01-20 10:06:46,2018-01-20 16:36:46,Saigang,Mawlaik,Paungbyin,Pauk Kone,village,5.6,,
25.19,95.02,89.0,4.5,mb,,,,,,ems_201801_641883,2018-01-18T13:04:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1516251516,1516241010,1,,,2018-01-18 02:03:30,2018-01-18 08:33:30,Saigang,Hkamti,Homalin,Maing Taung (Chin),village,2.2,,
24.5605,94.9791,103.26,4.1,mb,,69.0,0.701,1.3,us,ems_201801_641771,2018-01-17T15:38:03.040Z,"Sagaing Region, Myanmar (Burma)","93km E of Yairipok, India",MM,Asia,earthquake,1516203580,1516101782,1,,,2018-01-16 11:23:02,2018-01-16 17:53:02,Saigang,Hkamti,Homalin,Nat Nan,village,2.8,,
18.32,96.21,10.0,4.7,mb,,,,,,ems_201801_641251,2018-01-15T15:51:00.000Z,"Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1515953579,1515952195,1,,,2018-01-14 17:49:55,2018-01-15 00:19:55,Bago,Bago,Kyauktaga,Sar Byin Village,village,10.2,,
18.36,96.09,2.0,4.6,mb,,,,,,ems_201801_641133,2018-01-14T07:31:00.000Z,"Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1515887235,1515886184,1,,,2018-01-13 23:29:44,2018-01-14 05:59:44,Bago,Bago,Kyauktaga,Sar Byin Village,village,23.5,,
16.603,95.866,10.0,3.5,ml,,201.0,3.466,0.44,us,ems_201801_641296,2018-01-14T23:18:06.786Z,"Yangon Region, Myanmar (Burma)","14km SSW of Twante, Burma",MM,Asia,earthquake,1515971891,1515831586,1,,,2018-01-13 08:19:46,2018-01-13 14:49:46,Yangon,Yangon (South),Twantay,Taw Ku,village,1.0,,
18.3661,96.2332,10.0,4.8,mb,,133.0,2.574,0.72,us,us2000ciw6,2018-01-13T09:30:56.181Z,"Bago Region, Myanmar (Burma)","24km WSW of Pyu, Burma",MM,Asia,earthquake,1515772123,1515770635,1,,,2018-01-12 15:23:55,2018-01-12 21:53:55,Bago,Bago,Kyauktaga,Sar Byin Village,village,10.2,,
18.4907,96.126,29.1,4.4,mb,,158.0,2.673,0.74,us,us2000ciql,2018-01-13T08:30:04.086Z,"Bago Region, Myanmar (Burma)","32km W of Pyu, Burma",MM,Asia,earthquake,1515733042,1515730567,1,,,2018-01-12 04:16:07,2018-01-12 10:46:07,Bago,Taungoo,Phyu,Sar Byin Village,village,28.0,,
18.3209,96.0559,10.0,4.3,mb,,96.0,2.744,1.35,us,ems_201801_640767,2018-01-15T06:02:56.348Z,"Bago Region, Myanmar (Burma)","43km WSW of Pyu, Burma",MM,Asia,earthquake,1515713946,1515709843,1,,,2018-01-11 22:30:43,2018-01-12 05:00:43,Bago,Bago,Kyauktaga,Chaung Sauk,village,23.6,,
18.54,96.16,10.0,4.6,mb,,,,,,ems_201801_640742,2018-01-12T07:46:00.000Z,"Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1515704329,1515701320,1,,,2018-01-11 20:08:40,2018-01-12 02:38:40,Bago,Taungoo,Phyu,Lay Ein Su,village,25.3,,
18.4395,96.0621,10.0,5.2,mb,,28.0,3.558,1.08,us,ems_201801_640711,2018-01-13T16:49:43.040Z,"Bago Region, Myanmar (Burma)","39km W of Pyu, Burma",MM,Asia,earthquake,1515697017,1515696239,1,,,2018-01-11 18:43:59,2018-01-12 01:13:59,Bago,Bago,Kyauktaga,Nyan Lel,village,29.0,,
18.4477,96.1748,10.0,5.2,mb,,62.0,2.651,1.06,us,us2000cifw,2018-01-11T20:00:08.691Z,"Bago Region, Myanmar (Burma)","27km W of Pyu, Burma",MM,Asia,earthquake,1515697351,1515696179,1,,,2018-01-11 18:42:59,2018-01-12 01:12:59,Bago,Taungoo,Phyu,Sar Byin Village,village,21.0,,
18.3339,96.0976,10.0,5.3,mb,,53.0,2.742,0.97,us,ems_201801_640708,2018-01-13T16:10:30.040Z,"Bago Region, Myanmar (Burma)","39km WSW of Pyu, Burma",MM,Asia,earthquake,1515696660,1515695892,1,,,2018-01-11 18:38:12,2018-01-12 01:08:12,Bago,Bago,Kyauktaga,Sar Byin Village,village,22.1,,
18.363,96.0795,10.0,6.0,mww,,29.0,2.753,1.02,us,ems_201801_640704,2018-01-15T17:18:15.606Z,"Bago Region, Myanmar (Burma)","39km WSW of Pyu, Burma",MM,Asia,earthquake,1515695660,1515695184,1,,,2018-01-11 18:26:24,2018-01-12 00:56:24,Bago,Bago,Kyauktaga,Sar Byin Village,village,24.6,,
24.7561,94.9132,22.77,5.5,mww,,31.0,0.765,0.86,us,ems_201801_639817,2018-01-09T17:05:48.040Z,"Shwe Pyi Aye, Sagaing Region, Myanmar (Burma)","86km E of Yairipok, India",MM,Asia,earthquake,1515308094,1515307634,1,,,2018-01-07 06:47:14,2018-01-07 13:17:14,Saigang,Hkamti,Homalin,Let Pan Thar,village,2.1,,
17.715,94.3801,35.14,4.1,mb,,185.0,4.402,0.55,us,ems_201801_639764,2018-01-06T23:31:44.040Z,Myanmar (Burma),"109km NNW of Pathein, Burma",MM,Asia,earthquake,1515281541,1515279417,1,,,2018-01-06 22:56:57,2018-01-07 05:26:57,,,,Sat Thwar,village,14.4,,
25.0102,96.3972,47.43,4.4,mb,,43.0,2.06,0.87,us,ems_201801_639385,2018-01-05T15:17:33.040Z,"Hopin, Kachin, Myanmar (Burma)","109km WSW of Myitkyina, Burma",MM,Asia,earthquake,1515080200,1515078039,1,,,2018-01-04 15:00:39,2018-01-04 21:30:39,Kachin,Mohnyin,Mohnyin,LwinOo,village,3.1,,
18.4229,95.9558,10.0,5.2,mb,,63.0,2.835,0.72,us,us2000cpbb,2022-05-03T18:46:38.674Z,,"48 km E of Paungde, Myanmar",MM,Asia,earthquake,0,0,1,,,2018-01-11 18:28:38,2018-01-12 00:58:38,Bago,Bago,Kyauktaga,Baw Bin,village,19.0,,
18.4286,96.1265,10.0,4.6,mb,,96.0,2.673,0.64,us,us2000cpb5,2018-04-03T01:40:27.040Z,,"33 km W of Pyu, Myanmar",MM,Asia,earthquake,0,0,1,,,2018-01-11 18:53:05,2018-01-12 01:23:05,Bago,Taungoo,Phyu,Sar Byin Village,village,23.3,,
18.348,96.0162,10.0,4.7,mb,,69.0,2.781,0.93,us,us2000cpaz,2018-04-03T01:40:27.040Z,,"46 km WSW of Pyu, Myanmar",MM,Asia,earthquake,0,0,1,,,2018-01-11 18:55:04,2018-01-12 01:25:04,Bago,Bago,Kyauktaga,Chaung Sauk,village,20.5,,
24.9159,95.2518,128.71,4.3,mb,,51.0,1.103,0.84,us,us2000cpre,2018-04-03T01:40:27.040Z,,"112 km SE of Phek, India",MM,Asia,earthquake,0,0,1,,,2018-01-12 07:29:48,2018-01-12 13:59:48,Sagaing,Hkamti,Homalin,Nan Khan Si,village,5.3,,
