name,name_en,place,lat,lon
บ้านท้ายวัด,Ban Thai Wat,village,14.3069,100.4898
บ้านคลองเล็ก,Ban Khlong Lek,village,14.3116,100.4932
บ้านกลึง,Ban Klueng,village,14.3089,100.495
บ้านหัวบ้าน,Ban Hua Ban,village,14.31,100.4972
บ้านสองตอน,Ban Song Ton,village,14.2859,100.4898
บ้านกระแชงเหนือ,Ban Krachaeng Nuea,village,14.2784,100.5006
บ้านกระแชงใต้,Ban Krachaeng Tai,village,14.2777,100.4921
บ้านกระแชง,Ban Krachaeng,village,14.2817,100.4907
บ้านหนองสรวง,Ban Nong Suang,village,14.2763,100.4882
บ้านโรงเจ้า,Ban Rong Chao,village,14.2534,100.5066
บ้านช้างน้อย,Ban Chang Noi,village,14.2542,100.4856
บ้านช้าง,Ban Chang,village,14.2475,100.4874
บ้านขนมจีน,Ban Khanom Chin,village,14.2387,100.4843
樟盆村,,village,24.0731,101.3173
木厂村,,village,24.0549,101.3333
来龙村,,village,26.458,99.4717
Phukonhabi Gaon,,village,26.6784,94.449
维拉坝,Weilaba,village,26.0921,98.8622
บ้านนางแล,Ban Nang Lae,village,19.9907,99.8642
บ้านลำตาเสา,Ban Lam Ta Sao,village,14.3081,100.6906
บ้านกลาง,Ban Klang,village,14.3029,100.6829
บ้านช้าง,Ban Chang,village,14.315,100.6806
บ้านขวิดใต้,Ban Khwit Tai,village,14.3233,100.6817
บ้านขวิดเหนือ,Ban Khwit Nuea,village,14.33,100.6823
บ้านโตนดเตี้ย,Ban Tanot Tia,village,14.3361,100.6785
บ้านชายสิงห์,Ban Chai Sing,village,14.3706,100.6742
บ้านเกาะกลาง,Ban Ko Klang,village,14.3647,100.655
บ้านท้ายคุ้ง,Ban Thai Khung,village,14.3625,100.6562
บ้านอ้อย,Ban Oi,village,14.3617,100.6544
บ้านท่าทราย,Ban Tha Sai,village,14.3618,100.6515
บ้านทุ่งชายเคือง,Ban Thung Chai Khueang,village,14.3626,100.6483
บ้านยายกะตา,Ban Yai Ka Ta,village,14.3426,100.6704
บ้านวังตาแก้ว,Ban Wang Ta Kaeo,village,14.3407,100.6578
บ้านวังตามั่น,Ban Wang Ta Man,village,14.3393,100.6519
บ้านลาว,Ban Lao,village,14.3318,100.6526
บ้านหนองไม้ซุง,Ban Nong Mai Sung,village,14.3093,100.6491
บ้านโคกระวาง,Ban Khok Rawang,village,14.3334,100.6308
บ้านคานหาม,Ban Khan Ham,village,14.3346,100.6262
บ้านขุนทิพย์,Ban Khun Thip,village,14.3604,100.6399
บ้านไทรสาม,Ban Sai Sam,village,14.3609,100.635
บ้านไทรสอง,Ban Sai Song,village,14.3596,100.6353
บ้านไทรหนึ่ง,Ban Sai Nueng,village,14.3597,100.6334
บ้านหนองคัดค้าว,Ban Nong Khat Khao,village,14.4024,100.6536
บ้านเป็ด,Ban Pet,village,14.3888,100.6466
บ้านมาบพระจันทร์,Ban Map Phra Chan,village,14.4011,100.6335
บ้านคลองคต,Ban Khlong Khot,village,14.3861,100.6203
บ้านโตนด,Ban Tanot,village,14.3737,100.6153
บ้านใหม่,Ban Mai,village,14.3621,100.6372
บ้านข้าวเม่า,Ban Khao Mao,village,14.3618,100.6319
บ้านสามเขา,Ban Sam Khao,village,14.3603,100.6218
บ้านท้องคุ้ง,Ban Thong Khung,village,14.3547,100.4659
บ้านตรอกต้นไทร,Ban Trok Ton Sai,village,14.3576,100.4664
บ้านในคลอง,Ban Nai Khlong,village,14.358,100.4684
บ้านหมู่ใหญ่,Ban Mu Yai,village,14.3563,100.4715
บ้านหน้าวัด,Ban Na Wat,village,14.3557,100.4748
บ้านเหนือ,Ban Nuea,village,14.3568,100.4781
บ้านท้ายวัดโพธิ์,Ban Thai Wat Pho,village,14.3545,100.4711
บ้านแก,Ban Kae,village,14.355,100.4793
บ้านขวาง,Ban Khwang,village,14.3844,100.4508
บ้านคลัง,Ban Khlang,village,14.3413,100.4684
บ้านคลองวัว,Ban Khlong Wua,village,14.3461,100.4652
บ้านหาดทราย,Ban Hat Sai,village,14.351,100.4681
บ้านบางหลวง,Ban Bang Luang,village,14.4042,100.4339
บ้านวัดตะกู,Ban Wat Taku,village,14.3886,100.4365
บ้านทางช้าง,Ban Thang Chang,village,14.3774,100.4269
บ้านโรงนา,Ban Rong Na,village,14.3519,100.4341
บ้านบางปลาหมอ,Ban Bang Pla Mo,village,14.3333,100.4306
บ้านแดง,Ban Daeng,village,14.3288,100.4413
บ้านน้ำวน,Ban Nam Won,village,14.3264,100.4487
บ้านน้ำเต้า,Ban Nam Tao,village,14.3241,100.4492
บ้านสีกุก,Ban Si Kuk,village,14.3262,100.4533
บ้านโพทะเล,Ban Pho Thale,village,14.3288,100.4591
บ้านท่าช้าง,Ban Tha Chang,village,14.3296,100.4675
บ้านพระขาว,Ban Phra Khao,village,14.3325,100.4722
บ้านคลัง,Ban Khlang,village,14.3409,100.4714
Baghuliaghat,,town,26.0565,93.1972
观音甸,,village,26.4631,99.5821
先生邑,,village,26.4629,99.5924
บ้านวังโพธิ์,Ban Wang Pho,village,14.3598,100.692
บ้านลำปลาซ่า,Ban Lam Pla Sa,village,14.3534,100.7132
บ้านปากร่อง,Ban Pak Rong,village,14.3509,100.7059
บ้านวังญวน,Ban Wang Yuan,village,14.3591,100.7228
บ้านโรงหลวง,Ban Rong Luang,village,14.3862,100.7117
บ้านมะขามหย่อง,Ban Makham Yong,village,14.3806,100.7056
บ้านระบาง,Ban Rabang,village,14.3713,100.697
บ้านวังปลาแดง,Ban Wang Pla Daeng,village,14.3691,100.6971
บ้านหลังถนน,Ban Lang Thanon,village,14.3162,100.7692
บ้านหัวสะแก,Ban Hua Sakae,village,14.332,100.7531
บ้านใหญ่,Ban Yai,village,14.3341,100.7735
บ้านลำแดง,Ban Lam Daeng,village,14.3225,100.7571
บ้านดอนโขมง,Ban Don Khamong,village,14.3266,100.7423
玉龙村,,village,26.4551,99.5788
บ้านโพธิ์สาวหาญ,Ban Pho Sao Han,village,14.3376,100.7642
บ้านพรานนก,Ban Phran Nok,village,14.3555,100.7791
บ้านหลวง,Ban Luang,village,14.3634,100.7865
บ้านคู้คด,Ban Khu Khot,village,14.3011,100.7375
บ้านขนอนใต้,Ban Khanon Tai,village,14.3172,100.728
บ้านขนอนเหนือ,Ban Khanon Nuea,village,14.3247,100.7283
บ้านขื่อทราย,Ban Khue Sai,village,14.3214,100.7106
บ้านวังลึก,Ban Wang Luek,village,14.3242,100.7021
บ้านไผ่ล้อม,Ban Phai Lom,village,14.3193,100.6984
บ้านคู้ผักตบ,Ban Khu Phak Top,village,14.3148,100.6948
บ้านดอนพุดซา,Ban Don Phutsa,village,14.3474,100.7414
บ้านสนามเพ็ง,Ban Sanam Pheng,village,14.3437,100.7453
บ้านหนองกะพัง,Ban Nong Kaphang,village,14.331,100.7207
บ้านปากร่อง,Ban Pak Rong,village,14.3487,100.7101
บ้านกลาง,Ban Klang,village,14.3505,100.7025
บ้านตลาด,Ban Talat,village,14.3569,100.692
บ้านลาดสาลี,Ban Lat Sali,village,14.3568,100.6793
บ้านสบสวรรค์,Ban Sop Sawan,village,14.4311,100.5558
บ้านคลองกะท่อ,Ban Khlong Katho,village,14.4364,100.549
บ้านหัวหาด,Ban Hua Hat,village,14.4326,100.5512
บ้านโพธิ์สามต้น,Ban Pho Sam Ton,village,14.4151,100.5463
บ้านดาวคะนอง,Ban Dao Khanong,village,14.4082,100.5465
บ้านหัวเกาะ,Ban Hua Ko,village,14.4259,100.5571
บ้านโรงนา,Ban Rong Na,village,14.4099,100.5574
บ้านลาว,Ban Lao,village,14.4194,100.5559
บ้านหัวปลวก,Ban Hua Pluak,village,14.411,100.5588
บ้านเขมา,Ban Khema,village,14.5048,100.6303
บ้านกรุงศรี,Ban Krung Si,village,14.4983,100.6273
บ้านแม่ลา,Ban Mae La,village,14.4966,100.6252
บ้านท่าใหญ่,Ban Tha Yai,village,14.4928,100.6214
บ้านโคกช้าง,Ban Khok Chang,village,14.4883,100.602
บ้านบางพระครู,Ban Bang Phra Khru,village,14.4756,100.618
บ้านวัดจันทร์,Ban Wat Chan,village,14.4761,100.6043
บ้านวัดวัง,Ban Wat Wang,village,14.4712,100.6093
บ้านเรือแข่ง,Ban Ruea Khaeng,village,14.4659,100.6015
บ้านบางระกำ,Ban Bang Rakam,village,14.459,100.5953
บ้านเสื่อ,Ban Suea,village,14.4491,100.6046
บ้านโคกมะลิ,Ban Khok Mali,village,14.4602,100.6226
บ้านชายราง,Ban Chai Rang,village,14.4672,100.664
บ้านโพธิ์ลำแพน,Ban Pho Lamphaen,village,14.4576,100.6627
บ้านหัวสะแก,Ban Hua Sakae,village,14.4445,100.6435
บ้านชุ้ง,Ban Chung,village,14.4605,100.6373
บ้านสะกัดน้ำมันเหนือ,Ban Sakat Namman Nuea,village,14.4533,100.6053
บ้านดาบทอง,Ban Dap Thong,village,14.4446,100.5988
บ้านท้องคุ้ง,Ban Thong Khung,village,14.4328,100.6033
บ้านเกาะปากจั่น,Ban Ko Pak Chan,village,14.4337,100.6005
บ้านสวนกล้วย,Ban Suan Kluai,village,14.4283,100.6031
บ้านคลองสะแกเหนือ,Ban Khlong Sakae Nuea,village,14.4322,100.5945
บ้านคลองสะแก,Ban Khlong Sakae,village,14.4251,100.6025
บ้านคลองสะแกใต้,Ban Khlong Sakae Tai,village,14.4187,100.5944
บ้านมอญ,Ban Mon,village,14.4179,100.599
บ้านใหม่,Ban Mai,village,14.4088,100.5931
บ้านแม่ลา,Ban Mae La,village,14.3825,100.7031
บ้านดอนกระแส,Ban Don Krasae,village,14.3966,100.7251
บ้านข่อยโทน,Ban Khoi Thon,village,14.3952,100.7171
บ้านละมุเก่า,Ban Lamu Kao,village,14.4026,100.6775
บ้านละมุใหม่,Ban Lamu Mai,village,14.3954,100.6866
บ้านคุ้งระกำ,Ban Khung Rakam,village,14.387,100.6839
บ้านหนองไม้ซุง,Ban Nong Mai Sung,village,14.3596,100.7546
บ้านหนองอ้ายด่าง,Ban Nong Ai Dang,village,14.3791,100.7563
บ้านไผ่แหลม,Ban Phai Laem,village,14.3997,100.739
บ้านชายขุย,Ban Chai Khui,village,14.389,100.7358
บ้านสนามทอง,Ban Sanam Thong,village,14.3792,100.7433
บ้านกุ่มแต้,Ban Kum Tae,village,14.3642,100.7325
บ้านต้นตาล,Ban Ton Tan,village,14.3677,100.7578
ยนบ้านแม่ไคร,Ban Mae Khrai,village,19.0805,98.6841
บ้านห้วยพระเจ้า,Ban Huai Phrachao,village,19.1425,98.6625
,Ban Huai Lao,village,19.1899,98.6484
บ้านคลองหนึ่ง,Ban Khlong Nueng,village,14.1503,100.6209
บ้านคลองสอง,Ban Khlong Song,village,14.1551,100.6412
บ้านคลองสาม,Ban Khlong Sam,village,14.1669,100.6635
บ้านพยอม,Ban Phayom,village,14.1824,100.6326
บ้านคลองสี่,Ban Khlong Si,village,14.1809,100.6902
บ้านคลองห้า,Ban Khlong Ha,village,14.1903,100.7096
บ้านคลองหก,Ban Khlong Hok,village,14.2228,100.7312
บ้านบึงวังน้อย,Ban Bueng Wang Noi,village,14.2269,100.7204
บ้านลาดทราย,Ban Lat Sai,village,14.2118,100.6889
บ้านง่ามผักตบ,Ban Ngam Phak Top,village,14.2184,100.6586
บ้านลาดทราย,Ban Lat Sai,village,14.2165,100.6965
บ้านลำตาสังข์,Ban Lam Ta Sang,village,14.1998,100.6634
บ้านลำไทร,Ban Lam Sai,village,14.195,100.6542
บ้านหัวคลอง,Ban Hua Khlong,village,14.1834,100.6313
บ้านคานหัก,Ban Khan Hak,village,14.2298,100.6731
บ้านโรงบน,Ban Rong Bon,village,14.2476,100.6553
บ้านเสาวังคา,Ban Sao Wang Kha,village,14.2383,100.6491
บ้านง่ามผักตบ,Ban Ngam Phak Top,village,14.2304,100.6369
บ้านบ่อตาโล่,Ban Bo Ta Lo,village,14.2451,100.6996
บ้านต้นตาล,Ban Ton Tan,village,14.2568,100.6911
บ้านหนองน้ำใส,Ban Nong Nam Sai,village,14.2641,100.6836
บ้านสร้างนอก,Ban Sang Nok,village,14.2729,100.674
บ้านสร้างใน,Ban Sang Nai,village,14.2759,100.6709
บ้านคลองแปด,Ban Khlong Paet,village,14.2206,100.7737
บ้านคลองแขก,Ban Khlong Khaek,village,14.2509,100.772
บ้านคลองยี่สิบหก,Ban Khlong Yi Sip Hok,village,14.2416,100.7516
บ้านคลองหก,Ban Khlong Hok,village,14.2264,100.7321
บ้านคลองเจ็ด,Ban Khlong Chet,village,14.2152,100.7621
บ้านคลองแปด,Ban Khlong Paet,village,14.2299,100.7929
บ้านคลองเก้า,Ban Khlong Kao,village,14.2414,100.8174
บ้านคลองแขก,Ban Khlong Khaek,village,14.2589,100.788
บ้านสหกรณ์,Ban Sahakon,village,14.3021,100.8086
บ้านคลองยี่สิบเจ็ด,Ban Khlong Yi Sip Chet,village,14.2974,100.7998
บ้านคลองยี่สิบแปด,Ban Khlong Yi Sip Paet,village,14.3217,100.7842
บ้านหนองโสน,Ban Nong Sano,village,14.3194,100.8075
บ้านคอตันคลองสิบ,Ban Kho Tan Khlong Sip,village,14.318,100.8225
บ้านคลองสิบ,Ban Khlong Sip,village,14.282,100.8227
บ้านคลองแขก,Ban Khlong Khaek,village,14.2598,100.7877
บ้านคลองยี่สิบเจ็ด,Ban Khlong Yi Sip Chet,village,14.2803,100.7645
บ้านคลองแขก,Ban Khlong Khaek,village,14.2471,100.7606
บ้านบัวชม,Ban Bua Chom,village,14.2564,100.7322
บ้านคลองหก,Ban Khlong Hok,village,14.2802,100.7323
บ้านหนองเสือ,Ban Nong Suea,village,14.3148,100.7692
บ้านหันตะเภา,Ban Han Taphao,village,14.3068,100.7528
บ้านคลองยี่สิบเจ็ด,Ban Khlong Yi Sip Chet,village,14.2876,100.7774
บ้านดง,Ban Dong,village,14.4847,100.5197
บ้านม้า,Ban Ma,village,14.4901,100.5141
บ้านป่า,Ban Pa,village,14.4944,100.5052
บ้านปลายน้ำ,Ban Plai Nam,village,14.4917,100.4954
บ้านทับน้ำ,Ban Thap Nam,village,14.4807,100.505
บ้านกลาง,Ban Klang,village,14.4753,100.5086
บ้านลำปู่เฒ่า,Ban Lam Pu Thao,village,14.4696,100.5107
บ้านคลองสาน,Ban Khlong San,village,14.4614,100.5168
บ้านปากทางลัด,Ban Pak Thang Lat,village,14.5266,100.574
บ้านโคกกระมัง,Ban Khok Kramang,village,14.5274,100.5828
บ้านโคกกะยอ,Ban Khok Kayo,village,14.5235,100.5847
บ้านขล้อ,Ban Khlo,village,14.5212,100.5738
บ้านท้องคุ้ง,Ban Thong Khung,village,14.5169,100.5731
บ้านตาลเอน,Ban Tan En,village,14.5204,100.5562
บ้านใหม่,Ban Mai,village,14.5221,100.558
บ้านโรง,Ban Rong,village,14.5218,100.5641
บ้านบางเพลิง,Ban Bang Phloeng,village,14.4948,100.5661
บ้านโคก,Ban Khok,village,14.5088,100.5759
บ้านแก้วตา,Ban Kaeo Ta,village,14.4974,100.5747
บ้านหันสัง,Ban Han Sang,village,14.5257,100.5139
บ้านกูบ,Ban Kup,village,14.5182,100.5224
บ้านแจ้ง,Ban Chaeng,village,14.4988,100.5263
บ้านทางกลาง,Ban Thang Klang,village,14.5121,100.5438
บ้านโรงนอก,Ban Rong Nok,village,14.4762,100.5727
บ้านเสาธงใหม่,Ban Sao Thong Mai,village,14.5002,100.5429
บ้านเสาธง,Ban Sao Thong,village,14.499,100.5468
บ้านหนองจิก,Ban Nong Chik,village,14.4843,100.555
บ้านบางปะหัน,Ban Bang Pahan,village,14.4638,100.5481
บ้านศาลาแดง,Ban Sala Daeng,village,14.4462,100.5466
บ้านไผ่ขวาง,Ban Phai Khwang,village,14.4341,100.5547
บ้านเกาะเลิ่ง,Ban Ko Loeng,village,14.4361,100.5604
บ้านศาลเจ้า,Ban San Chao,village,14.4392,100.5721
บ้านแจ้ง,Ban Chaeng,village,14.4893,100.5342
บ้านตานิม,Ban Ta Nim,village,14.4838,100.5389
บ้านต้นโพธิ์,Ban Ton Pho,village,14.4774,100.5363
บ้านใหม่,Ban Mai,village,14.4652,100.5318
บ้านบางนางร้า,Ban Bang Nang Ra,village,14.4727,100.5391
บ้านลี่,Ban Li,village,14.4564,100.5323
บ้านนกกระจอก,Ban Nok Krachok,village,14.4419,100.5226
บ้านใหม่,Ban Mai,village,14.465,100.5338
บ้านนนทรีย์,Ban Nonsi,village,14.4179,100.5253
บ้านบางแพ่ง,Ban Bang Phaeng,village,14.408,100.5193
บ้านเบิก,Ban Boek,village,14.4076,100.5256
บ้านแมน,Ban Maen,village,14.4031,100.5347
บ้านหนองปลิง,Ban Nong Pling,village,14.4147,100.6474
บ้านสระขุด,Ban Sa Khut,village,14.4168,100.6328
บ้านหนองโคก,Ban Nong Khok,village,14.4287,100.6341
บ้านดอนกลาง,Ban Don Klang,village,14.4167,100.6567
บ้านมาบพระจันทร์,Ban Map Phra Chan,village,14.4094,100.6338
芒常,,village,24.4648,98.5561
户拉相,,village,24.4633,98.5488
团结,,village,24.4569,98.553
非海,,village,24.459,98.5476
芒乃,,village,24.4569,98.541
芒赛村,,village,24.4513,98.5326
芒掌,,village,24.4485,98.5274
芒烘,,village,24.439,98.5143
拉院,,village,24.4447,98.5217
บ้านสันป่ายาง,Ban San Pa Yang,village,19.4966,99.284
Taylorabad,,village,11.603,92.6913
村庄,,village,24.9726,100.0424
Kopila,Kopila,village,28.1092,93.3089
บ้านไผ่ล้อม,Ban Phai Lom,village,14.2542,100.3168
บ้านจรเข้ไล่,Ban Chorakhe Lai,village,14.2361,100.2944
บ้านหนองหญ้าคา,Ban Nong Ya Kha,village,14.2197,100.3043
บ้านดอนทอง,Ban Don Thong,village,14.2377,100.3004
บ้านรางหมาตาย,Ban Rang Ma Tai,village,14.2433,100.2959
บ้านหนองลำเจียก,Ban Nong Lamchiak,village,14.2865,100.3446
บ้านหน้าศาล,Ban Na San,village,14.3001,100.3703
บ้านไชยภูมิพัฒนา,Ban Chaiyaphum Phatthana,village,14.2571,100.3508
บ้านต้นคลอง,Ban Ton Khlong,village,14.2844,100.3596
บ้านวังตอง,Ban Wang Tong,village,14.2293,100.3224
บ้านดอนโพธิ์,Ban Don Pho,village,14.2485,100.3406
บ้านปิ่นแก้ว,Ban Pin Kaeo,village,14.2329,100.351
บ้านคลองขุด,Ban Khlong Khut,village,14.272,100.3536
บ้านเจ้าแปด,Ban Chao Paet,village,14.2713,100.3729
บ้านปิ่นแก้ว,Ban Pin Kaeo,village,14.2249,100.351
บ้านอู่ตะเภา,Ban U Taphao,village,14.2221,100.3679
บ้านดอนลาน,Ban Don Lan,village,14.2323,100.3736
บ้านเจ้าแปด,Ban Chao Paet,village,14.2713,100.3741
บ้านคลองตะเคียน,Ban Khlong Takhian,village,14.3648,100.3713
บ้านรางกระเดื่อง,Ban Rang Kradueang,village,14.3522,100.3795
บ้านรางจรเข้,Ban Rang Chorakhe,village,14.3448,100.3809
บ้านปลายนาใต้,Ban Plai Na Tai,village,14.3308,100.3973
บ้านปลายนาเหนือ,Ban Plai Na Nuea,village,14.3347,100.3937
บ้านคลองมอญ,Ban Khlong Mon,village,14.3805,100.3693
บ้านหมู่ใหญ่,Ban Mu Yai,village,14.3781,100.3542
บ้านรางเสาธง,Ban Rang Sao Thong,village,14.3788,100.358
บ้านหนองโน,Ban Nong No,village,14.3862,100.3592
บ้านไผ่ขวาง,Ban Phai Khwang,village,14.3788,100.3495
บ้านหมู่ตาล,Ban Mu Tan,village,14.3774,100.3573
บ้านมาบศาลา,Ban Map Sala,village,14.3766,100.3657
บ้านย่านซื่อ,Ban Yan Sue,village,14.3709,100.3687
บ้านคลองตะเคียน,Ban Khlong Takhian,village,14.3677,100.37
บ้านรางจรเข้ใต้,Ban Rang Chorakhe Tai,village,14.362,100.3764
บ้านจ่าศาล,Ban Cha San,village,14.3518,100.3817
บ้านปลายนาเหนือ,Ban Plai Na Nuea,village,14.3354,100.397
บ้านปลายนาใต้,Ban Plai Na Tai,village,14.3301,100.3994
บ้านช่างเหล็ก,Ban Chang Lek,village,14.363,100.4127
บ้านเลียบ,Ban Liap,village,14.3521,100.4113
บ้านโพธิ์,Ban Pho,village,14.3464,100.4027
บ้านคลองลาว,Ban Khlong Lao,village,14.2896,100.4084
บ้านหมู่สะแก,Ban Mu Sakae,village,14.2962,100.41
บ้านขนมจีน,Ban Khanom Chin,village,14.3044,100.412
บ้านคลองทราย,Ban Khlong Sai,village,14.3105,100.4011
บ้านโคกจุฬา,Ban Khok Chula,village,14.2702,100.3976
บ้านสาคลี,Ban Sakhli,village,14.275,100.4179
บ้านหน้าวัดมารวิชัย,Ban Na Wat Manwichai,village,14.281,100.4182
บ้านหลวง,Ban Luang,village,14.2866,100.414
บ้านห้วยรี,Ban Huai Ri,village,14.2504,100.3965
บ้านหลุมตารอด,Ban Lum Ta Rot,village,14.2188,100.4025
บ้านไทรใหญ่,Ban Sai Yai,village,14.2288,100.4085
บ้านไทรน้อย,Ban Sai Noi,village,14.2381,100.4127
บ้านท้ายวัด,Ban Thai Wat,village,14.252,100.4194
บ้านหน้าวัด,Ban Na Wat,village,14.2561,100.4193
บ้านรางทอง,Ban Rang Thong,village,14.26,100.4223
บ้านโคกจุฬา,Ban Khok Chula,village,14.2717,100.4157
บ้านสาคลี,Ban Sakhli,village,14.2746,100.4196
บ้านแพนพัฒนา,Ban Phaen Phatthana,village,14.2844,100.4269
บ้านเกาะกลาง,Ban Ko Klang,village,14.2762,100.421
บ้านต้นตาล,Ban Ton Tan,village,14.2802,100.4198
บ้านเก่า,Ban Kao,village,14.2912,100.4137
บ้านคลองขวาง,Ban Khlong Khwang,village,14.3027,100.4158
บ้านวัดสุธาโภชน์,Ban Wat Suthaphot,village,14.307,100.4118
บ้านกระทุ่ม,Ban Krathum,village,14.3189,100.4115
บ้านคลองมอญ,Ban Khlong Mon,village,14.3196,100.415
บ้านหัวไผ่,Ban Hua Phai,village,14.3211,100.4226
บ้านเหนือวัด,Ban Nuea Wat,village,14.3246,100.4259
บ้านล่าง,Ban Lang,village,14.3272,100.4272
บ้านช่างเหล็ก,Ban Chang Lek,village,14.3587,100.4168
บ้านเลียบ,Ban Liap,village,14.3509,100.4129
บ้านโพธิ์,Ban Pho,village,14.3452,100.4063
บ้านโคกเสือ,Ban Khok Suea,village,14.34,100.4031
บ้านสวนถั่ว,Ban Suan Thua,village,14.3202,100.4096
,,village,26.7301,95.4999
W. Chopkhao Noknu,,village,26.746,95.5106
,,village,26.7539,95.5276
,,village,26.7405,95.5462
ချွန်းယော,Chuyo,village,26.6069,95.4721
village,,village,26.6,95.6159
บ้านรางเนื้อตาย,Ban Rang Nuea Tai,village,14.2248,100.2672
บ้านโคกห้วย,Ban Khok Huai,village,14.2458,100.279
บ้านหนองคต,Ban Nong Khot,village,14.2518,100.2824
บ้านเทพมงคล,Ban Thep Mongkhon,village,14.2512,100.2727
บ้านรางอ้ายทึม,Ban Rang Ai Thuem,village,14.2397,100.263
บ้านแผงลอย,Ban Phaeng Loi,village,14.2248,100.2429
บ้านบึงกระสังข์,Ban Bueng Krasang,village,14.233,100.2438
บ้านหนองพังพวย,Ban Nong Phangphuai,village,14.2487,100.2584
บ้านหมู่ใหญ่,Ban Mu Yai,village,14.3733,100.2949
บ้านคลองแร่,Ban Khlong Rae,village,14.3989,100.3132
บ้านหนองสระ,Ban Nong Sa,village,14.3744,100.2989
บ้านสามเพลง,Ban Sam Phleng,village,14.3766,100.2791
บ้านลำวังชัน,Ban Lam Wang Chan,village,14.3856,100.295
บ้านลำโพธิ์ทอง,Ban Lam Pho Thong,village,14.3592,100.2976
บ้านลำใน,Ban Lam Nai,village,14.361,100.3074
บ้านทางหลวง,Ban Thang Luang,village,14.3763,100.3296
บ้านปลายคลอง,Ban Plai Khlong,village,14.3821,100.3353
บ้านท่าเกวียน,Ban Tha Kwian,village,14.3765,100.3342
บ้านหมู่ลาว,Ban Mu Lao,village,14.3741,100.34
บ้านโคกตาพรหม,Ban Khok Ta Phrom,village,14.3551,100.3204
บ้านไผ่ฝรั่ง,Ban Phai Farang,village,14.3536,100.2849
บ้านตาคำ,Ban Ta Kham,village,14.3339,100.317
บ้านกำนันหว่าง,Ban Kamnan Wang,village,14.3321,100.3209
บ้านท้ายวัด,Ban Thai Wat,village,14.3304,100.3295
บ้านไฟไหม้,Ban Fai Mai,village,14.3282,100.3384
บ้านเต่าเล่า,Ban Tao Lao,village,14.3379,100.3097
บ้านเต่าเล่า,Ban Tao Lao,village,14.3307,100.3235
บ้านเต่าเล่า,Ban Tao Lao,village,14.3294,100.3505
บ้านหนองสาหร่าย,Ban Nong Sarai,village,14.2882,100.2517
บ้านดอนมะเกลือ,Ban Don Makluea,village,14.2933,100.266
บ้านหนองเฟื่อม,Ban Nong Fueam,village,14.2771,100.2748
บ้านหนองอ้ายแบน,Ban Nong Ai Baen,village,14.269,100.2695
บ้านหนองคต,Ban Nong Khot,village,14.2747,100.308
บ้านวังชะโด,Ban Wang Chado,village,14.2882,100.3025
บ้านหนองหม้อแกง,Ban Nong Mo Kaeng,village,14.2939,100.3132
บ้านดอนผักขม,Ban Don Phak Khom,village,14.3053,100.2937
บ้านสาย,Ban Sai,village,14.2896,100.2875
บ้านหนองโสน,Ban Nong Sano,village,14.3118,100.2738
บ้านคลองตัน,Ban Khlong Tan,village,14.3186,100.2895
บ้านหัวสะพาน,Ban Hua Saphan,village,14.3325,100.2834
บ้านบางซ้าย,Ban Bang Sai,village,14.3306,100.2977
บ้านคลองหน้าวัด,Ban Khlong Na Wat,village,14.329,100.3003
บ้านคลองกุ่ม,Ban Khlong Kum,village,14.3239,100.306
บ้านหนองหม้อแกง,Ban Nong Mo Kaeng,village,14.2945,100.3129
บ้านแก้วฟ้า,Ban Kaeo Fa,village,14.3243,100.31
บ้านไผ่ล้อม,Ban Phai Lom,village,14.3222,100.315
บ้านหน้าวัด,Ban Na Wat,village,14.3195,100.3273
บ้านแก้วฟ้า,Ban Kaeo Fa,village,14.3193,100.3429
下甸村,,village,26.7494,99.5016
บ้านร่องธาร,Ban Rong Than,village,19.6845,99.6986
ရှောက်ကုန်း,Shauk Kone,village,17.0738,97.4952
Longzang,,village,26.7205,95.2089
Pukha,,village,26.7468,95.2139
บ้านดอน,Ban Don,village,14.1965,100.3064
บ้านหัวแมลงวัน,Ban Hua Malaeng Wan,village,14.2054,100.3493
บ้านหญ้าไทร,Ban Ya Sai,village,14.1878,100.3509
บ้านรางหอยขม,Ban Rang Hoi Khom,village,14.2108,100.3288
บ้านเมฆขลา,Ban Mekkhala,village,14.1969,100.3216
บ้านตะพังโคลน,Ban Taphang Khlon,village,14.212,100.3148
บ้านตลาดเวาะห์,Ban Talat Wo,village,14.1588,100.341
บ้านหนองเต็น,Ban Nong Ten,village,14.1831,100.3521
บ้านวัวนอน,Ban Wua Non,village,14.21,100.3528
บ้านลำกะลา,Ban Lam Kala,village,14.1845,100.3763
บ้านคู้มักเม่า,Ban Khu Mak Mao,village,14.1958,100.3702
บ้านหลุมตารอด,Ban Lum Ta Rot,village,14.2141,100.3899
บ้านลำโพง,Ban Lamphong,village,14.193,100.3829
บ้านหมู่ใหญ่,Ban Mu Yai,village,14.1771,100.3985
บ้านโรงวัว,Ban Rong Wua,village,14.1892,100.4045
บ้านลาดด้วน,Ban Lat Duan,village,14.199,100.403
บ้านดอนกลาง,Ban Don Klang,village,14.1924,100.4155
บ้านหนองสองห้อง,Ban Nong Song Hong,village,14.1715,100.4358
บ้านคูตาฉัตร,Ban Khu Ta Chat,village,14.1695,100.4049
บ้านสี่แยก,Ban Si Yaek,village,14.1595,100.3514
บ้านลำกะลา,Ban Lam Kala,village,14.1637,100.37
