name,name_en,place,lat,lon
ကြက်သွန်ကွင်း,Kyet Thun Kwin,village,17.0223,94.7753
ညောင်ကုန်း,Nyaung Kone,village,17.1438,94.8996
သဘော့ချောင်း,Tha Bawt Chaung,village,16.9587,94.904
ကန်ကုန်း,Kan Kone,village,16.9409,94.7202
ကျောက်စရစ်ကုန်း,Kyauk Sa Yit Kone,village,17.0025,94.8066
ကွမ်းခြံကုန်း,Kun Chan Kone,village,16.9919,94.7497
ငှက်ပျောတော,Hnget Pyaw Taw,village,16.9454,94.8971
တောင်ယာကုန်း,Taung Yar Kone,village,17.0786,94.8117
ငမန်းချောင်း,Nga Man Chaung,village,17.0344,94.863
ကသစ်တန်း,Ka Thit Tan,village,16.9504,94.8606
ခတ်အုံးချောင်,Khat Ohn Chaung,village,16.987,94.9443
တင်းကုတ်ကြီး,Tin Koke Gyi,village,17.1547,94.8994
တံခွန်တိုင်,Ta Khun Taing,village,16.9636,94.8873
ကျောက်စရစ်ကုန်း,Kyauk Sa Yit Kone,village,16.9784,94.722
နှောကုန်း,Hnaw Kone,village,17.2343,94.994
လေပွေကုန်း,Lay Pway Kone,village,17.2542,94.9076
မန်တိုင်ကုန်းစု,Man Taing Kone Su,village,17.0847,94.9784
ပေါက်ကုန်း,Pauk Kone,village,17.2017,94.9289
သရက်ကုန်း,Tha Yet Kone,village,17.2448,94.992
မရမ်းကျင်း,Ma Yan Kyin,village,17.2095,94.6608
ဒလက်အက်,Da Let Et,village,17.0845,94.902
ဆီဆုံ,Si Son,village,17.067,94.8226
မဲဇလီကုန်း,Me Za Li Kone,village,17.0189,94.7978
ကုန်းစု,Kone Su,village,17.167,94.9676
ငကြွက်ကုန်း,Nga Kywet Kone,village,16.9415,94.6777
အောက်စု,Auk Su,village,17.1541,94.9044
ဂျုံးဂျုံးကျ,Gyone Gyone Kya,village,16.9776,94.9333
ရွှေလှေကွင်း,Shwe Hlay Kwin,village,17.2133,94.9274
အောင်တပ်,Aung Tat,village,16.9103,94.7285
ဝက်ငါးစီး,Wet Ngar See,village,17.1914,94.9637
လဟာဂမုံ,La Har Ga Mon,village,17.1664,94.8331
ပတောကုန်း,Pa Taw Kone,village,17.2759,95.0043
ကြပ်ကုန်း,Kyat Kone,village,17.1226,94.859
ငါးဟင်းငါးလျားရှေ,Ngar Hin Ngar Hlar Shey,village,17.2169,94.8622
နံနံပင်ကုန်း,Nan Nan Pin Kone,village,17.0355,94.7878
ရှမ်းကွင်း,Shan Kwin,village,17.1489,94.9002
ထန်းပင်ကွင်း,Htan Pin Kwin,village,17.0838,94.9031
ကွမ်းခြံကုန်း,Kun Chan Kone,village,16.9579,94.7267
တလုပ်ကုန်း,Ta Loke Kone,village,17.1123,94.8517
ကွင်းကောက်,Kwin Kauk,village,16.9956,94.718
ကန်လျှားကုန်း,Kan Hlyar Kone,village,16.958,94.896
ဝဲကြီးဒေါင့်,Wea Gyi Daunt,village,17.0825,94.8292
ဆိပ်ကြီး,Seik Gyi,village,17.0385,94.876
ရှမ်းချောင်,Shan Chaung,village,16.9516,94.8724
မကျီးပင်စု,Ma Gyi Pin su,village,16.9887,94.9526
ထန်းကျွန်း,Htan Kyun,village,17.0409,94.9641
ဘွာကြီးကျော,Bwar Gyi Kyaw,village,17.183,94.8747
ကြက်ပေါင်စမ်း,Kyet Paung San,village,16.9796,94.7039
ဘုရားကုန်း,Hpa Yar Kone,village,17.2421,94.9897
ပေါက်လွှတ်,Pauk Hlut,village,17.2541,94.9284
ညောင်ကုန်း,Nyaung Kone,village,17.0618,94.9698
ကြိမ်တလီ,Kyein Ta Li,village,17.1456,94.8626
ရုံးပင်အောက်စု,Yone Pin Auk Su,village,17.268,94.9977
သာပေါင်းလေး,Thar Paung Lay,village,17.2443,94.662
ကန်ကလေး,Kan Ka Lay,village,17.0855,94.8774
သဘော့ချောင်း,Tha Bawt Chaung,village,17.0525,94.8112
ရွာသစ်ကုန်း,Ywar Thit Kone,village,17.024,94.7877
လေးအိမ်တန်း,Lay Ein Tan,village,17.0076,94.9064
ပွဲကျော်,Pwe Kyaw,village,16.9628,94.6794
တဘူးဝ,Ta Bu Wa,village,17.0903,94.8581
အုံးပင်စု,Ohn Pin Su,village,16.9838,94.9204
အနန်းကုန်း,Ah Nan Kone,village,17.2038,94.8559
ဖဲကုန်း,Hpe Kone,village,16.9315,94.7254
ကျွန်းပုလု,Kyun Pu Lu,village,17.0811,94.8447
လယ်တီ,Lel Di,village,17.1891,94.8516
တစ္ဆေချောင်း,Ta Say Chaung,village,17.2816,95.0074
နွားတောင်,Nwar Taung,village,17.1389,94.8585
စမ်းချောင်း,San Chaung,village,17.1971,94.8734
အုပ်ပုံကုန်း,Oke Pon Kone,village,17.0064,94.748
အဟောင်းပင်ချိုင်,Ah Haung Pin Chaing,village,17.1022,94.8026
ကွင်းလယ်စု,Kwin Lel Su,village,17.0716,94.8944
ကွမ်းသီးခြံ,Kun Thee Chan,village,16.9608,94.7288
မြောက်ပန်းကုန်း,Myauk Pan Kone,village,17.0878,94.7835
ငုချောင်း,Ngu Chaung,village,16.9558,94.7324
ကုလားဝဲ,Ku Lar Wea,village,16.9542,94.8835
ကညင်ချောင်း,Ka Nyin Chaung,village,17.1732,94.9657
သံပုရာ,Than Pu Yar,village,17.0434,94.8861
ဇီးပင်ကွင်း,Zee Pin Kwin,village,16.9557,94.8516
တကူပုံ,Ta Ku Pon,village,16.9778,94.9675
ကညင်ကုန်း,Ka Nyin Kone,village,17.0625,94.9269
ဂရက်ရှည်,Ga Yet Shey,village,17.1901,94.8664
ရွှေညောင်ပင်,Shwe Nyaung Pin,village,17.0296,94.8333
လယ်ဒီ,Lel Di,village,17.2506,94.9942
ဆိပ်ကြီး,Seik Gyi,village,17.2453,94.9337
ဝင်္ကဘာ,Win Ka Bar,village,17.0766,94.973
ရေတွင်းကုန်း,Yae Twin Kone,village,17.1869,94.8559
ငဝန်ဒေါင့်ကြီး,Nga Wun Daunt Gyi,village,16.9705,94.7477
ဒရယ်ကူး,Da Yei Ku,village,17.2175,94.967
ကျုံသာယာ,Kyon Thar Yar,village,17.0886,94.8665
အောက်စု,Auk Su,village,17.1974,94.9178
လိမ်ကုန်း,Lein Kone,village,17.0184,94.9134
ဖြူစင်ကုန်း,Hpyu Sin Kone,village,17.1985,94.846
သရက်တော,Tha Yet Taw,village,17.0861,94.8854
ဆင်လမ်း,Sin Lan,village,16.9896,94.9288
ဂမုန်းကျော,Ga Mone Kyaw,village,17.2262,94.8832
လက်ခုတ်,Let Khoke,village,16.9173,94.7251
ဆောင်ဘုံ,Saung Bon,village,17.1007,94.8527
တောဂရက်,Taw Ga Yet,village,17.172,94.8115
ရုံးပင်,Yone Pin,village,17.2717,95.002
စိုင်ကြီးကွင်း,Saing Gyi Kwin,village,17.1323,94.861
တောင်တက်ကြီး,Taung Tet Gyi,village,17.2166,94.8715
ဂွေးကုန်း,Gway Kone,village,17.0784,94.8231
မကျီးကုန်း,Ma Gyi Kone,village,17.0757,94.8968
တောင်မရိုးပင်,Taung Ma Yoe Pin,village,16.9659,94.7219
ဆင်ကူး,Sin Ku,village,17.0714,94.7998
အုတ်တံတားကုန်း,Oke Ta Dar Kone,village,16.9377,94.7588
မယ်ဝန်းချောင်,Mei Wun Chaung,village,16.9615,94.8948
ကျားကျွန်း,Kyar Kyun,village,17.1907,94.9703
ကုန်းစွမ်း,Kone Sum,village,17.2352,94.8862
လက်ပန်ကွင်း,Let Pan Kwin,village,17.1547,94.8282
ကတက်ရိုး,Ka Tet Yoe,village,17.0626,94.9419
လှည်းတောက်ကုန်း,Hle Tauk Kone,village,17.1871,94.8827
စစ်ဆင်,Sit Sin,village,17.0216,94.823
လယ်ဒီလေး,Lel Di Lay,village,17.2585,94.9958
ရွှေရင်မျှော်,Shwe Yin Hmyaw,village,17.2623,94.9121
အကယ်ကြီး,Ah Kei Gyi,village,17.2256,94.9822
ဘုရားနီ,Hpa Yar Ni,village,17.0268,94.9673
သပြုငူ,Tha Pyu Ngu,village,16.9888,94.7634
ဂွေးပင်ဒေါင့်,Gway Pin Daunt,village,17.238,94.9899
ကျုံတုန်း,Kyon Tone,village,17.0902,94.8735
ဒလယ်အက်,Da Lel Et,village,17.0853,94.9045
မောင်ဦးကုန်း,Maung U Kone,village,17.0125,94.9269
ထောက်ကြန့်ကွင်း,Htauk Kyant Kwin,village,17.1793,94.8396
သာယာကုန်း,Thar Yar Kone,village,17.099,94.8563
ရုံးချောင်း,Yone Chaung,village,17.0065,94.9192
ထန်းပင်ကုန်း,Htan Pin Kone,village,17.2016,94.8754
ဒါးကညောင်ကုန်း,Dar Ka Nyaung Kone,village,16.9638,94.828
ကွမ်းခြံကုန်း,Kun Chan Kone,village,17.1111,94.7721
လင်းတာကျ,Lin Tar Kya,village,17.0331,94.8451
သံလျက်စွန်း,Than Hlyet Sun,village,16.8919,94.7221
ဆောက်တလုံး,Sauk Ta Lone,village,17.147,94.8466
သရက်ကိုင်းကျိုင်း,Tha Yet Kaing Kyaing,village,17.2211,94.8689
ပနီကွင်း,Pa Ni Kwin,village,17.0792,94.8478
အုတ်ပုံ,Oke Pon,village,17.0745,94.8215
သပြုပင်,Tha Pyu Pin,village,17.0847,94.883
တောင်ယာကုန်း,Taung Yar Kone,village,17.0818,94.8125
တောင်ကလေး,Taung Ka Lay,village,17.0633,94.8098
ပန်းတောကြီး,Pan Taw Gyi,village,16.9531,94.7582
စာဖြူစု,Sar Hpyu Su,village,16.954,94.8912
လိပ်ကျော်,Leik Kyaw,village,17.1942,94.9669
မရမ်းချို,Ma Yan Cho,village,17.2687,94.8941
လူသတ်ကုန်း,Lu That Kone,village,17.1467,94.8146
ပိန်းနှဲကုန်း,Pein Hne Kone,village,17.043,94.7962
ဘုရားကုန်း,Hpa Yar Kone,village,17.1491,94.8741
ရေကျော်ကြီး,Yae Kyaw Gyi,village,17.0044,94.8588
မရမ်းကုန်း,Ma Yan Kone,village,17.239,94.9937
သရက်ကုန်း,Tha Yet Kone,village,17.2479,94.9176
အကယ်လေး,Ah Kei Lay,village,17.2214,94.9729
သံပုရာချောင်,Than Pu Yar Chaung,village,17.125,94.9358
လက်ပန်ကွင်း,Let Pan Kwin,village,17.2364,94.9449
မျက်ဆံနီ,Myet San Ni,village,17.0229,94.876
ကျီးပင်,Kyee Pin,village,17.2086,94.9639
မာလကာကုန်း,Mar La Kar Kone,village,17.119,94.8608
ကညင်ပင်,Ka Nyin Pin,village,17.0954,94.9186
မိချောင်းကိုက်,Mi Chaung Kaik,village,17.024,94.9194
ငှက်ပျောတောချောင်,Hnget Pyaw Taw Chaung,village,17.135,94.9429
သင်္ကန်းငူ,Thin Gan Ngu,village,17.0892,94.8898
ရွှေဇံအိုး,Shwe Zan Oe,village,16.9825,94.7219
ခွေးကုတ်,Khway Koke,village,17.2048,94.8687
မကျီးကုန်း,Ma Gyi Kone,village,16.9609,94.849
ပျဉ်းမထုံး,Pyin Ma Htone,village,17.0769,94.7691
ဂွတော,Gwa Taw,village,17.0902,94.909
လိမ်ကုန်း,Lein Kone,village,17.1329,94.8786
ဆိပ်ကြီး,Seik Gyi,village,17.1155,94.8535
ဝန်လိုကယ်,Wun Lo Kei,village,17.2272,94.8938
သစ်ဆိမ့်ကုန်း,Thit Seint Kone,village,17.0881,94.8598
ရှမ်းမမြောင်,Shan Ma Myaung,village,17.0714,94.8204
ဝဲဒေါင့်,Wea Daunt,village,17.0849,94.9081
ဇီးဖြူကွင်း,Zee Hpyu Kwin,village,16.9528,94.7309
ဝက်လာလေး,Wet Lar Lay,village,17.096,94.7952
တောင်သရက်ကုန်း,Taung Tha Yet Kone,village,16.9618,94.7467
အုံးပင်စု,Ohn Pin Su,village,17.0195,95.0207
ရှောပြာကုန်း,Shaw Pyar Kone,village,17.1832,94.9684
စမ်းကြီး,San Gyi,village,17.2367,94.8808
ပန်းတော,Pan Taw,village,17.161,94.8175
ဆိပ်ဖူးကုန်း,Seik Hpu Kone,village,17.0579,94.7839
အင်းကုန်း,Inn Kone,village,17.1498,94.8616
ကြာအင်းကွင်း,Kyar Inn Kwin,village,16.9552,94.7789
အလယ်ကျွန်း,Ah Lel Kyun,village,17.057,94.9009
ညောင်ကုန်းလေး,Nyaung Kone Lay,village,17.0084,94.8052
အနောက်စု,Ah Nauk Su,village,17.2207,94.9787
ထန်းဇင်လှ,Htan Zin Hla,village,17.1081,94.9354
မြေရဲကွင်း,Myay Ye Kwin,village,17.2853,94.9246
နွယ်နီချောင်း,Nwe Ni Chaung,village,17.0046,94.86
ကျွတ်ကုန်း,Kyut Kone,village,17.2202,94.986
ပန်းပင်ဆိပ်,Pan Pin Seik,village,17.0834,94.891
ကန့်လန့်,Kant Lant,village,17.1127,94.9328
အစုကြီး,Ah Su Gyi,village,16.9278,94.7131
အုပ်ရှစ်,Oke Shit,village,17.0196,94.9127
ထန်းတပင်,Htan Ta Pin,village,17.1432,94.9481
သိုင်းကွင်း,Thaing Kwin,village,16.9823,94.7507
စက်ဒေါင့်ကြီး,Set Daunt Gyi,village,17.2228,94.947
ဒည်ကုန်း,Dei Kone,village,17.0747,94.8443
စိမ့်ကြီး,Seint Gyi,village,17.0896,94.7633
ထန်းပင်ချောင်,Htan Pin Chaung,village,17.0806,94.8905
မရမ်းချောင်း,Ma Yan Chaung,village,17.1377,94.8651
ရှောကုန်း,Shaw Kone,village,17.1402,94.8328
ဂျောက်ကြီး,Gyauk Gyi,village,16.9342,94.7666
ကျွန်းညိုကြီး,Kyun Nyo Gyi,village,16.9353,94.7908
ကျီးပင်,Kyee Pin,village,17.2106,94.9623
ရေကျော်လေး,Yae Kyaw Lay,village,17.0642,94.9032
ဘုရားငုတ္တို,Hpa Yar Ngoke To,village,17.1717,94.9185
လှေကျော်,Hlay Kyaw,village,17.1551,94.8204
,,village,23.6331,93.1923
,,village,23.6856,93.2598
,,village,23.2553,93.292
တလဖုန်း,Ta La Hpone,village,16.3316,95.0813
ကလ (မြောက်),Ka La (North),village,16.6809,95.2446
လေးအိမ်တန်း,Lay Ein Tan,village,16.4391,95.0846
ဒိုင်းချောင်း,Daing Chaung,village,16.5395,95.1936
ကျွန်းကြား,Kyun Kyar,village,16.6264,95.4094
ရေကျော်,Yae Kyaw,village,16.744,95.3089
ကျောင်းစု,Kyaung Su,village,16.7005,95.3279
တုံးလဲချောင်း,Tone Le Chaung,village,16.4383,95.0798
ညောင်ချောင်း,Nyaung Chaung,village,16.5556,95.1442
ရှမ်းစု,Shan Su,village,16.5293,95.1857
ဓားတစ်,Dar Tit,village,16.4718,95.1209
အဖျံကလေး,Ah Hpyan Ka Lay,village,16.7985,95.2127
လေးအိမ်တန်းအညာစု,Lay Ein Tan Ah Nyar Su,village,16.5196,95.2317
ညောင်ပင်သာ,Nyaung Pin Thar,village,16.5276,95.0896
အောင်လှိုင်,Aung Hlaing,village,16.7922,95.4486
ပိဒေါက်ကုန်း,Pi Tauk Kone,village,16.5525,95.213
ထော်ပေါ,Htaw Paw,village,16.3636,95.0158
လက်ပန်,Let Pan,village,16.5642,95.21
ကွမ်းသီးချောင်းကြီးဖျား,Kun Thee Chaung Gyi Hpyar,village,16.4031,95.1473
ရွှေဝါချောင်း,Shwe War Chaung,village,16.5166,95.1074
ဇလပ်ချောင်း,Za Lat Chaung,village,16.4972,95.1524
ပိတ္တာလေးရွာသစ်,Peik Tar Lay Ywar Thit,village,16.3795,95.0693
ထော်ကနွတ်,Htaw Ka Nut,village,16.6203,95.183
ကံကွင်း,Kan Kwin,village,16.2838,95.0702
ဟင်္သာထုံး,Hin Thar Htone,village,16.7471,95.4343
အိုင်ကြီး,Aing Gyi,village,16.7,95.2748
ဘွတ်တန်း,But Tan,village,16.7662,95.3643
မင်္ဂလာသိမ်း,Min Ga Lar Thein,village,16.606,95.1573
စလူချောင်း,Sa Lu Chaung,village,16.5067,95.0961
အလယ်ချောင်း,Ah Lel Chaung,village,16.4161,95.0494
ချောင်းဖျား,Chaung Hpyar,village,16.6326,95.1606
သပြေချောင်း,Tha Pyay Chaung,village,16.4578,95.1772
တုံးလဲချောင်း,Tone Le Chaung,village,16.4729,95.1648
ဒရင်း (အဖျားစု),Da Yin (Ah Hpyar Su),village,16.6419,95.1682
ကျီးချောင်း,Kyee Chaung,village,16.5852,95.1673
ကြက်တညင်,Kyet Ta Nyin,village,16.5748,95.1545
တာကောက်ကျုံပေါက်,Tar Kauk Kyon Pauk,village,16.6607,95.3514
ပေချောင်းကြီး,Pay Chaung Gyi,village,16.4307,95.0531
ကြက်တညင်,Kyet Ta Nyin,village,16.573,95.1554
ကကလ,Ka Ka La,village,16.582,95.2184
အူကျွန်းတောကြီး,Au Kyun Taw Gyi,village,16.7028,95.1914
ဘမော် (အရှေ့),Ba Maw (East),village,16.4899,95.0759
အနောက်စု,Ah Nauk Su,village,16.538,95.1798
တလိုင်းစု,Ta Laing Su,village,16.3762,95.0953
မြို့ချောင်းလေး,Myo Chaung Lay,village,16.5091,95.1405
သရက်တော,Tha Yet Taw,village,16.6627,95.204
ကလ (တောင်),Ka La (South),village,16.6799,95.245
ပန်းကူး,Pan Ku,village,16.4335,95.0948
ကွက်သစ်,Kwet Thit,village,16.5604,95.1618
ဗန္ဓုလ,Ban Du La,village,16.6294,95.2225
ဆင်ကူး,Sin Ku,village,16.4886,95.1039
ကျုံစုပ်,Kyon Soke,village,16.7101,95.3437
အလမန်းချောင်း,Ah La Man Chaung,village,16.6089,95.2706
သူဌေးကုန်း,Thu Htay Kone,village,16.5595,95.1368
အဂါတ်,Ah Gat,village,16.5665,95.3062
ဘုရားကုန်း,Hpa Yar Kone,village,16.4574,95.1185
ကုက္ကို,Koke Ko,village,16.8065,95.232
စစ်ချောင်း,Sit Chaung,village,16.5048,95.2053
စလူးချောင်း,Sa Lu Chaung,village,16.5083,95.0981
ကျွဲကျွန်း,Kywe Kyun,village,16.8026,95.4339
တဝါ,Ta War,village,16.5476,95.2167
မဂူချောင်း,Ma Gu Chaung,village,16.3672,95.0244
ပေါက်တိန်း,Pauk Tein,village,16.5606,95.2184
ဘာဘူချောင်း,Bar BuChaung,village,16.5978,95.2177
အညာစု,Ah Nyar Su,village,16.5686,95.0815
ပိုက်တန်း,Paik Tan,village,16.7095,95.4221
ငါးမြင်းချောင်း,Nga Myin Chaung,village,16.4904,95.1559
ညောင်ဝိုင်း,Nyaung Waing,village,16.6156,95.1712
လတာကောက်,La Tar Kauk,village,16.3105,95.0829
ကုလားကျွန်း,Ku Lar Kyun,village,16.7409,95.4525
ကျုံပတုပ်ဝ,Kyon Pa Toke Wa,village,16.6911,95.2578
ကျောင်းစု,Kyaung Su,village,16.7545,95.3333
တလိုင်းစု,Ta Laing Su,village,16.599,95.1602
ဝဲချောင်းဝ,Wea Chaung Wa,village,16.4904,95.0885
လင်းနေချောင်း,Lin Nay Chaung,village,16.408,95.0728
တလုတ်ထော်,Ta Loke Htaw,village,16.7536,95.2053
သစ်ချိုင့်ဖျား,Thit Chaint Hpyar,village,16.4528,95.1734
ရေတွင်းကုန်း,Yae Twin Kone,village,16.4617,95.1439
ဒရင်း (အလယ်စု),Da Yin (Ah Lel Su),village,16.6401,95.1692
ကျုံပေါက်,Kyon Pauk,village,16.5712,95.1652
တလုပ်စု,Ta Loke Su,village,16.5515,95.1259
အထက်စု,Ah Htet Su,village,16.3809,95.1074
ပေချောင်းကလေး,Pay Chaung Ka Lay,village,16.4096,95.0636
သရက်တော,Tha Yet Taw,village,16.4653,95.1893
မြလေးချောင်,Mya Lay Chaung,village,16.5298,95.1208
အူကျွန်းရွာမ,Au Kyun Ywar Ma,village,16.7051,95.1879
ဒေါင့်ကြီး,Daunt Gyi,village,16.4788,95.0656
သပြုချောင်းတွင်း,Tha Pyu Chaung Twin,village,16.6674,95.2298
တဆေချောင်း,Ta Say Chaung,village,16.3653,95.0968
မြို့ချောင်းလေးအဝစု,Myo Chaung Lay Ah Wa Su,village,16.5073,95.1402
သဲကုန်း,Thea Kone,village,16.6678,95.2093
စောင်လှ,Saung Hla,village,16.69,95.2366
အောက်သက္ကယ်,Auk Thet Kei,village,16.6158,95.1289
တူးမြောင်း,Tu Myaung,village,16.4794,95.0724
ဘေးပေါက်,Bay Pauk,village,16.6352,95.2272
ညောင်ဝိုင်း,Nyaung Waing,village,16.6666,95.4022
မရမ်းချောင်း,Ma Yan Chaung,village,16.7296,95.3328
စာဖြူစု,Sar Hpyu Su,village,16.6072,95.2983
ကဝဲအင်းချောင်း,Ka Wea Inn Chaung,village,16.6073,95.2193
ဘလေး,Ba Lay,village,16.5776,95.3209
ကနစိုးချောင်း,Ka Na Soe Chaung,village,16.4783,95.1235
ကျုံထရိတ်,Kyon Hta Yeik,village,16.8227,95.237
သရက်ချောင်း,Tha Yet Chaung,village,16.5143,95.2244
အောင်ဒိုး,Aung Doe,village,16.3053,95.0935
သာယာကျွန်း,Thar Yar Kyun,village,16.7696,95.4599
ငှက်တောင်ချောင်း,Hnget Taung Chaung,village,16.5876,95.1858
ငစချောင်း,Nga Sa Chaung,village,16.3905,95.0437
ပိတောက်ကုန်း,Pi Tauk Kone,village,16.5582,95.2129
ကျုံကနောင်,Kyon Ka Naung,village,16.6034,95.2237
ခွေးလေးရေကျော်,Khway Lay Yae Kyaw,village,16.542,95.1016
စစ်တန်း,Sit Tan,village,16.7038,95.4228
ပိုက်တန်း,Paik Tan,village,16.4826,95.1671
တရုပ်ချောင်း,Ta Yoke Chaung,village,16.629,95.1796
ဂရက်စု,Ga Yet Su,village,16.7215,95.1986
ကုလားကျွန်းသောင်,Ku Lar Kyun Thaung,village,16.7432,95.4597
ကျွဲလမ်း,Kywe Lan,village,16.673,95.2506
ကျုံကတန်,Kyon Ka Tan,village,16.7404,95.372
တိုက်ကုလား (မြောက်),Taik Ku Lar (North),village,16.708,95.3148
ရိုးကြီး,Yoe Gyi,village,16.4925,95.0918
မဲဇလီချောင်း,Me Za Li Chaung,village,16.4054,95.0641
ဝဲကြီး,Wea Gyi,village,16.7474,95.1907
ထီးပနန်းထမ်းပင်စု,Htee Pa Nan Htan Pin Su,village,16.5968,95.1557
ငှက်ပျောချောင်း,Hnget Pyaw Chaung,village,16.6439,95.4005
ကျုံစိန်အဝစု,Kyon Sein Ah Wa Su,village,16.5881,95.1749
သာယာကုန်း,Thar Yar Kone,village,16.5644,95.1335
အောက်စု,Auk Su,village,16.3688,95.1141
ကျောင်းစု,Kyaung Su,village,16.5316,95.2125
လေးအိမ်တန်း,Lay Ein Tan,village,16.5235,95.2383
ဖို့ခမီဒေါင့်,Hpoet Kha Mi Daunt,village,16.5416,95.3411
အောက်ပေကုန်း,Auk Pay Kone,village,16.4434,95.1077
ကျုံတိုင်,Kyon Taing,village,16.497,95.0681
ကွင်းချောင်း,Kwin Chaung,village,16.4092,95.1653
ကြံခင်းစု,Kyan Khin Su,village,16.6181,95.1496
ကစကဲ,Ka Sa Ke,village,16.6534,95.2495
ရွာသစ်,Ywar Thit,village,16.6752,95.2169
ကလိပ်,Ka Leik,village,16.7056,95.2653
ကြံခင်းစု,Kyan Khin Su,village,16.6111,95.1318
ရေကျော်,Yae Kyaw,village,16.4762,95.0958
ကောင်းစုမြစ်ကြီးဘိုး,Kaung Su Myit Gyi Boe,village,16.6223,95.2179
စပ်ထုံးရွာမ,Sat Htone Ywar Ma,village,16.6823,95.4032
အဝဗျဲ,Ah Wa Bye,village,16.5193,95.0991
အုံးပင်စု,Ohn Pin Su,village,16.5461,95.2963
ကျွဲလမ်း,Kywe Lan,village,16.5974,95.2335
ဒိုင်းဘောင်,Daing Baung,village,16.5811,95.3185
ခါးပြတ်,Khar Pyat,village,16.4909,95.119
ကျုံပတော,Kyon Pa Taw,village,16.7913,95.2197
တူးချောင်း,Tu Chaung,village,16.5068,95.1977
နောက်ပြန်ထိုး,Nauk Pyan Htoe,village,16.3493,95.0986
သောင်တန်း,Thaung Tan,village,16.7989,95.4185
ကဝဲညောင်ချောင်း,Ka Wea Nyaung Chaung,village,16.6027,95.1967
ဓနုံးချောင်း,Da None Chaung,village,16.668,95.1669
အဂါတ်လက်ပန်,Ah Gat Let Pan,village,16.7037,95.2756
ကျွန်းဒိပ်,Kyun Deik,village,16.6105,95.191
မီးသွေးကုန်း,Mee Thway Kone,village,16.5533,95.0955
တံခွန်တိုင်,Ta Khun Taing,village,16.7326,95.4286
တုံးလဲချောင်း,Tone Le Chaung,village,16.4741,95.1617
သပြုချောင်း,Tha Pyu Chaung,village,16.6269,95.1972
ထုံးဘို,Htone Bo,village,16.7124,95.2246
ကူးတို့ဆိပ်သောင်တန်း,Ku Toet Seik Thaung Tan,village,16.7396,95.4558
ဓနှုံးချောင်း,Da Hnone Chaung,village,16.5358,95.2534
ထိန်ကုန်း,Htein Kone,village,16.5792,95.1313
တိုက်ကုလား (တောင်),Taik Ku Lar (South),village,16.7032,95.3185
ညောင်သုံးပင်,Nyaung Thone Pin,village,16.8254,95.2695
ငါးအိမ်တန်း,Ngar Ein Tan,village,16.4035,95.0495
ရွာသစ်ကုန်း,Ywar Thit Kone,village,16.7537,95.2334
ထီးပနန်းကျောင်းစု,Htee Pa Nan Kyaung Su,village,16.5941,95.1364
ချောင်းကောက်,Chaung Kauk,village,16.5103,95.1179
ဝဲကွေ့,Wea Kwayt,village,16.5677,95.1654
အောင်ဒိုး,Aung Doe,village,16.4035,95.1578
ကျူတော,Kyu Taw,village,16.3644,95.1266
မောင်းဒီး,Maung Dee,village,16.5223,95.1891
ကျောင်းစု,Kyaung Su,village,16.6724,95.1868
သရွက်မြိုက်,Tha Ywet Myaik,village,16.5402,95.2473
စစ်တန်းလေးအိမ်တန်း,Sit Tan Lay Ein Tan,village,16.5584,95.37
ကုန်းကြီး,Kone Gyi,village,16.4461,95.1121
ငါးကျင်းချောင်း,Ngar Kyin Chaung,village,16.4841,95.0624
ငွေပန်းချောင်း,Ngwe Pan Chaung,village,16.4165,95.1652
တံတားကြီး,Ta Dar Gyi,village,16.622,95.1501
ကျွဲလမ်းကြီး,Kywe Lan Gyi,village,16.74,95.2152
မိုးမခ,Moe Ma Kha,village,16.7409,95.1998
ငှက်ပျောတောစု,Hnget Pyaw Taw Su,village,16.5873,95.1358
စစ်ဖတ်ချောင်း,Sit Hpat Chaung,village,16.6023,95.1246
ကျွန်းဒိပ်,Kyun Deik,village,16.4916,95.1877
သံဒင်း,Than Din,village,16.6379,95.2301
ထောက်ရှာကုန်း,Htauk Shar Kone,village,16.3309,95.064
ခေါင်းပေါင်းဖြူ,Gaung Paung Hpyu,village,16.5116,95.1003
သီလှချောင်း,Thi Hla Chaung,village,16.5394,95.2825
ကဝဲဓနုံးချောင်း,Ka Wea Da None Chaung,village,16.5375,95.2228
တမန်းချောင်း,Ta Man Chaung,village,16.5879,95.3126
ညောင်ပင်ဆိပ် (အောက်စု),Nyaung Pin Seik (Auk Su),village,16.6913,95.1722
လက်ပန်ကုန်း,Let Pan Kone,village,16.8155,95.2568
ရှောက်ချောင်း,Shauk Chaung,village,16.4624,95.1307
ညောင်ချောင်း,Nyaung Chaung,village,16.333,95.1134
တြိန်းကျွန်း,Tyein Kyun,village,16.7942,95.4257
ခမောက်စု,Kha Mauk Su,village,16.5922,95.1977
မဲဇလီချောင်းဖျား,Me Za Li Chaung Hpyar,village,16.6776,95.1738
ကလိပ်,Ka Leik,village,16.7072,95.2667
မြဝတီ,Mya Wa Di,village,16.5998,95.2003
ထီးပနန်းလက်တက်,Htee Pa Nan Let Tet,village,16.6012,95.1545
ရေကျော်,Yae Kyaw,village,16.4948,95.1567
ဦးကြီးတော်,U Gyi Taw,village,16.6351,95.1823
ကံကွင်းရွာမ,Kan Kwin Ywar Ma,village,16.7109,95.1996
