latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city
26.28,95.73,110.0,3.8,ml,,,,,,in_THRjbGo2T1FiLytjVXlyQnBSTW9mQT09,2021-01-31T14:00:00.000Z,"Sagaing Region, Myanmar (Burma)","121km E of Mokokchung, Nagaland, India",MM,Asia,earthquake,1612101201,1612100765,0,,,2021-01-31 13:46:05,2021-01-31 20:16:05,Saigang,Myitkyina
15.155,96.509,10.0,4.0,ml,,,,,,th_7188,2021-01-29T19:25:48.000Z,Myanmar (Burma),Near South Coast of Myanmar,MM,Asia,earthquake,1611949104,1611948348,0,,,2021-01-29 19:25:48,2021-01-30 01:55:48,,Mawlamyine
25.96,95.66,16.0,3.8,ml,,,,,,in_Yk0wK2tXYTJzVHE0WGcxVmNlQ3BXUT09,2021-01-27T19:10:00.000Z,Chukat,Myanmar,MM,Asia,earthquake,1611774068,1611773785,1,,,2021-01-27 18:56:25,2021-01-28 01:26:25,Saigang,Myitkyina
26.3,95.85,61.0,3.9,ml,,,,,,in_b240SEhpaFdFazU1REF5RGRremNHdz09,2021-01-26T19:23:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar-india Border Region,MM,Asia,earthquake,1611686598,1611686320,1,,,2021-01-26 18:38:40,2021-01-27 01:08:40,Saigang,Myitkyina
20.207,98.976,4.0,1.9,ml,,,,,,th_7185,2021-01-26T00:26:16.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1611621432,1611620776,0,,,2021-01-26 00:26:16,2021-01-26 06:56:16,Shan,Kengtung
24.3721,95.0514,119.12,4.3,mb,,105.0,0.699,1.28,us,in_ZVNrUDBwRDQxczNYejBEeDE1ckwvdz09,2021-01-25T04:01:42.746Z,Shwe Htee Kone,"102km ESE of Wāngjing, India",MM,Asia,earthquake,1611350352,1611350083,1,,,2021-01-22 21:14:43,2021-01-23 03:44:43,Saigang,Kalay
28.84,94.72,10.0,2.8,ml,,,,,,in_aEo4V0ZCZEdkd0t2ZVozUnNuVEFKUT09,2021-01-21T16:50:15.000Z,,Myanmar,MM,Asia,earthquake,1611248371,1611247815,0,,,2021-01-21 16:50:15,2021-01-21 23:20:15,,Putao
24.84,94.72,10.0,2.8,ml,,,,,,in_bjErR01KYW5BSURqMjk0SUJNb2JrZz09,2021-01-21T17:00:00.000Z,"Sagaing Region, Myanmar (Burma)","24km ESE of Ukhrul, Manipur, India",MM,Asia,earthquake,1611248115,1611247815,0,,,2021-01-21 16:50:15,2021-01-21 23:20:15,Saigang,Kalay
19.526,95.847,5.0,2.9,ml,,,,,,th_7182,2021-01-21T13:35:04.000Z,"Naypyidaw Union Territory, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1611237912,1611236104,0,,,2021-01-21 13:35:04,2021-01-21 20:05:04,Mandalay,Naypyidaw
22.02,94.5,10.0,3.5,ml,,,,,,in_RndFblpVNFd5QitSZ2J4YVAzeUlCUT09,2021-01-20T22:33:15.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1611183653,1611181995,0,,,2021-01-20 22:33:15,2021-01-21 05:03:15,Saigang,Monywa
