latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km,shakemapURL,shakemapLastUpdated
22.8604,95.8765,10.0,4.9,mb,,55.0,3.888,0.46,us,usb000jwlv,2022-05-03T16:26:41.795Z,,"37 km NNE of Shwebo, Myanmar",MM,Asia,earthquake,0,0,1,,,2013-09-20 11:53:26,2013-09-20 18:23:26,Sagaing,Kanbalu,Kanbalu,Saik Kwin Loke Thar,village,3.7,,
22.9341,95.9607,4.0,5.7,mww,,30.0,3.995,0.44,us,usb000jwly,2022-05-03T17:38:52.445Z,,"48 km NE of Shwebo, Myanmar",MM,Asia,earthquake,0,0,1,,,2013-09-20 12:24:46,2013-09-20 18:54:46,Sagaing,Kanbalu,Kanbalu,Ka Beit Gyi,village,1.6,,
21.3987,100.6775,9.38,4.0,mb,,73.0,3.01,0.83,us,usb000jxip,2013-12-09T21:11:13.000Z,,"65 km S of Jinghong, China",MM,Asia,earthquake,0,0,1,,,2013-09-22 09:59:31,2013-09-22 16:29:31,Shan,Tachileik,Mongyawng,,village,1.7,,
24.8368,94.7407,91.29,4.2,mb,,108.0,2.712,0.63,us,usb000k1re,2013-12-13T09:00:36.000Z,,"72 km ENE of Yairipok, India",MM,Asia,earthquake,0,0,1,,,2013-09-28 19:50:32,2013-09-29 02:20:32,Sagaing,Hkamti,Homalin,Hu Hpar,village,7.0,,
23.1303,95.9927,9.6,4.4,mb,,95.0,4.153,0.49,us,usb000ka7a,2013-12-24T01:42:58.000Z,,"58 km WNW of Mogok, Myanmar",MM,Asia,earthquake,0,0,1,,,2013-10-10 17:54:53,2013-10-11 00:24:53,Mandalay,Pyinoolwin,Thabeikkyin,Twin Nge,village,3.6,,
23.0293,94.4506,96.78,4.4,mb,,154.0,2.613,0.38,us,usb000kx68,2013-12-30T23:41:17.000Z,,"68 km S of Mawlaik, Myanmar",MM,Asia,earthquake,0,0,1,,,2013-10-21 20:11:34,2013-10-22 02:41:34,Sagaing,Kale,Mingin,Yon Htaung,village,1.9,,
25.2388,95.5348,44.81,4.0,mb,,166.0,3.343,0.75,us,usb000ky9i,2014-01-03T00:32:56.000Z,,"114 km ESE of Phek, India",MM,Asia,earthquake,0,0,1,,,2013-10-28 01:08:09,2013-10-28 07:38:09,Sagaing,Hkamti,Homalin,Thea Inn Kye,village,16.1,,
23.0264,94.4265,84.87,4.6,mb,,18.0,2.591,0.75,us,usc000kqin,2014-01-10T10:03:34.000Z,,"68 km S of Mawlaik, Myanmar",MM,Asia,earthquake,0,0,1,,,2013-10-29 07:51:27,2013-10-29 14:21:27,Sagaing,Kale,Mingin,Yon Htaung,village,1.1,,
24.4844,94.6661,88.79,4.4,mb,,35.0,2.767,1.18,us,usb000kwcc,2014-01-31T21:22:17.000Z,,"62 km E of W?ngjing, India",MM,Asia,earthquake,0,0,1,,,2013-11-12 19:52:14,2013-11-13 02:22:14,Sagaing,Hkamti,Homalin,Sedaw,village,2.5,,
26.2586,96.153,89.8,4.5,mb,,95.0,3.93,0.81,us,usb000la0x,2014-02-12T01:08:35.000Z,,"65 km W of Sarupathar, India",MM,Asia,earthquake,0,0,1,,,2013-11-27 17:29:33,2013-11-27 23:59:33,Kachin,Myitkyina,Tanai,Wan Ma Lar,village,2.5,,
23.0163,96.1736,17.03,4.1,mb,,154.0,4.686,0.72,us,usb000lcpm,2014-02-15T01:32:07.000Z,,"36 km WNW of Mogok, Myanmar",MM,Asia,earthquake,0,0,1,,,2013-12-03 10:02:58,2013-12-03 16:32:58,Mandalay,Pyinoolwin,Thabeikkyin,Kyauk Gyi,village,8.4,,
23.0989,94.2789,95.54,4.1,mb,,92.0,2.467,0.93,us,usc000ln84,2014-02-21T23:00:55.000Z,,"61 km SSW of Mawlaik, Myanmar",MM,Asia,earthquake,0,0,1,,,2013-12-15 07:35:39,2013-12-15 14:05:39,Sagaing,Kale,Kalewa,Sa Khan Gyi,village,5.8,,
20.5592,94.7299,93.96,4.8,mb,,62.0,1.782,0.57,us,usc000lxnw,2014-02-27T21:37:28.000Z,,"18 km NW of Yenangyaung, Myanmar",MM,Asia,earthquake,0,0,1,,,2013-12-23 16:16:48,2013-12-23 22:46:48,Magway,Minbu,Salin,Ta Taung Kan,village,1.8,,
22.6063,94.3609,109.25,4.3,mb,,49.0,2.512,0.87,us,usc000ly9a,2014-02-28T08:44:07.000Z,,"77 km E of Hakha, Myanmar",MM,Asia,earthquake,0,0,1,,,2013-12-25 13:25:48,2013-12-25 19:55:48,Sagaing,Kale,Mingin,Pyar,village,5.9,,
21.6226,94.0575,76.58,4.6,mb,,78.0,2.472,0.71,us,usb000m2pu,2014-02-28T08:44:14.000Z,,"111 km WNW of Pakokku, Myanmar",MM,Asia,earthquake,0,0,1,,,2013-12-30 21:08:17,2013-12-31 03:38:17,Chin,Mindat,Mindat,Taung Bet,village,6.5,,
