latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt
23.5740000,93.0370000,33.0000,4.60,mb,,,,0.6,us,usp0004md1,2014-11-07T00:47:53.884Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1991-01-31 12:09:08,1991-01-31 18:39:08
26.0290000,95.2920000,33.0000,5.00,mb,,,,1,us,usp0004m9u,2014-11-07T00:47:53.493Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1991-01-28 22:24:46,1991-01-29 04:54:46
24.7330000,97.0010000,33.0000,4.80,mb,,,,1.1,us,usp0004m68,2014-11-07T00:47:52.961Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1991-01-26 17:20:49,1991-01-26 23:50:49
24.7330000,95.2320000,115.2000,5.30,mb,,,,1.1,us,usp0004m23,2014-11-07T00:47:52.232Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-01-23 06:07:08,1991-01-23 12:37:08
23.8480000,96.2210000,33.0000,3.80,mb,,,,0.3,us,usp0004km1,2014-11-07T00:47:49.903Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-01-13 06:35:44,1991-01-13 13:05:44
23.4990000,95.7200000,33.0000,4.70,mb,,,,0.9,us,usp0004kg8,2014-11-07T00:47:49.012Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-01-10 19:54:22,1991-01-11 02:24:22
24.0120000,95.9780000,31.9000,5.20,mb,,,,1.4,us,usp0004k8m,2014-11-07T00:47:46.739Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-01-05 16:04:14,1991-01-05 22:34:14
23.8000000,95.9630000,33.0000,4.30,mb,,,,1.4,us,usp0004k8h,2014-11-07T00:47:46.721Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-01-05 15:38:55,1991-01-05 22:08:55
23.6130000,95.9010000,19.7000,7.00,mw,,,,1.3,us,usp0004k8g,2015-02-12T22:20:20.343Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-01-05 14:57:11,1991-01-05 21:27:11
24.6700000,95.5530000,33.0000,4.80,mb,,,,0.4,us,usp0004k51,2014-11-07T00:47:44.779Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-01-03 07:05:32,1991-01-03 13:35:32
26.3180000,97.2260000,33.0000,4.00,mb,,,,1.5,us,usp0004pn4,2014-11-07T00:48:14.725Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-03-27 22:08:04,1991-03-28 04:38:04
15.7550000,95.7050000,33.0000,4.30,mb,,,,1.2,us,usp0004pmz,2014-11-07T00:48:14.715Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,1991-03-27 18:30:58,1991-03-28 01:00:58
15.6930000,96.1880000,33.0000,4.50,ms,,,,1.3,us,usp0004pkz,2014-11-07T00:48:14.363Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,1991-03-27 05:00:16,1991-03-27 11:30:16
24.1510000,95.9230000,33.0000,3.90,mb,,,,0.6,us,usp0004nxh,2014-11-07T00:48:11.425Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-03-11 07:54:34,1991-03-11 14:24:34
25.0310000,95.3370000,109.0000,4.40,mb,,,,1,us,usp0004nst,2014-11-07T00:48:10.415Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-03-07 20:58:48,1991-03-08 03:28:48
23.8160000,95.8780000,33.0000,4.30,mb,,,,1.3,us,usp0004njk,2014-11-07T00:48:07.840Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-03-01 14:00:13,1991-03-01 20:30:13
20.4990000,97.9720000,33.0000,4.40,mb,,,,1,us,usp0004qrb,2014-11-07T00:48:26.892Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-04-24 01:34:03,1991-04-24 08:04:03
23.1790000,95.8130000,33.0000,4.10,mb,,,,1.4,us,usp0004qky,2014-11-07T00:48:25.096Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-04-21 06:57:24,1991-04-21 13:27:24
23.9250000,93.8070000,33.0000,3.50,mb,,,,1.4,us,usp0004qcg,2014-11-07T00:48:22.838Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1991-04-15 16:03:03,1991-04-15 22:33:03
15.8440000,95.7010000,12.7000,5.40,ms,,,,1,us,usp0004ptq,2015-02-12T22:04:38.828Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,1991-04-01 05:45:20,1991-04-01 12:15:20
15.7460000,95.7380000,15.0000,6.00,mw,,,,1,us,usp0004pth,2015-02-12T23:49:25.968Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,1991-04-01 03:53:04,1991-04-01 10:23:04
23.7240000,96.0530000,33.8000,4.60,mb,,,,1.2,us,usp0004mwa,2014-11-07T00:47:59.710Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-02-13 10:34:04,1991-02-13 17:04:04
25.2730000,95.4100000,137.8000,4.00,mb,,,,0.3,us,usp0004mms,2014-11-07T00:47:58.264Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-02-06 19:38:41,1991-02-07 02:08:41
20.6790000,94.6660000,112.7000,4.40,mb,,,,1.1,us,usp0004mfx,2014-11-07T00:47:56.843Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-02-02 11:35:45,1991-02-02 18:05:45
24.6490000,94.3640000,142.3000,4.70,mb,,,,0.1,us,usp0004s76,2014-11-07T00:48:37.870Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1991-05-28 20:04:50,1991-05-29 02:34:50
25.2630000,95.1700000,85.8000,4.60,mb,,,,1.1,us,usp0004s2n,2014-11-07T00:48:37.394Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-05-25 17:07:34,1991-05-25 23:37:34
25.4880000,98.2610000,33.0000,3.90,mb,,,,0.5,us,usp0004rjb,2014-11-07T00:48:34.199Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1991-05-12 13:16:13,1991-05-12 19:46:13
26.4560000,96.2370000,107.1000,4.90,mb,,,,1.3,us,usp0004rh3,2014-11-07T00:48:34.029Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-05-11 17:34:08,1991-05-12 00:04:08
20.8220000,96.6100000,33.0000,4.20,mb,,,,1.4,us,usp0004tmf,2014-11-07T00:48:47.967Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-06-30 22:50:11,1991-07-01 05:20:11
21.5310000,94.0200000,55.0000,5.00,mb,,,,1,us,usp0004tdg,2014-11-07T00:48:47.254Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-06-25 20:34:57,1991-06-26 03:04:57
23.2630000,94.4780000,104.1000,4.00,mb,,,,0.4,us,usp0004tcr,2014-11-07T00:48:47.198Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-06-25 06:08:10,1991-06-25 12:38:10
24.8890000,98.8350000,33.0000,4.50,mb,,,,1.2,us,usp0004uu2,2014-11-07T00:48:59.507Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1991-07-31 11:20:52,1991-07-31 17:50:52
24.5630000,95.1200000,119.4000,4.60,mb,,,,1.1,us,usp0004ur5,2014-11-07T00:48:59.212Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-07-29 00:40:19,1991-07-29 07:10:19
22.2300000,94.3700000,88.3000,4.50,mb,,,,1,us,usp0004ukp,2014-11-07T00:48:57.802Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1991-07-24 19:35:58,1991-07-25 02:05:58
