latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km,shakemapURL,shakemapLastUpdated
22.929,94.1357,52.67,4.2,mb,,142,3.35,0.62,us,usb000m77k,2014-03-07T00:26:01.000Z,,"47 km E of Falam, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-01-07 16:32:10,2014-01-07 23:02:10,Sagaing,Kale,Kale,Sin,village,6.8,,
21.4081,93.9132,59.42,4.1,mb,,96,1.592,0.63,us,usb000m8r0,2014-03-15T03:39:04.000Z,,"109 km WNW of Chauk, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-01-11 02:04:04,2014-01-11 08:34:04,Chin,Mindat,Mindat,Hleikawng,village,2.2,,
22.1231,92.7127,32.08,4.1,mb,,124,1.133,0.43,us,usc000mi0d,2014-03-22T00:05:26.000Z,,"49 km SW of Saiha, India",MM,Asia,earthquake,0,0,1,,,2014-01-20 13:18:26,2014-01-20 19:48:26,Chin,Mindat,Paletwa,Myeik Wa,village,4.2,,
23.8426,93.9346,70.85,4.0,mb,,101,2.406,0.61,us,usc000mk9k,2014-03-27T18:15:37.000Z,,"52 km WNW of Mawlaik, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-01-24 00:51:35,2014-01-24 07:21:35,Chin,Falam,Tonzang,Khiangkang,village,3.8,,
22.6167,95.7353,24.58,4.1,mb,,77,3.889,1.15,us,usb000m7tx,2014-03-27T18:15:39.000Z,,"6 km NE of Shwebo, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-01-24 23:25:25,2014-01-25 05:55:25,Sagaing,Shwebo,Shwebo,Peik Taw,village,2.2,,
23.0007,95.9078,12.43,5.2,mb,,50,4.006,1.24,us,usb000m8ca,2022-05-03T16:39:26.234Z,,"52 km NNE of Shwebo, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-01-26 12:38:37,2014-01-26 19:08:37,Sagaing,Kanbalu,Kanbalu,Pa Zi Gyi,village,1.4,,
23.8428,93.9581,59.11,5.1,mb,,19,2.425,0.68,us,usc000mcu0,2022-05-03T16:39:38.987Z,,"50 km WNW of Mawlaik, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-01-29 13:46:50,2014-01-29 20:16:50,Chin,Falam,Tonzang,Khiangkang,village,3.8,,
22.8394,94.3778,90.83,4.7,mb,,28,2.53,1.15,us,usc000mdkf,2014-04-08T01:43:17.000Z,,"72 km E of Falam, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-01-30 12:17:14,2014-01-30 18:47:14,Sagaing,Kale,Mingin,Kyauk Tan,village,2.3,,
22.7971,96.0226,13.81,4.4,mb,,128,3.91,0.89,us,usc000mfqb,2014-04-08T01:43:23.000Z,,"41 km NE of Shwebo, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-02-02 16:45:24,2014-02-02 23:15:24,Mandalay,Pyinoolwin,Thabeikkyin,Leik Kya,village,2.5,,
27.4652,96.9988,47.88,4.5,mb,,75,4.98,0.94,us,usc000mj84,2014-04-22T18:30:06.000Z,,"80 km SSE of Hayuliang, India",MM,Asia,earthquake,0,0,1,,,2014-02-06 15:07:53,2014-02-06 21:37:53,Kachin,Puta-O,Puta-O,Hkar Lang,village,14.3,,
23.7689,96.0719,51.92,4.1,mb,,98,4.232,0.47,us,usc000mluk,2014-04-22T18:30:11.000Z,,"104 km NNW of Mogok, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-02-09 23:24:30,2014-02-10 05:54:30,Sagaing,Katha,Tigyaing,La Paing Tin,village,2.4,,
22.6262,94.5476,92.4,4.5,mb,,91,2.684,0.56,us,usb000my32,2014-04-30T21:18:19.000Z,,"83 km NW of Monywa, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-02-13 16:08:21,2014-02-13 22:38:21,Sagaing,Yinmarbin,Kani,Yin Thwin,village,3.3,,
25.3458,96.5402,49.69,4.1,mb,,121,4.24,0.34,us,usc000n8xs,2014-05-13T21:36:46.000Z,,"86 km W of Myitkyina, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-03-01 03:22:06,2014-03-01 09:52:06,Kachin,Mohnyin,Mohnyin,Aing Lay Tu,village,8.9,,
19.1942,95.7207,24.93,5.1,mb,,33,2.122,0.58,us,usc000n5yd,2022-05-03T16:44:47.304Z,,"56 km ESE of Myaydo, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-03-09 16:02:59,2014-03-09 22:32:59,Magway,Thayet,Aunglan,Aing Waing,village,1.9,,
23.8952,93.8661,63.44,4.3,mb,,115,2.377,1.07,us,usc000nnyl,2014-05-16T21:51:41.000Z,,"52 km SSE of Chur?ch?ndpur, India",MM,Asia,earthquake,0,0,1,,,2014-03-15 05:09:12,2014-03-15 11:39:12,Chin,Falam,Tonzang,Sihpek,village,2.9,,
22.9114,95.9723,22.09,4.4,mb,,71,3.987,0.91,us,usc000nfvi,2014-05-16T21:51:48.000Z,,"47 km NE of Shwebo, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-03-18 19:20:45,2014-03-19 01:50:45,Mandalay,Pyinoolwin,Thabeikkyin,Hman Thar,village,1.1,,
23.362,94.4366,71.15,4.5,mb,,37,2.662,0.83,us,usc000nhzd,2014-05-24T00:54:34.000Z,,"31 km S of Mawlaik, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-03-20 04:00:21,2014-03-20 10:30:21,Sagaing,Kale,Kalewa,Tha Yet Taw,village,1.6,,
22.9777,94.2498,86.24,4.5,mb,,61,2.424,0.64,us,usc000nkwj,2014-05-24T00:54:40.000Z,,"59 km E of Falam, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-03-22 08:35:34,2014-03-22 15:05:34,Sagaing,Kale,Mingin,Min Su,village,5.9,,
25.9277,96.7983,50.45,4.1,mb,,121,6.273,1.0,us,usc000p5a5,2014-05-29T23:32:05.000Z,,"30 km S of Sarupathar, India",MM,Asia,earthquake,0,0,1,,,2014-03-26 14:31:25,2014-03-26 21:01:25,Kachin,Mohnyin,Hpakant,Shar Du Zut,village,13.7,,
26.4089,95.8483,97.33,4.1,mb,,114,3.689,0.83,us,usc000nu6m,2014-05-29T23:32:06.000Z,,"72 km SSE of Khonsa, India",MM,Asia,earthquake,0,0,1,,,2014-03-28 03:09:53,2014-03-28 09:39:53,Sagaing,Hkamti,Hkamti,Mu Kee,village,7.5,,
22.6909,96.0692,13.14,4.1,mb,,156,4.702,0.88,us,usb000qqug,2014-07-14T20:11:14.000Z,,"40 km ENE of Shwebo, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-04-24 22:49:50,2014-04-25 05:19:50,Mandalay,Pyinoolwin,Singu,Kan Taung,village,3.0,,
23.157,94.3501,89.17,4.3,mb,,122,2.541,0.62,us,usb000qwhh,2014-07-27T21:51:13.000Z,,"54 km S of Mawlaik, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-04-30 07:46:57,2014-04-30 14:16:57,Sagaing,Kale,Kalewa,Shwe Kyin,village,0.5,,
25.2405,95.1224,97.0,4.4,mb,,90,4.079,0.86,us,usb000r69q,2014-08-26T01:21:01.000Z,,"78 km SE of Phek, India",MM,Asia,earthquake,0,0,1,,,2014-05-28 03:19:11,2014-05-28 09:49:11,Sagaing,Hkamti,Homalin,Hpaing Kun,village,0.7,,
24.2536,94.4977,85.55,4.6,mb,,75,2.731,0.36,us,usc000r8fh,2014-08-26T01:21:02.000Z,,"57 km SE of W?ngjing, India",MM,Asia,earthquake,0,0,1,,,2014-05-29 03:23:46,2014-05-29 09:53:46,Sagaing,Tamu,Tamu,,village,11.1,,
16.5243,95.6809,22.44,4.7,mb,,35,3.658,0.87,us,usc000r9hr,2022-07-26T16:04:57.258Z,,"9 km NNW of Kyaiklat, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-05-31 17:31:47,2014-06-01 00:01:47,Ayeyarwady,Pyapon,Kyaiklat,Htein Kyun,village,1.1,,
24.8779,97.7542,17.5,4.5,mb,,102,4.53,0.63,us,usc000rabz,2014-08-26T01:21:11.000Z,,"66 km SSE of Myitkyina, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-06-03 05:34:50,2014-06-03 12:04:50,Kachin,Myitkyina,Waingmaw,石竹河,village,2.4,,
22.5351,93.3926,55.25,4.6,mb,,67,1.623,0.59,us,usc000rarb,2014-08-30T17:02:56.000Z,,"25 km WSW of Hakha, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-06-04 07:20:14,2014-06-04 13:50:14,Chin,Hakha,Thantlang,,village,3.0,,
23.3067,94.1108,67.31,4.4,mb,,100,3.047,0.77,us,usc000rcms,2014-08-30T17:02:56.000Z,,"47 km SW of Mawlaik, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-06-07 22:23:21,2014-06-08 04:53:21,Sagaing,Kale,Kale,Nan Ba Ho,village,0.6,,
19.6266,96.1897,27.03,4.6,mb,,44,2.725,0.84,us,usc000rcpy,2014-08-30T17:02:56.000Z,,"12 km S of Pyinmana, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-06-08 09:15:02,2014-06-08 15:45:02,Mandalay,Det Khi Na,Lewe,Thaw Hmaw Kone,village,1.0,,
20.5472,99.9555,10.0,4.4,mb,,75,1.969,0.65,us,usc000rcvg,2014-08-30T17:02:56.000Z,,"13 km NE of Tachilek, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-06-09 12:59:27,2014-06-09 19:29:27,Shan,Tachileik,Tachileik,Yang Hkam,village,0.5,,
23.2957,94.3076,45.51,4.2,mb,,125,3.178,0.61,us,usc000rdzi,2014-09-12T15:47:13.000Z,,"39 km SSW of Mawlaik, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-06-11 15:07:31,2014-06-11 21:37:31,Sagaing,Kale,Kalewa,Pan Chi Su,village,1.3,,
24.7211,95.1007,101.17,4.3,mb,,86,3.058,1.19,us,usc000rh4v,2014-09-19T17:22:41.000Z,,"105 km E of W?ngjing, India",MM,Asia,earthquake,0,0,1,,,2014-06-18 03:04:09,2014-06-18 09:34:09,Sagaing,Hkamti,Homalin,Taung Ywar Thit,village,2.2,,
25.8912,97.3375,10.0,4.1,mb,,113,4.941,1.07,us,usc000rijf,2014-09-19T17:22:50.000Z,,"56 km N of Myitkyina, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-06-20 03:13:37,2014-06-20 09:43:37,Kachin,Myitkyina,Myitkyina,In Sut Zwat,village,16.3,,
23.153,94.2199,64.24,4.1,mb,,153,2.423,0.9,us,usb000rvze,2014-09-19T17:22:31.000Z,,"57 km SSW of Mawlaik, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-06-24 03:52:25,2014-06-24 10:22:25,Sagaing,Kale,Kalewa,Chaung Kyin,village,5.4,,
24.156,94.4741,81.69,4.2,mb,,152,2.762,0.48,us,usb000rwlm,2014-10-10T08:02:17.000Z,,"57 km N of Mawlaik, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-07-13 22:50:47,2014-07-14 05:20:47,Sagaing,Tamu,Tamu,Yae Nan,village,9.2,,
21.7702,93.5718,54.58,4.5,mb,,193,4.093,0.8,us,usb000rz2i,2014-10-17T21:12:11.000Z,,"96 km S of Hakha, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-07-20 06:51:01,2014-07-20 13:21:01,Chin,Mindat,Mindat,Kyar Nan,village,6.4,,
23.7831,94.4006,41.3,4.1,mb,,160,2.917,0.64,us,usb000s1er,2014-10-25T01:49:42.000Z,,"15 km N of Mawlaik, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-07-29 07:42:41,2014-07-29 14:12:41,Sagaing,Mawlaik,Mawlaik,Mi Chaung Twin,village,4.1,,
22.4269,94.6179,121.57,4.6,mb,,66,4.401,0.71,us,usb000s1e1,2014-10-25T01:49:42.000Z,,"63 km WNW of Monywa, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-07-29 10:23:24,2014-07-29 16:53:24,Sagaing,Yinmarbin,Kani,Yae Yin,village,5.5,,
24.3849,94.7039,85.67,4.7,mb,,57,2.839,1.12,us,usb000s2p9,2014-10-29T19:52:53.000Z,,"68 km ESE of W?ngjing, India",MM,Asia,earthquake,0,0,1,,,2014-08-01 20:27:50,2014-08-02 02:57:50,Sagaing,Hkamti,Homalin,Taung Taw,village,2.5,,
24.593,94.5693,91.24,5.0,mb,,32,2.644,0.95,us,usb000s3dx,2022-07-26T22:23:46.385Z,,"51 km E of W?ngjing, India",MM,Asia,earthquake,0,0,1,,,2014-08-16 16:39:55,2014-08-16 23:09:55,Sagaing,Tamu,Tamu,Tha Nan (San Pya),village,1.3,,
19.713,95.663,32.61,4.2,mb,,70,2.205,0.57,us,usc000s7yp,2014-11-15T04:07:13.000Z,,"34 km SSE of Taungdwingyi, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-08-17 23:10:40,2014-08-18 05:40:40,Magway,Magway,Taungdwingyi,Pyin Chaung,village,2.3,,
18.2994,94.5089,49.45,4.3,mb,,80,3.424,0.9,us,usc000s8zt,2014-11-22T02:06:25.000Z,,"85 km W of Myanaung, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-08-21 23:15:35,2014-08-22 05:45:35,Rakhine,Thandwe,Thandwe,Myo Kwin (Upper),village,2.8,,
25.0074,95.365,134.14,4.7,mb,,41,3.225,0.59,us,usb000sa01,2014-12-05T23:36:37.040Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2014-09-06 17:12:18,2014-09-06 23:42:18,Sagaing,Hkamti,Homalin,Tin Chei,village,9.2,,
22.1989,93.244,10.0,5.4,mwb,,24,3.585,0.87,us,usb000samy,2022-07-27T01:19:59.293Z,,"42 km SE of Saiha, India",MM,Asia,earthquake,0,0,1,,,2014-09-09 09:28:22,2014-09-09 15:58:22,Chin,Hakha,Thantlang,Fartlang,village,2.5,,
20.5933,92.9736,10.0,4.5,mb,,170,5.056,0.82,us,usb000sfwp,2014-12-08T23:31:01.040Z,,"50 km N of Sittwe, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-09-15 08:19:25,2014-09-15 14:49:25,Rakhine,Sittwe,Ponnagyun,Aung Seik,village,1.3,,
24.5258,94.7457,90.15,4.3,mb,,147,2.818,1.03,us,usb000sfxh,2014-12-08T23:31:02.040Z,,"69 km E of W?ngjing, India",MM,Asia,earthquake,0,0,1,,,2014-09-15 21:38:59,2014-09-16 04:08:59,Sagaing,Mawlaik,Paungbyin,Lin Mu,village,1.6,,
26.2304,98.0613,10.0,4.3,mb,,131,4.363,0.9,us,usb000sd00,2014-12-08T23:31:03.040Z,,"115 km NE of Myitkyina, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-09-16 15:33:59,2014-09-16 22:03:59,Kachin,Myitkyina,Injangyang,Ma Kyang Gawt Nang,village,1.6,,
23.1078,94.3299,90.01,4.3,mb,,143,3.329,0.45,us,usb000sgdu,2014-12-19T00:05:19.040Z,,"59 km S of Mawlaik, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-09-17 10:04:40,2014-09-17 16:34:40,Sagaing,Kale,Kalewa,Khaung Tee (Daung Tee),village,2.6,,
23.4256,94.6821,95.97,4.5,mb,,146,5.106,0.82,us,usb000seh9,2014-12-19T00:05:23.040Z,,"37 km SE of Mawlaik, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-09-20 13:16:38,2014-09-20 19:46:38,Sagaing,Kale,Kalewa,Kyaung Gyi,village,13.3,,
18.2953,95.2938,59.14,4.5,mb,,98,3.469,1.01,us,usb000sk7j,2015-01-06T23:49:48.040Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2014-10-09 10:03:28,2014-10-09 16:33:28,Ayeyarwady,Hinthada,Myanaung,Tei Kone,village,0.7,,
23.6866,94.6864,108.67,4.6,mb,,63,3.184,0.87,us,usb000sq9d,2015-01-17T01:25:35.040Z,,"29 km E of Mawlaik, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-10-24 05:11:56,2014-10-24 11:41:56,Sagaing,Mawlaik,Mawlaik,Law Thar,village,2.3,,
24.8777,96.298,66.19,4.8,mb,,86,4.081,0.61,us,usc000svpv,2015-01-31T02:50:11.040Z,,"117 km NW of Bhamo, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-11-08 17:06:46,2014-11-08 23:36:46,Kachin,Mohnyin,Mohnyin,Ong San Hseng,village,4.1,,
24.8744,94.866,87.48,4.8,mb,,29,2.812,0.79,us,usc000svq2,2015-01-31T02:50:11.040Z,,"85 km ENE of Yairipok, India",MM,Asia,earthquake,0,0,1,,,2014-11-08 18:19:39,2014-11-09 00:49:39,Sagaing,Hkamti,Homalin,,village,0.2,,
19.4662,94.9167,67.46,4.6,mb,,61,3.862,0.82,us,usc000svzk,2022-07-27T07:20:31.299Z,,"32 km WNW of Thayetmyo, Myanmar",MM,Asia,earthquake,0,0,1,,,2014-11-10 10:34:29,2014-11-10 17:04:29,Magway,Thayet,Thayet,Pun Gyi,village,1.0,,
