latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city,place_type
22.736,93.592,73.0,4.2,mb,,,,0.8,us,usp00052ef,2014-11-07T00:49:57.718Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1992-01-30 17:54:19,1992-01-31 00:24:19,Chin,Hniarlawn,village
21.056,94.739,120.3,3.6,mb,,,,0.5,us,usp00052b8,2014-11-07T00:49:57.253Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-01-28 03:01:38,1992-01-28 09:31:38,Magway,Ah Shey Kan Twin,village
26.07,98.668,33.0,4.7,mb,,,,1.3,us,usp000527u,2014-11-07T00:49:56.694Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1992-01-25 15:12:31,1992-01-25 21:42:31,,Gulang,village
20.377,95.19,33.0,4.5,mb,,,,1.3,us,usp000525e,2014-11-07T00:49:56.478Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-01-23 21:48:13,1992-01-24 04:18:13,Magway,Tet Wun (North),village
21.507,94.446,96.6,4.5,mb,,,,0.9,us,usp00051da,2014-11-07T00:49:53.061Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-01-05 02:14:16,1992-01-05 08:44:16,Magway,Shwe Bon Thar,village
20.124,93.76,33.0,3.8,mb,,,,1.3,us,usp000534d,2014-11-07T00:50:06.154Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-02-15 18:51:09,1992-02-16 01:21:09,Rakhine,Paung Wa (Nay Pa Say),village
22.43,98.935,33.0,4.7,ms,,,,1.3,us,usp00056mx,2014-11-07T00:50:30.778Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-04-28 21:03:03,1992-04-29 03:33:03,Shan,Nawngkhiet,village
22.303,98.997,33.0,4.8,mb,,,,1.5,us,usp0005694,2014-11-07T00:50:29.155Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-04-23 18:18:11,1992-04-24 00:48:11,Shan,Vengkao,town
22.246,99.29,33.0,4.2,mb,,,,1.3,us,usp000568z,2014-11-07T00:50:29.146Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1992-04-23 17:38:50,1992-04-24 00:08:50,,Mansha,village
22.309,98.856,33.0,4.7,mb,,,,1.2,us,usp000568y,2014-11-07T00:50:29.139Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-04-23 17:15:02,1992-04-23 23:45:02,Shan,Man Hwe Wai,village
22.418,98.852,9.6,6.2,mw,,,,1.1,us,usp000568q,2015-02-12T20:50:32.161Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-04-23 15:32:49,1992-04-23 22:02:49,Shan,Kawng Hkar,village
22.437,98.904,12.0,6.1,mw,,,,1.1,us,usp000568g,2015-02-12T20:46:57.140Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-04-23 14:18:35,1992-04-23 20:48:35,Shan,Kawng Hkar,village
26.676,95.229,47.4,4.6,mb,,,,1.4,us,usp000561s,2014-11-07T00:50:28.402Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1992-04-20 07:29:41,1992-04-20 13:59:41,,Longwa,village
24.315,94.898,116.1,5.7,mw,,,,1.0,us,usp00055tv,2015-02-12T23:10:09.699Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1992-04-15 01:32:09,1992-04-15 08:02:09,Saigang,Kyun Taw,village
21.818,98.861,33.0,3.9,mb,,,,1.1,us,usp00055kk,2014-11-07T00:50:26.290Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-04-10 11:19:12,1992-04-10 17:49:12,Shan,Pang Hpein,village
27.95,96.434,33.0,4.3,mb,,,,1.3,us,usp00055jc,2014-11-07T00:50:25.959Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1992-04-09 16:30:33,1992-04-09 23:00:33,,Rahagam,village
26.067,98.57,10.0,4.0,mb,,,,1.2,us,usp00055a6,2014-11-07T00:50:24.262Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1992-04-03 23:03:03,1992-04-04 05:33:03,Kachin,Htan Dung,village
19.553,93.004,33.0,4.3,mb,,,,1.0,us,usp000559s,2014-11-07T00:50:24.146Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-04-03 18:09:33,1992-04-04 00:39:33,,Pa Din,village
21.328,98.668,33.0,4.2,mb,,,,1.2,us,usp00054y8,2014-11-07T00:50:19.603Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-03-28 02:50:12,1992-03-28 09:20:12,Shan,Wan Wein,village
20.462,93.916,50.0,4.1,mb,,,,0.9,us,usp00054x2,2014-11-07T00:50:19.372Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-03-27 07:53:42,1992-03-27 14:23:42,Rakhine,Lone Ton,village
20.927,94.586,96.7,5.6,mw,,,,1.0,us,usp00054wj,2015-02-12T21:13:27.464Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-03-27 00:05:20,1992-03-27 06:35:20,Magway,Yae Ma,village
24.874,95.231,106.0,5.2,mw,,,,1.0,us,usp00054ud,2015-02-11T17:16:02.000Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-03-25 22:32:34,1992-03-26 05:02:34,Saigang,Laung Hpaung,village
22.941,94.043,129.4,4.7,mb,,,,1.1,us,usp00054rk,2014-11-07T00:50:18.476Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-03-24 02:02:22,1992-03-24 08:32:22,Saigang,Khway Kyin,village
26.784,97.399,33.0,4.9,mb,,,,0.9,us,usp00054qn,2014-11-07T00:50:18.414Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-03-23 08:21:44,1992-03-23 14:51:44,Kachin,land mark,village
25.971,95.613,33.0,4.3,mb,,,,0.8,us,usp00054pa,2014-11-07T00:50:18.169Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-03-22 14:28:24,1992-03-22 20:58:24,Saigang,Ka Toe,village
23.218,94.713,83.0,4.6,mb,,,,1.3,us,usp000540j,2014-11-07T00:50:14.895Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-03-08 11:25:33,1992-03-08 17:55:33,Saigang,Thitsar Pann,town
23.414,94.573,83.7,4.0,mb,,,,1.4,us,usp00053pz,2014-11-07T00:50:11.090Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-03-01 15:37:23,1992-03-01 22:07:23,Saigang,Hin Tin,village
22.928,94.66,90.0,4.6,mb,,,,0.9,us,usp000589f,2014-11-07T00:50:42.351Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-05-28 14:08:12,1992-05-28 20:38:12,Saigang,Taung Hpyu,village
22.547,94.137,33.0,4.6,mb,,,,0.7,us,usp0005859,2014-11-07T00:50:41.613Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-05-27 02:47:09,1992-05-27 09:17:09,Magway,Chaung Kauk,village
23.315,99.892,33.0,3.8,mb,,,,1.0,us,usp00057gh,2014-11-07T00:50:38.115Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1992-05-17 04:17:56,1992-05-17 10:47:56,,Bangbing,town
23.262,99.939,33.0,4.6,mb,,,,1.1,us,usp00057f4,2014-11-07T00:50:37.891Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1992-05-16 08:32:57,1992-05-16 15:02:57,,Bangbing,town
23.62,93.89,60.3,4.3,mb,,,,1.2,us,usp000573z,2014-11-07T00:50:36.563Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1992-05-09 12:59:27,1992-05-09 19:29:27,Chin,Seksih,village
22.059,98.023,33.0,3.9,mb,,,,0.9,us,usp00056xm,2014-11-07T00:50:35.156Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-05-05 02:54:55,1992-05-05 09:24:55,Shan,Wan Kyu,village
19.583,94.419,54.8,4.6,mb,,,,0.6,us,usp00056s3,2014-11-07T00:50:33.101Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-05-01 08:09:45,1992-05-01 14:39:45,Magway,Myin Kwayt,village
22.949,95.95,33.0,4.5,mb,,,,1.1,us,usp00059gt,2014-11-07T00:50:52.357Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-06-23 03:34:48,1992-06-23 10:04:48,Saigang,Ywar Thar Yar,village
22.996,94.869,71.1,4.2,mb,,,,0.6,us,usp000594r,2014-11-07T00:50:50.114Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1992-06-15 03:57:38,1992-06-15 10:27:38,Saigang,Gway Tauk Kaing,village
