latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city
18.62,93.767,33.0,5.0,mb,,,,0.8,us,usp0006s4e,2014-11-07T00:57:12.450Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-01-30 22:02:12,1995-01-31 04:32:12,,Pyay
24.089,94.335,52.0,4.2,mb,,,,1.3,us,usp0006rz7,2014-11-07T00:57:11.333Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1995-01-27 19:27:05,1995-01-28 01:57:05,Saigang,Kalay
19.486,96.211,33.0,5.1,mb,,,,1.4,us,usp0006rsf,2014-11-07T00:57:10.560Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-01-23 09:27:17,1995-01-23 15:57:17,Mandalay,Nay Pyi Taw
22.261,94.345,86.8,4.4,mb,,,,1.3,us,usp0006rb4,2014-11-07T00:57:08.110Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-01-14 18:51:01,1995-01-15 01:21:01,Saigang,Hakha
22.943,99.482,33.0,4.8,mb,,,,1.4,us,usp0006t4n,2014-11-07T00:57:20.712Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1995-02-18 00:14:42,1995-02-18 06:44:42,Shan,Lashio
26.103,96.193,93.4,4.0,mb,,,,1.2,us,usp0006spk,2014-11-07T00:57:18.612Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-02-10 05:43:45,1995-02-10 12:13:45,Kachin,Myitkyina
25.065,95.109,69.6,4.4,mb,,,,0.9,us,usp0006sk5,2014-11-07T00:57:18.134Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-02-08 16:31:08,1995-02-08 23:01:08,Saigang,Bhamo
24.655,94.273,33.0,4.6,mb,,,,1.1,us,usp0006uvx,2014-11-07T00:57:34.210Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1995-03-29 02:46:23,1995-03-29 09:16:23,,Kalay
22.392,94.116,106.8,4.1,mb,,,,0.7,us,usp0006ueq,2014-11-07T00:57:32.271Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-03-20 03:12:37,1995-03-20 09:42:37,Magway,Hakha
22.035,94.531,137.6,4.3,mb,,,,1.0,us,usp0006u4w,2014-11-07T00:57:30.125Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-03-13 09:05:16,1995-03-13 15:35:16,Saigang,Monywa
23.829,94.246,135.7,4.4,mb,,,,0.6,us,usp0006u25,2014-11-07T00:57:29.764Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-03-11 12:23:17,1995-03-11 18:53:17,Saigang,Kalay
20.586,93.602,40.0,4.4,mb,,,,0.9,us,usp0006twc,2014-11-07T00:57:28.827Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-03-06 23:43:27,1995-03-07 06:13:27,Rakhine,Sittwe
25.97,96.72,33.0,3.8,mb,,,,1.0,us,usp0006ts4,2014-11-07T00:57:27.875Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-03-04 00:02:40,1995-03-04 06:32:40,Kachin,Myitkyina
25.055,95.254,107.5,4.9,mb,,,,0.9,us,usp0006xu5,2014-11-07T00:57:58.268Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-05-21 21:37:09,1995-05-22 04:07:09,Saigang,Bhamo
17.899,96.457,11.4,6.1,ms,,,,1.1,us,usp0006xgf,2015-02-12T23:41:00.982Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-05-16 21:48:05,1995-05-17 04:18:05,Bago,Bago
22.785,94.51,108.7,4.5,mb,,,,1.4,us,usp0006x8r,2014-11-07T00:57:54.773Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-05-13 06:35:10,1995-05-13 13:05:10,Saigang,Kalay
24.17,95.421,100.0,3.8,mb,,,,0.8,us,usp0006x57,2014-11-07T00:57:54.322Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-05-10 00:51:01,1995-05-10 07:21:01,Saigang,Kalay
25.29,95.155,91.8,5.2,mw,,,,0.9,us,usp0006x4b,2015-02-11T17:16:25.000Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-05-09 09:54:20,1995-05-09 16:24:20,Saigang,Myitkyina
24.839,95.059,117.5,4.7,mb,,,,0.8,us,usp0006x3m,2014-11-07T00:57:54.088Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-05-08 23:25:37,1995-05-09 05:55:37,Saigang,Kalay
24.905,95.142,120.4,4.5,mb,,,,1.2,us,usp0006wym,2014-11-07T00:57:53.417Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-05-06 02:30:55,1995-05-06 09:00:55,Saigang,Kalay
24.987,95.294,117.5,6.4,mwb,,,,1.0,us,usp0006wyk,2015-02-12T23:40:31.570Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-05-06 01:59:07,1995-05-06 08:29:07,Saigang,Bhamo
25.325,95.014,164.6,4.5,mb,,,,0.7,us,usp0006wuq,2014-11-07T00:57:52.462Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-05-04 13:26:40,1995-05-04 19:56:40,Saigang,Myitkyina
21.925,98.943,33.0,4.9,mb,,,,0.9,us,usp0006zwz,2014-11-07T00:58:13.131Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-06-29 23:03:46,1995-06-30 05:33:46,Shan,Kengtung
26.209,96.342,33.0,4.6,mb,,,,0.4,us,usp0006zsa,2014-11-07T00:58:12.062Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-06-27 05:48:25,1995-06-27 12:18:25,Kachin,Myitkyina
23.632,94.64,116.0,4.5,mb,,,,0.5,us,usp0006zqn,2014-11-07T00:58:11.812Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-06-26 07:21:03,1995-06-26 13:51:03,Saigang,Kalay
23.112,94.105,33.0,4.9,mb,,,,1.0,us,usp0006za8,2014-11-07T00:58:09.672Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-06-17 21:09:20,1995-06-18 03:39:20,Saigang,Kalay
23.858,94.532,86.1,4.6,mb,,,,0.9,us,usp0006yr9,2014-11-07T00:58:06.854Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-06-07 17:27:22,1995-06-07 23:57:22,Saigang,Kalay
24.809,95.307,136.9,4.4,mb,,,,0.5,us,usp0006wfu,2014-11-07T00:57:46.749Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-04-28 08:03:09,1995-04-28 14:33:09,Saigang,Bhamo
24.671,94.771,43.5,4.4,mb,,,,0.8,us,usp0006w30,2014-11-07T00:57:44.591Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1995-04-21 22:01:01,1995-04-22 04:31:01,Saigang,Kalay
24.468,94.579,33.0,4.3,mb,,,,1.2,us,usp0006vf2,2014-11-07T00:57:41.058Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1995-04-10 09:34:29,1995-04-10 16:04:29,Saigang,Kalay
24.44,94.607,38.6,4.6,mb,,,,0.9,us,usp0006vdt,2014-11-07T00:57:40.879Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1995-04-09 10:16:39,1995-04-09 16:46:39,Saigang,Kalay
25.086,96.107,20.0,4.7,ms,,,,1.2,us,usp0006v44,2014-11-07T00:57:39.028Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-04-04 05:46:14,1995-04-04 12:16:14,Kachin,Myitkyina
21.987,99.052,33.0,4.1,mb,,,,0.8,us,usp000717n,2014-11-07T00:58:24.595Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-07-30 19:43:09,1995-07-31 02:13:09,Shan,Kengtung
22.969,94.541,109.1,4.5,mb,,,,0.9,us,usp000714q,2014-11-07T00:58:24.010Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-07-30 02:01:43,1995-07-30 08:31:43,Saigang,Kalay
22.015,98.907,10.0,4.4,mb,,,,1.4,us,usp00070w9,2014-11-07T00:58:22.729Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-07-23 05:39:49,1995-07-23 12:09:49,Shan,Kengtung
24.801,95.139,119.9,4.3,mb,,,,1.0,us,usp00070s5,2014-11-07T00:58:22.193Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-07-19 18:10:13,1995-07-20 00:40:13,Saigang,Kalay
22.005,99.138,10.0,4.8,mb,,,,1.1,us,usp00070r6,2014-11-07T00:58:21.975Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1995-07-18 21:33:41,1995-07-19 04:03:41,Shan,Kengtung
21.844,99.038,10.0,4.0,mb,,,,1.6,us,usp00070qm,2014-11-07T00:58:21.885Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-07-18 11:14:07,1995-07-18 17:44:07,Shan,Kengtung
21.806,99.115,10.0,4.6,mb,,,,1.5,us,usp00070jq,2014-11-07T00:58:21.094Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-07-14 07:29:36,1995-07-14 13:59:36,Shan,Kengtung
21.841,99.161,10.0,4.3,mb,,,,1.3,us,usp00070gu,2014-11-07T00:58:20.361Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-07-12 09:44:53,1995-07-12 16:14:53,Shan,Kengtung
22.041,99.309,10.0,4.2,mb,,,,0.6,us,usp00070gr,2014-11-07T00:58:20.339Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1995-07-12 08:14:33,1995-07-12 14:44:33,Shan,Kengtung
21.886,99.157,10.0,4.3,mb,,,,1.1,us,usp00070gn,2014-11-07T00:58:20.329Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-07-12 06:02:56,1995-07-12 12:32:56,Shan,Kengtung
21.123,99.034,10.0,4.2,mb,,,,1.5,us,usp00070gd,2014-11-07T00:58:20.300Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-07-12 03:57:00,1995-07-12 10:27:00,Shan,Kengtung
21.467,98.548,10.0,4.4,mb,,,,0.9,us,usp00070g8,2014-11-07T00:58:20.277Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-07-11 23:16:16,1995-07-12 05:46:16,Shan,Kengtung
21.808,98.945,10.0,4.5,mb,,,,1.2,us,usp00070g7,2014-11-07T00:58:20.272Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-07-11 22:37:07,1995-07-12 05:07:07,Shan,Kengtung
21.966,99.196,12.5,6.8,mw,,,,1.3,us,usp00070g4,2015-02-12T20:13:19.333Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-07-11 21:46:39,1995-07-12 04:16:39,Shan,Kengtung
24.215,94.527,163.2,4.3,mb,,,,0.7,us,usp00070g1,2014-11-07T00:58:20.183Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1995-07-11 19:28:41,1995-07-12 01:58:41,Saigang,Kalay
21.984,99.119,10.0,4.7,mb,,,,1.3,us,usp00070ey,2014-11-07T00:58:20.066Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-07-10 22:43:16,1995-07-11 05:13:16,Shan,Kengtung
21.885,99.116,10.0,4.9,mb,,,,1.1,us,usp00070dq,2014-11-07T00:58:19.859Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-07-09 21:29:14,1995-07-10 03:59:14,Shan,Kengtung
21.725,99.086,10.0,5.0,mb,,,,1.1,us,usp00070dm,2014-11-07T00:58:19.849Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-07-09 20:33:32,1995-07-10 03:03:32,Shan,Kengtung
21.984,99.159,10.1,5.9,mw,,,,1.2,us,usp00070dk,2015-02-12T20:20:25.410Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-07-09 20:31:31,1995-07-10 03:01:31,Shan,Kengtung
23.277,94.047,33.0,4.3,mb,,,,0.4,us,usp0007060,2014-11-07T00:58:18.018Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-07-05 09:33:35,1995-07-05 16:03:35,Saigang,Kalay
25.304,95.047,56.0,4.3,mb,,,,1.1,us,usp00072nr,2014-11-07T00:58:36.685Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-08-30 06:19:45,1995-08-30 12:49:45,Saigang,Myitkyina
22.056,99.116,33.0,3.8,mb,,,,0.9,us,usp00072my,2014-11-07T00:58:36.588Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1995-08-29 18:27:33,1995-08-30 00:57:33,Shan,Kengtung
24.985,95.237,114.7,3.8,mb,,,,0.6,us,usp000727j,2014-11-07T00:58:34.316Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-08-21 17:52:06,1995-08-22 00:22:06,Saigang,Bhamo
21.574,99.373,33.0,3.9,mb,,,,0.9,us,usp0007238,2014-11-07T00:58:33.654Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1995-08-18 23:01:31,1995-08-19 05:31:31,Shan,Kengtung
24.421,94.486,82.3,4.4,mb,,,,1.2,us,usp00071tq,2014-11-07T00:58:31.463Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1995-08-13 22:15:48,1995-08-14 04:45:48,Saigang,Kalay
