latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km
18.473,95.267,52.0,4.5,mb,,,,,us,usp0001bqd,2014-11-06T23:24:28.655Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-01-14 01:02:59,1981-01-14 07:32:59,Bago,Pyay,Shwedaung,Thar Yar Kone,village,0.8
26.38,97.082,33.0,4.9,mb,,,,0.9,us,usp0001c2h,2014-11-07T00:28:52.738Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-02-07 21:37:17,1981-02-08 04:07:17,Kachin,Myitkyina,Tanai,,village,6.4
24.866,96.4,33.0,4.7,mb,,,,1.1,us,usp0001c0d,2014-11-07T00:28:50.441Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-02-01 09:27:47,1981-02-01 15:57:47,Kachin,Mohnyin,Mohnyin,Myin Thar,village,0.8
24.941,95.384,147.6,5.7,mb,,,,0.8,us,usp0001dbp,2015-02-12T23:21:54.870Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-04-25 11:32:23,1981-04-25 18:02:23,Saigang,Hkamti,Homalin,Zay Di Seik,village,2.8
24.652,95.106,134.5,4.6,mb,,,,1.0,us,usp0001d34,2014-11-07T00:29:11.712Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-04-11 01:24:04,1981-04-11 07:54:04,Saigang,Hkamti,Homalin,Naung Hpar Mu,village,3.1
25.16,95.259,93.9,4.4,mb,,,,1.0,us,usp0001d0n,2014-11-07T00:29:10.051Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-04-04 21:58:16,1981-04-05 04:28:16,Saigang,Hkamti,Homalin,Ton Ma Lauk,village,9.7
26.529,96.92,33.0,4.7,mb,,,,1.0,us,usp0001cz1,2014-11-07T00:29:06.745Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-03-31 22:41:24,1981-04-01 05:11:24,Kachin,Myitkyina,Tanai,,village,19.2
25.945,98.667,33.0,4.8,mb,,,,0.7,us,usp0001dp0,2014-11-07T00:29:29.405Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1981-05-14 11:01:36,1981-05-14 17:31:36,Kachin,Myitkyina,Chipwi,楚衣河村,village,3.1
22.747,94.236,46.7,4.6,mb,,,,0.7,us,usp0001dj7,2014-11-07T00:29:27.161Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-05-06 15:32:34,1981-05-06 22:02:34,Saigang,Kale,Kale,Yae Shin,village,11.1
22.964,94.593,101.4,5.0,mb,,,,0.7,us,usp0001dfr,2015-02-11T17:14:54.000Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-05-01 04:08:10,1981-05-01 10:38:10,Saigang,Kale,Mingin,Htan Pin Chaung,village,2.6
22.489,95.125,21.6,5.0,mb,,,,0.8,us,usp0001ees,2015-02-11T17:14:55.000Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-06-30 21:55:47,1981-07-01 04:25:47,Saigang,Monywa,Budalin,Kyaung,village,1.7
23.776,93.8,58.7,4.7,mb,,,,0.8,us,usp0001e74,2014-11-07T00:29:38.231Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1981-06-17 11:12:55,1981-06-17 17:42:55,Chin,Falam,Tonzang,Anlun,village,6.9
22.933,94.675,110.4,4.6,mb,,,,0.6,us,usp0001f1b,2014-11-07T00:29:50.011Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-07-30 21:12:59,1981-07-31 03:42:59,Saigang,Kale,Mingin,Taung Hpyu,village,1.0
24.753,94.62,71.5,4.8,mb,,,,0.7,us,usp0001esp,2014-11-07T00:29:47.820Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1981-07-18 09:00:37,1981-07-18 15:30:37,,,,Molvailup,village,4.2
22.593,94.254,98.9,4.3,mb,,,,0.9,us,usp0001eqh,2014-11-07T00:29:47.233Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-07-15 11:52:24,1981-07-15 18:22:24,Saigang,Kale,Mingin,Pyar,village,6.2
25.109,97.857,33.0,4.9,mb,,,,0.8,us,usp0001ejj,2014-11-07T00:29:45.200Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1981-07-07 02:29:06,1981-07-07 08:59:06,,,,上大竹寨,village,2.2
25.008,97.836,49.7,4.6,mb,,,,1.0,us,usp0001fjh,2014-11-07T00:29:58.963Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1981-08-29 15:22:08,1981-08-29 21:52:08,,,,Kachang,town,4.2
25.512,96.552,33.0,3.9,mb,,,,1.2,us,usp0001fgc,2014-11-07T00:29:58.494Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-08-25 22:28:14,1981-08-26 04:58:14,Kachin,Mohnyin,Hpakant,Loi Hseng,village,8.6
26.693,96.064,79.6,5.2,mb,,,,1.1,us,usp0001ff2,2014-11-07T00:29:57.547Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-08-23 15:56:13,1981-08-23 22:26:13,Saigang,Hkamti,Nanyun,Shingbwiyang,town,14.4
22.891,94.47,92.0,4.7,mb,,,,0.9,us,usp0001fex,2014-11-07T00:29:57.402Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-08-23 09:29:59,1981-08-23 15:59:59,Saigang,Kale,Mingin,Ma Oe Kaing,village,1.0
24.692,94.903,90.0,4.7,mb,,,,1.3,us,usp0001fem,2014-11-07T00:29:57.327Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1981-08-23 01:24:38,1981-08-23 07:54:38,Saigang,Hkamti,Homalin,Yar Za,village,2.0
25.455,96.176,33.0,4.8,mb,,,,0.4,us,usp0001fbw,2014-11-07T00:29:56.553Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-08-18 17:17:05,1981-08-18 23:47:05,Kachin,Mohnyin,Hpakant,Nam Moe Yoke,village,7.5
25.489,96.619,36.6,5.1,mb,,,,0.9,us,usp0001fay,2015-02-11T17:14:55.000Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-08-16 18:55:41,1981-08-17 01:25:41,Kachin,Mohnyin,Hpakant,Ka Htan Yang,village,2.7
25.45,96.641,35.3,4.7,mb,,,,1.2,us,usp0001fav,2014-11-07T00:29:56.243Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-08-16 17:40:56,1981-08-17 00:10:56,Kachin,Mohnyin,Hpakant,Ka Htan Yang,village,5.4
25.507,96.647,38.3,4.6,mb,,,,1.2,us,usp0001fam,2014-11-07T00:29:56.203Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1981-08-16 06:27:59,1981-08-16 12:57:59,Kachin,Mohnyin,Hpakant,Ka Htan Yang,village,1.0
