latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km,shakemapURL,shakemapLastUpdated
25.433,95.178,104.0,4.8,mb,,,,,us,usp0000m2k,2014-11-06T23:21:39.233Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1977-01-05 14:10:56,1977-01-05 20:40:56,Saigang,Hkamti,Lay Shi,Thingphayang,village,2.0,,
24.161,98.446,42.0,4.6,mb,,,,,us,usp0000m3m,2014-11-06T23:21:39.260Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1977-01-07 21:02:55,1977-01-08 03:32:55,,,,绿阴堂,village,4.4,,
17.327,94.167,25.0,4.8,mb,,,,,us,usp0000mba,2014-11-06T23:21:39.502Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1977-01-25 02:05:52,1977-01-25 08:35:52,,,,Nwei Nyo Chaung,village,33.7,,
15.239,96.522,40.0,4.9,mb,,,,,us,usp0000mcy,2014-11-06T23:21:39.542Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,1977-01-29 05:10:52,1977-01-29 11:40:52,,,,Ban Dar Pin,village,121.4,,
25.637,96.486,22.0,4.4,mb,,,,,us,usp0000mf2,2014-11-06T23:21:39.733Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1977-02-03 10:49:14,1977-02-03 17:19:14,Kachin,Mohnyin,Hpakant,Pyar Ohn,village,0.7,,
25.48,96.563,57.0,4.4,mb,,,,,us,usp0000mfs,2014-11-06T23:21:39.781Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1977-02-05 18:41:38,1977-02-06 01:11:38,Kachin,Mohnyin,Hpakant,Loi Hseng,village,8.3,,
21.747,92.99,40.0,5.7,ms,,,,,us,usp0000nus,2015-02-12T22:22:28.946Z,,Myanmar-Bangladesh border region,MM,Asia,earthquake,0,0,1,,,1977-05-12 12:20:00,1977-05-12 18:50:00,Chin,Mindat,Paletwa,Ma Au,village,3.0,,
26.889,97.088,33.0,4.8,mb,,,,,us,usp0000pje,2014-11-06T23:21:42.795Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1977-06-30 14:48:57,1977-06-30 21:18:57,Kachin,Myitkyina,Tanai,Khashi,village,32.8,,
27.174,97.444,33.0,4.6,mb,,,,,us,usp0000pmb,2014-11-06T23:21:42.863Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1977-07-05 05:53:43,1977-07-05 12:23:43,Kachin,Puta-O,Puta-O,Long Gar Yang,village,6.9,,
20.221,94.001,91.0,4.5,mb,,,,,us,usp0000py4,2014-11-06T23:21:43.214Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1977-07-31 23:59:25,1977-08-01 06:29:25,Rakhine,Kyaukpyu,Ann,Mee Chaung Chin (Kun Wa),village,14.2,,
26.72,97.385,33.0,4.6,ms,,,,,us,usp0000qx4,2014-11-06T23:21:44.477Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1977-10-05 17:53:54,1977-10-06 00:23:54,Kachin,Puta-O,Sumprabum,Hpon Kyan,village,21.1,,
23.484,93.353,61.0,5.2,mb,,,,,us,usp0000r15,2015-02-11T17:14:38.000Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1977-10-13 11:32:09,1977-10-13 18:02:09,,,,Tiangsam,village,2.6,,
25.885,98.847,33.0,4.7,mb,,,,,us,usp0000r2t,2014-11-06T23:21:44.679Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1977-10-17 03:46:49,1977-10-17 10:16:49,,,,小沙坝,village,0.8,,
25.05,96.391,33.0,4.4,mb,,,,,us,usp0000rr9,2014-11-06T23:21:45.454Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1977-11-24 21:06:52,1977-11-25 03:36:52,Kachin,Mohnyin,Mohnyin,Inn Thar,village,3.0,,
22.158,94.749,33.0,4.4,mb,,,,,us,usp0000rv7,2014-11-06T23:21:45.672Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1977-11-29 01:53:40,1977-11-29 08:23:40,Saigang,Yinmarbin,Yinmarbin,Pan Ma Htone,village,0.8,,
23.85,95.847,33.0,4.7,mb,,,,,us,usp0000s66,2014-11-06T23:21:46.058Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1977-12-21 12:46:23,1977-12-21 19:16:23,Saigang,Katha,Kawlin,Taung Inn Lay,village,2.0,,
26.376,96.983,10.0,5.16,mw,,,,,iscgem,iscgem689377,2022-04-27T16:02:40.664Z,,"25 km NE of Sarupathar, India",MM,Asia,earthquake,0,0,1,,,1977-12-22 04:41:59,1977-12-22 11:11:59,Kachin,Myitkyina,Tanai,,village,1.2,,
