latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km
24.759,95.172,100.0,5.1,mb,,,,,us,usp0000sde,2014-11-06T23:21:46.289Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1978-01-08 06:32:58,1978-01-08 13:02:58,Saigang,Hkamti,Homalin,Khon Thar,village,4.2
23.088,94.715,105.0,5.1,mb,,,,,us,usp0000t45,2015-02-11T17:14:39.000Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1978-02-23 23:18:33,1978-02-24 05:48:33,Saigang,Kale,Mingin,Peik Chin Taw,village,2.3
23.282,94.14,78.0,5.0,mb,,,,,us,usp0000t3b,2014-11-06T23:21:47.304Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1978-02-22 09:07:30,1978-02-22 15:37:30,Saigang,Kale,Kale,In Daing Lay,village,3.2
24.351,94.778,109.0,4.8,mb,,,,,us,usp0000sxr,2014-11-06T23:21:46.984Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1978-02-11 14:45:45,1978-02-11 21:15:45,Saigang,Mawlaik,Paungbyin,Zee Hpyu Kone,village,1.3
23.945,94.823,103.0,4.9,mb,,,,,us,usp0000svz,2014-11-06T23:21:46.925Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1978-02-09 05:36:02,1978-02-09 12:06:02,Saigang,Mawlaik,Paungbyin,Ywar Thar,village,3.6
23.039,94.707,105.0,5.1,mb,,,,,us,usp0000sty,2014-11-06T23:21:46.858Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1978-02-03 23:46:43,1978-02-04 06:16:43,Saigang,Kale,Mingin,Kyun Taw,village,3.4
24.908,94.624,33.0,4.6,mb,,,,,us,usp0000tva,2014-11-06T23:21:48.253Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1978-03-31 19:20:21,1978-04-01 01:50:21,,,,Chahong Khunou,village,0.3
25.693,96.32,33.0,4.2,mb,,,,,us,usp0000tud,2014-11-06T23:21:48.223Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1978-03-30 00:47:24,1978-03-30 07:17:24,Kachin,Mohnyin,Hpakant,Pha War,village,1.2
24.327,94.325,108.0,4.3,mb,,,,,us,usp0000ttc,2014-11-06T23:21:48.153Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1978-03-28 10:25:05,1978-03-28 16:55:05,Saigang,Tamu,Tamu,,village,0.6
15.121,95.447,33.0,4.4,mb,,,,,us,usp0000t99,2014-11-06T23:21:47.507Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,1978-03-07 15:36:59,1978-03-07 22:06:59,,,,Khat Tar Kyun,village,66.0
27.243,96.918,93.0,4.6,mb,,,,,us,usp0000t6v,2014-11-06T23:21:47.432Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1978-03-02 12:14:42,1978-03-02 18:44:42,,,,Gandhigram,village,3.7
23.634,94.626,59.0,4.5,mb,,,,,us,usp0000ua1,2014-11-06T23:21:48.761Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1978-04-27 10:18:41,1978-04-27 16:48:41,Saigang,Mawlaik,Mawlaik,Kyoke Thar,village,2.1
15.161,96.543,33.0,4.9,mb,,,,,us,usp0000ud8,2014-11-06T23:21:48.881Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,1978-05-05 02:30:13,1978-05-05 09:00:13,,,,Ku Lar Koke (Auk Seik),village,125.5
23.031,99.478,33.0,4.3,mb,,,,,us,usp0000ud5,2014-11-06T23:21:48.878Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1978-05-04 23:16:55,1978-05-05 05:46:55,Shan,Hopang,Pangwaun,Manghai Long,village,1.5
22.865,94.613,110.0,4.5,mb,,,,,us,usp0000uz9,2014-11-06T23:21:49.604Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1978-06-10 11:18:18,1978-06-10 17:48:18,Saigang,Kale,Mingin,Pin Tin (South),village,3.8
25.967,96.513,107.0,4.6,mb,,,,,us,usp0000uyv,2014-11-06T23:21:49.591Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1978-06-09 06:11:55,1978-06-09 12:41:55,Kachin,Mohnyin,Hpakant,Lawt Jar,village,12.6
22.861,94.583,147.0,4.7,mb,,,,,us,usp0000vpx,2014-11-06T23:21:50.477Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1978-07-23 10:17:18,1978-07-23 16:47:18,Saigang,Kale,Mingin,Nga Ohn,village,2.4
27.25,97.048,33.0,4.0,mb,,,,,us,usp0000vfv,2014-11-06T23:21:50.247Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1978-07-08 21:28:28,1978-07-09 03:58:28,,,,Vijaynagar,village,8.0
23.029,94.41,67.0,4.3,mb,,,,,us,usp0000vdt,2014-11-06T23:21:50.178Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1978-07-03 11:04:44,1978-07-03 17:34:44,Saigang,Kale,Mingin,Inn Kone Gyi,village,2.6
26.449,96.933,33.0,5.1,mb,,,,,us,usp0000w05,2014-11-06T23:21:51.346Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1978-08-10 14:52:51,1978-08-10 21:22:51,Kachin,Myitkyina,Tanai,,village,10.7
24.249,94.766,90.0,4.8,mb,,,,,us,usp0000x2g,2014-11-06T23:21:52.978Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1978-10-20 17:21:46,1978-10-20 23:51:46,Saigang,Mawlaik,Paungbyin,Ma Nar Tar,village,1.7
16.603,95.857,10.0,5.7,ms,,,,,us,usp0000wt3,2015-02-12T23:45:20.709Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,1978-09-30 09:04:31,1978-09-30 15:34:31,Yangon,Yangon (South),Twantay,Ah Lel Chaung,village,1.9
21.381,94.722,96.0,4.5,mb,,,,,us,usp0000wss,2014-11-06T23:21:52.605Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1978-09-29 08:59:28,1978-09-29 15:29:28,Magway,Pakokku,Pauk,Ma Gyi Thone Pin,village,3.8
22.782,94.726,109.0,4.1,mb,,,,,us,usp0000wm8,2014-11-06T23:21:52.395Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1978-09-18 19:29:59,1978-09-19 01:59:59,Saigang,Yinmarbin,Kani,Kone Thar,village,2.4
19.578,93.813,58.0,4.4,mb,,,,,us,usp0000x9n,2014-11-06T23:21:53.470Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1978-11-05 05:45:37,1978-11-05 12:15:37,Rakhine,Kyaukpyu,Ann,Nyaung Chaung,village,1.6
23.173,96.196,33.0,4.4,mb,,,,,us,usp0000y18,2014-11-06T23:21:55.119Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1978-12-21 22:36:13,1978-12-22 05:06:13,Shan,Mongmit,Mongmit,Wea Baung,village,8.5
22.302,94.33,93.0,4.4,mb,,,,,us,usp0000xtp,2014-11-06T23:21:54.539Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1978-12-08 03:42:24,1978-12-08 10:12:24,Saigang,Kale,Mingin,ကွမ်းဇဲ (ဝီကီ နေရာလွဲ),village,14.2
16.566,95.95,17.0,5.0,ms,,,,,us,usp0000xtn,2014-11-06T23:21:54.538Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,1978-12-08 00:22:06,1978-12-08 06:52:06,Yangon,Yangon (South),Kawhmu,Tha Pyu San,village,1.2
