latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city
25.203,95.153,105.3,4.6,mb,43,46.3,,0.92,us,usp000jdc9,2014-11-07T01:46:46.307Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2012-01-11 22:23:20,2012-01-12 04:53:20,Saigang,Myitkyina
25.613,96.963,51.2,4.4,mb,28,120.7,,1.16,us,usp000jd40,2014-11-07T01:46:44.073Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2012-01-06 05:28:55,2012-01-06 11:58:55,Kachin,Myitkyina
23.999,94.613,54.9,4.6,mb,95,73.6,,0.78,us,usp000jfjg,2014-11-07T01:47:05.623Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2012-02-28 20:55:46,2012-02-29 03:25:46,Saigang,Kalay
17.707,96.131,10.0,4.4,mb,19,175.3,,0.83,us,usp000jeze,2014-11-07T01:47:01.661Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2012-02-15 15:36:47,2012-02-15 22:06:47,Bago,Bago
21.619,94.754,120.3,4.5,mb,40,70.7,,0.8,us,usp000jgxk,2014-11-07T01:47:20.168Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2012-03-29 00:23:21,2012-03-29 06:53:21,Magway,Pakokku
22.921,94.466,101.5,4.0,mb,30,152.5,,0.82,us,usp000jg8b,2014-11-07T01:47:14.847Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2012-03-14 15:40:21,2012-03-14 22:10:21,Saigang,Kalay
24.517,95.085,108.7,4.5,mb,45,66.2,,0.96,us,usp000jm4d,2014-11-07T01:47:55.200Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2012-05-30 09:28:14,2012-05-30 15:58:14,Saigang,Kalay
18.105,93.403,35.0,4.3,mb,12,148.0,,0.4,us,usp000jkwf,2014-11-07T01:47:52.693Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2012-05-25 03:11:39,2012-05-25 09:41:39,,Pathein
15.17,96.828,10.0,4.6,mb,23,131.7,,0.95,us,usp000jkmm,2014-11-07T01:47:49.131Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,2012-05-19 19:10:38,2012-05-20 01:40:38,,Mawlamyine
20.206,94.677,79.8,4.4,mb,60,53.3,,0.89,us,usp000jk6k,2014-11-07T01:47:46.039Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2012-05-08 23:12:44,2012-05-09 05:42:44,Magway,Magway
25.244,94.983,85.1,4.5,mb,36,54.4,,0.74,us,usp000jhuu,2014-11-07T01:47:30.789Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2012-04-13 10:11:53,2012-04-13 16:41:53,Saigang,Myitkyina
21.757,98.345,10.0,4.2,mb,16,79.2,,0.69,us,usp000jn2s,2014-11-07T01:48:07.805Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2012-06-22 03:20:28,2012-06-22 09:50:28,Shan,Kengtung
