latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city,place_type
24.567,94.889,74.0,4.8,mb,,,,1.3,us,usp0001srk,2014-11-07T00:32:34.522Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1983-01-31 03:26:04,1983-01-31 09:56:04,Saigang,Nan Par Hoke,village
23.748,94.069,81.3,4.5,mb,,,,1.5,us,usp0001sqc,2014-11-07T00:32:34.381Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1983-01-29 17:52:13,1983-01-30 00:22:13,Chin,Madam,village
26.368,96.381,105.3,4.8,mb,,,,0.8,us,usp0001sk3,2014-11-07T00:32:33.759Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1983-01-25 05:05:22,1983-01-25 11:35:22,Kachin,,village
22.857,93.067,150.9,4.7,mb,,,,0.4,us,usp0001s6z,2014-11-07T00:32:29.230Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1983-01-13 23:00:11,1983-01-14 05:30:11,,,village
26.729,96.883,42.8,4.6,mb,,,,1.3,us,usp0001s5j,2014-11-07T00:32:28.423Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1983-01-12 12:22:26,1983-01-12 18:52:26,Kachin,Shin Long Gar,village
26.898,97.014,24.5,5.0,mb,,,,1.1,us,usp0001s55,2014-11-07T00:32:28.365Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1983-01-12 03:28:22,1983-01-12 09:58:22,Kachin,Khashi,village
24.232,94.432,75.9,5.1,mb,,,,1.0,us,usp0001rz4,2014-11-07T00:32:26.457Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1983-01-03 11:28:14,1983-01-03 17:58:14,Saigang,,village
22.877,93.989,33.0,4.4,mb,,,,1.1,us,usp0001tfk,2014-11-07T00:32:47.042Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1983-03-05 16:41:40,1983-03-05 23:11:40,Chin,Ka Pyin Chauk,village
23.036,93.848,76.3,4.7,mb,,,,0.9,us,usp0001wd9,2014-11-07T00:33:20.893Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1983-06-26 02:31:18,1983-06-26 09:01:18,Chin,Zalang,village
26.02,95.737,113.1,4.8,mb,,,,1.2,us,usp0001w4y,2014-11-07T00:33:19.537Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1983-06-16 10:50:46,1983-06-16 17:20:46,Saigang,Hman Pin,village
17.81,96.54,22.5,4.8,mb,,,,1.1,us,usp0001vsb,2014-11-07T00:33:12.716Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1983-05-29 13:44:04,1983-05-29 20:14:04,Bago,Paw Thit Kone,village
20.919,96.904,33.2,4.5,mb,,,,1.3,us,usp0001v23,2014-11-07T00:33:07.102Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1983-05-04 21:19:59,1983-05-05 03:49:59,Shan,Yae Pu (Hle Kone),village
25.784,96.545,39.6,4.7,mb,,,,1.2,us,usp0001uvw,2014-11-07T00:33:03.327Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1983-04-30 17:28:48,1983-04-30 23:58:48,Kachin,Wa Ra Zut,village
22.053,94.34,100.0,5.1,mb,,,,0.9,us,usp0001uj1,2015-02-11T17:15:04.000Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1983-04-17 23:16:34,1983-04-18 05:46:34,Magway,Kant That,village
22.833,94.399,108.6,4.7,mb,,,,1.0,us,usp0001ue9,2014-11-07T00:32:58.857Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1983-04-13 21:07:20,1983-04-14 03:37:20,Saigang,Kyauk Tan,village
19.744,94.382,51.9,4.7,mb,,,,1.3,us,usp0001u78,2014-11-07T00:32:56.798Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1983-04-06 04:34:08,1983-04-06 11:04:08,Magway,Pa Bway,village
21.912,93.675,92.3,4.3,mb,,,,1.2,us,usp0001u3r,2014-11-07T00:32:53.654Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1983-04-01 04:24:08,1983-04-01 10:54:08,Chin,Lungring,village
15.142,96.379,33.0,4.0,mb,,,,0.7,us,usp0001u3m,2014-11-07T00:32:53.590Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,1983-04-01 01:41:52,1983-04-01 08:11:52,,Tha Yet Pin Seik,village
