latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city,place_type
23.021,94.342,80.9,3.2,mb,10,,,0.54,us,usp000a8jh,2014-11-07T01:11:59.692Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2001-01-28 11:55:56,2001-01-28 18:25:56,Saigang,Sat Sar (Set Sar),village
22.227,94.778,131.7,3.6,mb,8,,,0.75,us,usp000a7nf,2014-11-07T01:11:55.703Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2001-01-14 09:55:46,2001-01-14 16:25:46,Saigang,Chin Pone,village
21.172,98.454,64.4,4.4,mb,11,,,0.59,us,usp000a74a,2014-11-07T01:11:51.537Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2001-01-04 04:03:04,2001-01-04 10:33:04,Shan,,village
22.078,94.989,151.5,3.6,mb,19,,,0.79,us,usp000ac7s,2014-11-07T01:12:26.583Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2001-03-30 06:08:13,2001-03-30 12:38:13,Saigang,Yar Za Kyaw,village
22.279,99.951,33.0,4.5,mb,43,,,1.0,us,usp000ab96,2014-11-07T01:12:20.180Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2001-03-12 08:57:53,2001-03-12 15:27:53,,勐根,village
23.896,93.695,55.3,5.2,mwc,211,,,0.76,us,usp000aavb,2015-02-11T17:17:12.000Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2001-03-03 22:55:59,2001-03-04 05:25:59,Chin,Sialmei (Sial mong),village
24.749,94.776,23.4,4.8,mb,74,,,0.86,us,usp000ae0b,2014-11-07T01:12:38.470Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2001-04-26 21:01:31,2001-04-27 03:31:31,Saigang,Ti Laung,village
24.723,98.89,33.0,4.8,mb,24,,,1.43,us,usp000adhe,2014-11-07T01:12:35.935Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2001-04-19 00:38:54,2001-04-19 07:08:54,,Dayakou,village
18.694,95.299,97.5,4.2,mb,27,,,0.74,us,usp000adg2,2014-11-07T01:12:35.776Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2001-04-18 10:20:44,2001-04-18 16:50:44,Bago,Tha Yet Pin Kwin,village
23.991,99.424,33.0,4.4,mb,34,,,0.91,us,usp000ad95,2014-11-07T01:12:34.961Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2001-04-15 02:11:59,2001-04-15 08:41:59,,Banka,town
