latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km,shakemapURL,shakemapLastUpdated
17.8972,96.1277,16.19,4.8,mb,,85.0,2.24,0.77,us,us700048dc,2019-09-11T15:19:05.040Z,,"41 km ENE of Letpandan, Myanmar",MM,Asia,earthquake,0,0,1,,,2019-06-18 04:28:20,2019-06-18 10:58:20,Bago,Bago,Bago,Taik Gyi,village,17.9,,
25.84,95.95,120.0,4.2,mb,,,,,,us600044cg,2019-06-22T14:53:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1561144939,1561135343,1,,,2019-06-21 16:42:23,2019-06-21 23:12:23,Saigang,Hkamti,Hkamti,Nam Si Bon,village,9.3,,
24.9278,94.9219,112.02,4.5,mb,,157.0,0.896,1.26,us,us7000493b,2019-09-26T14:30:04.040Z,,"92 km SSE of Phek, India",MM,Asia,earthquake,0,0,1,,,2019-07-03 05:57:40,2019-07-03 12:27:40,Sagaing,Hkamti,Homalin,Khaung Khan Kyun,village,2.1,,
24.9048,94.6999,71.28,4.3,mb,,115.0,0.764,0.91,us,us70004jl6,2019-09-28T20:01:19.040Z,,"70 km ENE of Yairipok, India",MM,Asia,earthquake,0,0,1,,,2019-07-13 15:08:59,2019-07-13 21:38:59,Sagaing,Hkamti,Lay Shi,Mwehpe,village,5.3,,
24.8601,95.1097,120.67,4.0,mb,,71.0,2.605,0.99,us,us60004ykk,2019-10-11T20:12:25.040Z,,"108 km SE of Phek, India",MM,Asia,earthquake,0,0,1,,,2019-07-24 10:31:13,2019-07-24 17:01:13,Sagaing,Hkamti,Homalin,Moe Lin,village,0.4,,
23.6285,94.6485,94.55,4.6,mb,,91.0,0.677,0.5,us,us60004zkl,2019-08-05T08:33:46.040Z,"Mawlaik, Burma","23km E of Mawlaik, Burma",MM,Asia,earthquake,1564994111,1564756658,1,,,2019-08-02 14:37:38,2019-08-02 21:07:38,Saigang,Mawlaik,Mawlaik,Kyoke Thar,village,0.9,,
25.48,96.72,10.0,4.7,mb,,,,,,gfz2019pbyb,2019-08-03T18:36:00.000Z,"Kachin, Myanmar (Burma)","55km WSW of Myitkyina, Burma",MM,Asia,earthquake,1564836126,1564834758,1,,,2019-08-03 12:19:18,2019-08-03 18:49:18,Kachin,Mohnyin,Hpakant,La Hka Yar Yang,village,1.2,,
25.6958,96.6601,10.0,4.7,mb,,113.0,2.592,1.08,us,gfz2019pfjx,2019-08-05T13:19:45.040Z,"Kachin, Myanmar (Burma)","82km WNW of Myitkyina, Burma",MM,Asia,earthquake,1565001541,1564998183,1,,,2019-08-05 09:43:03,2019-08-05 16:13:03,Kachin,Mohnyin,Hpakant,Nawng Myi,village,3.7,,
18.4865,94.5107,40.29,5.3,mww,,62.0,3.287,0.63,us,gfz2019qcqy,2019-08-19T15:10:19.040Z,"Rakhine, Myanmar (Burma)","82km WSW of Prome, Burma",MM,Asia,earthquake,1566099261,1566098663,1,,,2019-08-18 03:24:23,2019-08-18 09:54:23,Rakhine,Thandwe,Thandwe,Thu Ka Mein,village,7.8,,
18.54,94.65,60.0,4.8,mb,,,,,,us600056kk,2019-08-18T09:34:00.000Z,"Prome, Burma","73km WSW of Prome, Burma",MM,Asia,earthquake,1566100435,1566099495,1,,,2019-08-18 03:38:15,2019-08-18 10:08:15,Rakhine,Thandwe,Thandwe,Yae Paw Gyi,village,16.7,,
26.5229,96.0899,93.49,4.7,mb,,55.0,2.799,0.74,us,gfz2019qrfv,2019-08-26T07:52:56.973Z,"Kachin, Myanmar (Burma)","75km SE of Khonsa, India",MM,Asia,earthquake,1566788516,1566787755,1,,,2019-08-26 02:49:15,2019-08-26 09:19:15,Saigang,Hkamti,Nanyun,,village,14.4,,
20.02,97.96,10.0,3.7,ml,,,,,,ems_201908_788696,2019-08-27T08:05:00.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1566893154,1566892302,1,,,2019-08-27 07:51:42,2019-08-27 14:21:42,Shan,Langkho,Langkho,Pong Lawng,village,12.0,,
22.7269,95.5099,10.0,5.5,mww,,31.0,1.766,0.55,us,gfz2019rbht,2019-09-03T15:12:52.040Z,"Myo Thit, Myanmar (Burma)","26km NW of Shwebo, Burma",MM,Asia,earthquake,1567264612,1567264161,1,,,2019-08-31 15:09:21,2019-08-31 21:39:21,Saigang,Shwebo,Khin-U,Shwe Ya Min,village,0.1,,
25.0893,95.0376,87.47,4.5,mb,,66.0,1.087,0.86,us,gfz2019rhcm,2019-09-04T16:12:07.040Z,"Kaw Yar, Sagaing Region, Myanmar (Burma)","83km SE of Phek, India",MM,Asia,earthquake,1567590508,1567538319,1,,,2019-09-03 19:18:39,2019-09-04 01:48:39,Saigang,Hkamti,Homalin,Nwe Naing,village,0.9,,
21.22,94.73,100.0,4.8,mb,,,,,,gfz2019rlww,2019-09-06T11:16:00.000Z,"Inn Kan, Magway Region, Myanmar (Burma)","37km NNW of Chauk, Burma",MM,Asia,earthquake,1567765311,1567764588,1,,,2019-09-06 10:09:48,2019-09-06 16:39:48,Magway,Pakokku,Pakokku,Sa Nyaung,village,3.0,,
16.2305,95.0566,10.0,4.6,mb,,109.0,4.132,0.97,us,ems_201909_791607,2019-09-13T18:37:57.040Z,"Myit Gyi Boe, Ayeyarwady, Myanmar (Burma)","27km SW of Mawlamyinegyunn, Burma",MM,Asia,earthquake,1568167586,1568146724,1,,,2019-09-10 20:18:44,2019-09-11 02:48:44,Ayeyarwady,Labutta,Labutta,Chin Su,village,1.6,,
23.12,94.2,67.0,4.4,mb,,,,,,us70005ur2,2019-10-17T06:54:00.000Z,"Thit Chauk, Sagaing Region, Myanmar (Burma)","55km SSW of Mawlaik, Burma",MM,Asia,earthquake,1571253748,1571251541,1,,,2019-10-16 18:45:41,2019-10-17 01:15:41,Saigang,Kale,Kale,Au Du,village,8.6,,
23.12,94.3,80.0,4.9,mb,,,,,,gfz2019uldd,2019-10-18T17:30:00.000Z,"Inn Din, Sagaing Region, Myanmar (Burma)","55km SSW of Mawlaik, Burma",MM,Asia,earthquake,1571417965,1571417290,1,,,2019-10-18 16:48:10,2019-10-18 23:18:10,Saigang,Kale,Kalewa,Khaung Tee (Daung Tee),village,4.2,,
22.5731,93.3104,45.24,4.3,mb,,137.0,0.275,0.9,us,us600062aj,2020-01-03T16:09:35.040Z,,"31 km WSW of Hakha, Myanmar",MM,Asia,earthquake,0,0,1,,,2019-10-19 13:35:36,2019-10-19 20:05:36,Chin,Hakha,Thantlang,Hriphi (B),village,4.7,,
20.53,99.89,0.0,1.4,ml,,,,,,th_6066,2019-10-19T15:49:12.000Z,"Wan Long, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904540,1571500152,1,,,2019-10-19 15:49:12,2019-10-19 22:19:12,Shan,Tachileik,Tachileik,Wein Wa,village,2.9,,
20.26,97.87,0.0,2.4,ml,,,,,,th_6068,2019-10-20T10:08:17.000Z,"Wan Tein, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904539,1571566097,1,,,2019-10-20 10:08:17,2019-10-20 16:38:17,Shan,Langkho,Langkho,Tin Put,village,2.8,,
25.2638,97.0073,10.0,4.3,mb,,102.0,2.667,0.54,us,us600064cf,2020-01-03T16:09:39.040Z,,"41 km WSW of Myitkyina, Myanmar",MM,Asia,earthquake,0,0,1,,,2019-10-20 13:12:17,2019-10-20 19:42:17,Kachin,Mohnyin,Mogaung,Pin Hkar,village,5.9,,
20.15,94.87,0.0,3.4,ml,,,,,,th_6069,2019-10-21T16:11:40.000Z,"Minbu, Magway Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904539,1571674300,1,,,2019-10-21 16:11:40,2019-10-21 22:41:40,Magway,Minbu,Minbu,Kyauk Tan,village,0.7,,
19.28,95.69,10.0,4.9,mb,,,,,,gfz2019urgx,2019-10-22T06:45:00.000Z,"Khoke Chaung, Magway Region, Myanmar (Burma)","50km ESE of Myaydo, Burma",MM,Asia,earthquake,1571708527,1571707840,1,,,2019-10-22 01:30:40,2019-10-22 08:00:40,Magway,Thayet,Aunglan,Tin Taw,village,0.7,,
16.55,98.22,0.0,2.1,ml,,,,,,th_6071,2019-10-23T10:50:45.000Z,"Kawkareik, Kayin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904539,1571827845,1,,,2019-10-23 10:50:45,2019-10-23 17:20:45,Kayin,Kawkareik,Kawkareik,Hlaing Wa,village,1.4,,
18.85,95.99,0.0,3.3,ml,,,,,,th_6073,2019-10-24T03:39:22.000Z,"Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904538,1571888362,1,,,2019-10-24 03:39:22,2019-10-24 10:09:22,Bago,Taungoo,Oktwin,Shwe Taung Ngwe Taung,village,12.5,,
19.9,96.92,0.0,2.9,ml,,,,,,th_6074,2019-10-24T15:17:15.000Z,"Long Pyin, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904538,1571930235,1,,,2019-10-24 15:17:15,2019-10-24 21:47:15,Shan,Taunggyi,Pinlaung,Pin Pong,village,3.2,,
18.2,96.22,0.0,3.4,ml,,,,,,th_6077,2019-10-25T22:04:44.000Z,"Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904537,1572041084,1,,,2019-10-25 22:04:44,2019-10-26 04:34:44,Bago,Bago,Kyauktaga,Sar Byin Village,village,14.7,,
18.4,96.41,0.0,2.8,ml,,,,,,th_6078,2019-10-25T22:06:20.000Z,"Kyee Ma Noe, Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904536,1572041180,1,,,2019-10-25 22:06:20,2019-10-26 04:36:20,Bago,Taungoo,Phyu,Yae Oe Sin,village,2.8,,
22.9,93.95,0.0,4.0,ml,,,,,,th_6081,2019-10-29T14:58:44.000Z,"Zatual, Chin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904535,1572361124,1,,,2019-10-29 14:58:44,2019-10-29 21:28:44,Chin,Falam,Falam,Khupleng,village,4.2,,
16.59,95.52,0.0,3.4,ml,,,,,,th_6086,2019-11-02T12:48:35.000Z,"Bon Da Yeik, Ayeyarwady, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904534,1572698915,1,,,2019-11-02 12:48:35,2019-11-02 19:18:35,Ayeyarwady,Pyapon,Kyaiklat,Kyon Hta Nee (Ka Mar Chyeik Ywar Ma),village,0.3,,
16.78,98.3,0.0,2.1,ml,,,,,,th_6089,2019-11-03T10:46:03.000Z,"Htee War Pa Law, Kayin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904533,1572777963,1,,,2019-11-03 10:46:03,2019-11-03 17:16:03,Kayin,Myawaddy,Myawaddy,Htee Law Thay,village,3.1,,
13.72,98.75,0.0,2.3,ml,,,,,,th_6094,2019-11-07T16:33:49.000Z,"Pyar Thar Chaung, Tanintharyi Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904531,1573144429,1,,,2019-11-07 16:33:49,2019-11-07 23:03:49,Tanitharyi,Dawei,Dawei,Kyauk Htone,village,7.8,,
19.89,98.3,0.0,2.1,ml,,,,,,th_6092,2019-11-07T16:59:21.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904531,1573145961,1,,,2019-11-07 16:59:21,2019-11-07 23:29:21,Shan,Langkho,Langkho,,village,9.5,,
19.86,98.42,0.0,2.2,ml,,,,,,th_6093,2019-11-07T17:58:38.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904531,1573149518,1,,,2019-11-07 17:58:38,2019-11-08 00:28:38,Shan,Langkho,Langkho,Kone Ti Vi,village,4.5,,
19.87,98.23,0.0,2.6,ml,,,,,,th_6095,2019-11-09T08:41:24.000Z,"Nawng Aw, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904530,1573288884,1,,,2019-11-09 08:41:24,2019-11-09 15:11:24,Shan,Langkho,Langkho,,village,10.3,,
21.27,97.84,0.0,2.7,ml,,,,,,th_6097,2019-11-10T16:55:21.000Z,"Wan Sang, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904530,1573404921,1,,,2019-11-10 16:55:21,2019-11-10 23:25:21,Shan,Loilen,Laihka,,village,1.0,,
19.73,97.67,0.0,2.3,ml,,,,,,th_6098,2019-11-11T23:39:35.000Z,"Ka Du Gyi, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904529,1573515575,1,,,2019-11-11 23:39:35,2019-11-12 06:09:35,Shan,Langkho,Mawkmai,Tin Lwei,village,12.2,,
16.7507,96.1807,10.0,3.4,mb_lg,,267.0,3.062,0.19,us,ems_201911_804932,2019-11-15T01:35:34.874Z,"Yangon, Yangon Region, Myanmar (Burma)","6km SSE of Rangoon, Burma",MM,Asia,earthquake,1573602203,1573572258,1,,,2019-11-12 15:24:18,2019-11-12 21:54:18,Yangon,Yangon (South),Dala,Ta Dar Chaung,village,1.5,,
20.14,98.66,10.0,3.5,ml,,,,,,ems_201911_804974,2019-11-13T03:20:00.000Z,"Me Kin, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573615274,1573614399,1,,,2019-11-13 03:06:39,2019-11-13 09:36:39,Shan,Monghsat,Mongton,Nar Hpat Hi,village,22.9,,
21.24,98.67,0.0,3.6,ml,,,,,,th_6102,2019-11-13T03:42:34.000Z,"Tar Kaw, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904528,1573616554,1,,,2019-11-13 03:42:34,2019-11-13 10:12:34,Shan,Loilen,Kunhing,Hpan Lan,village,0.7,,
19.4,96.41,0.0,3.0,ml,,,,,,th_6105,2019-11-15T15:47:32.000Z,"Mi Chaung Aing, Bago Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1573904527,1573832852,1,,,2019-11-15 15:47:32,2019-11-15 22:17:32,Bago,Taungoo,Yedashe,Ma Lauk Chaung,village,1.3,,
20.64,97.71,0.0,3.1,ml,,,,,,th_6117,2019-11-20T13:11:51.000Z,"Mong Seik, Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1574256255,1574255511,1,,,2019-11-20 13:11:51,2019-11-20 19:41:51,Shan,Loilen,Nansang,Ma Lan Hkam,village,7.3,,
24.8793,96.3481,10.0,4.1,mb,,119.0,1.973,1.37,us,us70006caj,2019-11-24T10:53:25.642Z,"Bhamo, Burma","112km NW of Bhamo, Burma",MM,Asia,earthquake,1574551854,1574549026,1,,,2019-11-23 22:43:46,2019-11-24 05:13:46,Kachin,Mohnyin,Mohnyin,Bi Lu Su See,village,3.7,,
24.06,94.26,71.0,4.6,mb,,,,,,us70006d1q,2019-11-26T08:04:00.000Z,"Sagaing Region, Myanmar (Burma)","49km SE of Kakching, India",MM,Asia,earthquake,1574741671,1574740426,1,,,2019-11-26 03:53:46,2019-11-26 10:23:46,Saigang,Tamu,Tamu,Khum Mun Nun,village,1.1,,
19.2,94.92,66.0,4.7,mb,,,,,,th_6293,2019-11-26T10:27:00.000Z,"Magway Region, Myanmar (Burma)","20km SW of Thayetmyo, Burma",MM,Asia,earthquake,1574761601,1574760970,1,,,2019-11-26 09:36:10,2019-11-26 16:06:10,Magway,Thayet,Thayet,Chin Hnit,village,1.2,,
19.241,94.9451,59.76,5.4,mww,,24.0,2.483,0.92,us,gfz2019xdym,2019-11-28T14:49:31.150Z,"Than Bu La, Magway Region, Myanmar (Burma)","26km WSW of Thayetmyo, Burma",MM,Asia,earthquake,1574766811,1574766357,1,,,2019-11-26 11:05:57,2019-11-26 17:35:57,Magway,Thayet,Thayet,Auk Ma Neint,village,0.7,,
23.2,98.02,0.0,4.0,ml,,,,,,th_6297,2019-11-26T14:00:43.000Z,"Ho Pang Myin, Shan, Myanmar (Burma)",Myanmar-China Border Region,MM,Asia,earthquake,1574777986,1574776843,1,,,2019-11-26 14:00:43,2019-11-26 20:30:43,Shan,Lashio,Hseni,Nawng Kyawng,village,4.4,,
23.1379,96.0191,21.64,5.2,mww,,131.0,1.914,0.73,us,gfz2019xhwn,2019-12-05T08:26:14.134Z,"Mandalay Region, Myanmar (Burma)","55km WNW of Mogok, Burma",MM,Asia,earthquake,1574952551,1574951955,1,,,2019-11-28 14:39:15,2019-11-28 21:09:15,Mandalay,Pyinoolwin,Thabeikkyin,Shar Taw,village,0.9,,
18.82,97.66,0.0,2.7,ml,,,,,,th_6340,2019-11-30T01:30:56.000Z,"Daw Ka Dwee, Kayah State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1575078197,1575077456,1,,,2019-11-30 01:30:56,2019-11-30 08:00:56,Kayah,Bawlake,Mese,Hway Par Lan,village,10.9,,
