latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city
22.698,93.899,33.0,4.6,mb,,,,,us,usp00009hz,2014-11-06T23:21:28.441Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1975-01-17 15:09:41,1975-01-17 21:39:41,Chin,Kalay
17.638,97.902,6.0,5.9,ms,,,,,us,usp00009y5,2015-02-12T23:45:42.049Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-02-17 03:38:19,1975-02-17 10:08:19,,Hpa-An
22.353,94.553,92.0,4.4,mb,,,,,us,usp0000a3d,2014-11-06T23:21:29.199Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-03-03 02:14:54,1975-03-03 08:44:54,Saigang,Monywa
26.642,97.025,57.0,5.6,mb,,,,,us,usp0000b8a,2015-02-12T22:53:22.437Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-05-30 17:45:00,1975-05-31 00:15:00,Kachin,Putao
23.872,94.108,72.0,5.3,mb,,,,,us,usp0000b3v,2015-02-12T20:31:48.519Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-05-21 03:16:20,1975-05-21 09:46:20,,Kalay
22.66,94.995,130.0,5.1,mb,,,,,us,usp0000btn,2014-11-06T23:21:31.050Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-06-28 21:32:02,1975-06-29 04:02:02,Saigang,Shwebo
26.551,97.001,32.0,5.4,mb,,,,,us,usp0000b9u,2014-11-06T23:21:30.515Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-06-03 03:23:37,1975-06-03 09:53:37,Kachin,Putao
26.393,97.069,37.0,4.8,mb,,,,,us,usp0000b9r,2014-11-06T23:21:30.513Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-06-03 00:59:11,1975-06-03 07:29:11,Kachin,Putao
26.592,96.99,27.0,5.2,mb,,,,,us,usp0000b9q,2014-11-06T23:21:30.512Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-06-03 00:37:40,1975-06-03 07:07:40,Kachin,Putao
26.509,96.387,33.0,5.2,mb,,,,,us,usp0000c4u,2014-11-06T23:21:31.347Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-07-23 03:03:11,1975-07-23 09:33:11,Kachin,Putao
21.544,94.698,178.0,4.8,mb,,,,,us,usp0000bya,2014-11-06T23:21:31.147Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-07-09 11:30:39,1975-07-09 18:00:39,Magway,Bagan
21.508,94.76,94.0,4.6,mb,,,,,us,usp0000by2,2014-11-06T23:21:31.143Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-07-08 19:36:43,1975-07-09 02:06:43,Magway,Bagan
21.485,94.7,157.0,6.5,mb,,,,,us,usp0000bxy,2015-02-12T22:28:41.823Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-07-08 12:04:42,1975-07-08 18:34:42,Magway,Bagan
22.99,94.317,33.0,4.8,mb,,,,,us,usp0000d7b,2014-11-06T23:21:32.307Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-10-21 07:10:50,1975-10-21 13:40:50,Saigang,Kalay
18.297,96.367,64.0,5.1,mb,,,,,us,usp0000czq,2014-11-06T23:21:32.156Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-09-29 13:42:47,1975-09-29 20:12:47,Bago,Taungoo
20.031,98.451,33.0,5.1,mb,,,,,us,usp0000cv7,2014-11-06T23:21:32.064Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-09-18 23:01:58,1975-09-19 05:31:58,Shan,Loikaw
22.369,94.231,88.0,4.9,mb,,,,,us,usp0000cua,2014-11-06T23:21:32.045Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-09-17 03:00:20,1975-09-17 09:30:20,Magway,Hakha
20.761,99.139,35.0,4.0,mb,,,,,us,usp0000cs6,2014-11-06T23:21:31.911Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-09-11 23:07:44,1975-09-12 05:37:44,Shan,Kengtung
21.429,94.755,121.0,4.4,mb,,,,,us,usp0000dnf,2014-11-06T23:21:32.746Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-11-19 14:01:25,1975-11-19 20:31:25,Magway,Bagan
18.136,96.431,33.0,5.2,ms,,,,,us,usp0000e5u,2014-11-06T23:21:33.151Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-12-30 08:57:24,1975-12-30 15:27:24,Bago,Bago
26.82,97.156,48.0,5.3,mb,,,,,us,usp0000e4z,2015-02-12T22:07:54.102Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-12-29 05:07:59,1975-12-29 11:37:59,Kachin,Putao
26.487,97.142,58.0,4.8,mb,,,,,us,usp0000e4v,2014-11-06T23:21:33.131Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-12-29 01:20:02,1975-12-29 07:50:02,Kachin,Putao
27.848,96.418,33.0,4.4,mb,,,,,us,usp0000dzh,2014-11-06T23:21:32.983Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1975-12-20 04:59:20,1975-12-20 11:29:20,,Putao
23.678,94.333,63.0,5.2,mb,,,,,us,usp0000dwr,2014-11-06T23:21:32.926Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1975-12-13 22:35:44,1975-12-14 05:05:44,Saigang,Kalay
