latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt
22.3720000,93.9710000,30.1000,4.20,mb,22,104.1,,0.91,us,usp000gz4j,2014-11-07T01:39:18.749Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2009-07-11 08:52:02,2009-07-11 15:22:02
24.2860000,94.1760000,52.0000,4.10,mb,18,180.1,,0.86,us,usp000gyzc,2014-11-07T01:39:17.759Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2009-07-06 09:55:26,2009-07-06 16:25:26
25.2800000,95.1010000,82.2000,5.30,mwc,194,22.5,,0.96,us,usp000h12d,2015-02-11T17:19:11.000Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2009-08-30 19:27:48,2009-08-31 01:57:48
18.2290000,94.1410000,13.7000,4.40,mb,29,100.5,,0.58,us,usp000h112,2014-11-07T01:39:35.101Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2009-08-30 02:41:04,2009-08-30 09:11:04
24.3230000,94.7930000,99.0000,5.50,mwb,177,29.6,,0.8,us,usp000h07g,2015-02-11T17:19:10.000Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2009-08-11 21:43:47,2009-08-12 04:13:47
22.5130000,93.4830000,72.2000,4.70,mb,83,71.1,,0.75,us,usp000gzzt,2014-11-07T01:39:27.811Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2009-08-05 02:58:45,2009-08-05 09:28:45
24.8690000,98.0970000,43.6000,4.50,mb,64,67.4,,0.52,us,usp000h1um,2014-11-07T01:39:44.672Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,2009-09-25 01:14:17,2009-09-25 07:44:17
20.4040000,94.7930000,84.2000,5.70,mwc,299,31.7,,0.76,us,usp000h1rn,2015-02-12T22:59:45.460Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2009-09-21 19:38:42,2009-09-22 02:08:42
24.3320000,94.6690000,95.0000,5.90,mwc,358,14.3,,0.83,us,usp000h16n,2015-02-12T21:14:02.055Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2009-09-03 19:51:06,2009-09-04 02:21:06
16.8930000,95.8170000,10.0000,4.20,mb,16,100.7,,0.98,us,usp000h36q,2014-11-07T01:39:57.392Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,2009-10-20 08:20:04,2009-10-20 14:50:04
23.2650000,94.5030000,88.4000,4.80,mb,105,34.6,,0.79,us,usp000h2ru,2014-11-07T01:39:54.952Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2009-10-11 18:26:11,2009-10-12 00:56:11
24.9560000,96.4160000,36.8000,4.30,mb,29,124.3,,0.98,us,usp000h4eh,2014-11-07T01:40:08.869Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2009-11-26 07:28:52,2009-11-26 13:58:52
24.3570000,94.8070000,124.8000,5.60,mwb,206,17.3,,0.77,us,usp000h5f4,2015-02-12T23:40:06.830Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2009-12-29 09:01:55,2009-12-29 15:31:55
23.7290000,94.4280000,74.2000,4.50,mb,46,95.3,,0.92,us,usp000h564,2014-11-07T01:40:17.449Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2009-12-19 06:18:14,2009-12-19 12:48:14
21.0960000,92.5290000,34.5000,4.10,mb,41,117.8,,0.68,us,usp000h4yt,2014-11-07T01:40:15.873Z,,Myanmar-Bangladesh border region,MM,Asia,earthquake,0,0,1,,,2009-12-11 16:22:17,2009-12-11 22:52:17
23.4810000,94.5380000,35.0000,4.50,mb,38,96.9,,0.75,us,usp000h4wx,2014-11-07T01:40:15.458Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2009-12-09 21:55:53,2009-12-10 04:25:53
