latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,nearest_city,place_type
24.941,94.385,100.0,4.1,mb,,,,1.1,us,usp0007wj3,2014-11-07T01:02:01.170Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1997-01-30 15:55:04,1997-01-30 22:25:04,,Shangshak Khullen,village
23.03,93.622,100.0,4.2,mb,,,,0.6,us,usp0007vqn,2014-11-07T01:01:57.424Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1997-01-10 21:22:03,1997-01-11 03:52:03,Chin,Sim/Dihai,village
22.898,94.983,33.0,4.8,mb,,,,1.09,us,usp0007xfd,2014-11-07T01:02:09.903Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-02-19 01:35:53,1997-02-19 08:05:53,Saigang,Inn Gyi (East),village
22.846,94.929,33.0,4.7,mb,,,,0.95,us,usp0007xf3,2014-11-07T01:02:09.845Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-02-18 21:13:47,1997-02-19 03:43:47,Saigang,Aik,village
23.861,94.402,101.9,4.3,mb,,,,1.37,us,usp0007xaa,2014-11-07T01:02:09.251Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-02-15 14:21:09,1997-02-15 20:51:09,Saigang,Moe Kaung,village
21.305,95.265,119.4,4.0,mb,,,,1.14,us,usp0007x2e,2014-11-07T01:02:08.107Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-02-11 01:58:37,1997-02-11 08:28:37,Mandalay,Thee Kone,village
24.166,94.569,100.0,4.3,mb,,,,1.01,us,usp0007x0j,2014-11-07T01:02:07.877Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1997-02-09 23:41:23,1997-02-10 06:11:23,Saigang,Sit Thaung,village
25.312,96.522,62.6,3.8,mb,,,,0.75,us,usp0007wnz,2014-11-07T01:02:04.563Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-02-02 14:30:05,1997-02-02 21:00:05,Kachin,Aing Lay Tu,village
17.318,94.634,33.0,4.2,mb,,,,1.05,us,usp0007zdj,2014-11-07T01:02:22.660Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-03-25 14:17:26,1997-03-25 20:47:26,Ayeyarwady,Kyar Gaung,village
25.083,98.273,33.0,4.3,mb,,,,1.11,us,usp0007zcw,2014-11-07T01:02:22.594Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1997-03-25 04:02:47,1997-03-25 10:32:47,,Xinqi,village
15.663,95.789,33.0,4.6,mb,,,,0.77,us,usp0008469,2014-11-07T01:03:01.488Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,1997-06-30 23:22:34,1997-07-01 05:52:34,,Aung Hlaing,village
26.43,96.15,33.0,4.2,mb,,,,1.03,us,usp00083xc,2014-11-07T01:02:59.639Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-06-24 17:53:15,1997-06-25 00:23:15,Kachin,,village
23.856,93.101,33.0,4.5,mb,,,,0.74,us,usp00085n2,2014-11-07T01:03:12.144Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1997-07-31 20:08:58,1997-08-01 02:38:58,,Phullen,village
23.887,93.159,33.0,5.3,mwc,,,,0.86,us,usp00085mv,2015-02-11T17:16:42.000Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1997-07-31 15:59:37,1997-07-31 22:29:37,,,village
26.075,95.723,92.2,4.5,mb,,,,1.07,us,usp00085a0,2014-11-07T01:03:10.569Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1997-07-24 23:19:33,1997-07-25 05:49:33,Saigang,,village
21.818,94.884,138.0,5.4,mwc,,,,0.8,us,usp00084qd,2015-02-11T17:16:42.000Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-07-11 14:54:49,1997-07-11 21:24:49,Magway,Nyaung Pin Thar,village
22.778,94.554,100.0,4.0,mb,,,,0.48,us,usp00084d5,2014-11-07T01:03:05.513Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-07-05 08:54:17,1997-07-05 15:24:17,Saigang,Hpet Htoke,village
24.864,95.289,150.0,3.9,mb,,,,1.13,us,usp0008471,2014-11-07T01:03:03.819Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-07-01 11:55:44,1997-07-01 18:25:44,Saigang,Htein Kone,village
23.841,94.871,200.0,3.6,mb,,,,0.64,us,usp00086mt,2014-11-07T01:03:20.062Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-08-23 20:31:06,1997-08-24 03:01:06,Saigang,Ywar Thar,village
24.826,95.038,102.1,4.3,mb,,,,0.68,us,usp00086d0,2014-11-07T01:03:19.298Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-08-18 06:37:37,1997-08-18 13:07:37,Saigang,Sat Ka Yar,village
22.348,94.768,109.8,4.3,mb,,,,0.55,us,usp00085z3,2014-11-07T01:03:17.092Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-08-09 02:11:17,1997-08-09 08:41:17,Saigang,Kho Twin,village
22.026,93.594,67.7,4.4,mb,,,,0.77,us,usp00085y8,2014-11-07T01:03:16.927Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1997-08-08 10:27:53,1997-08-08 16:57:53,Chin,Kilung,village
24.385,94.722,100.0,4.3,mb,,,,1.0,us,usp00085ux,2014-11-07T01:03:16.237Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1997-08-05 23:48:54,1997-08-06 06:18:54,Saigang,Taung Taw,village
26.521,96.202,100.0,4.5,mb,,,,0.84,us,usp0008175,2014-11-07T01:02:38.205Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-04-25 01:45:08,1997-04-25 08:15:08,Kachin,,village
23.433,94.948,120.3,4.6,mb,,,,0.68,us,usp00080xn,2014-11-07T01:02:37.087Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-04-21 14:22:15,1997-04-21 20:52:15,Saigang,Wai Pon,village
22.672,94.592,119.6,4.9,mb,,,,0.69,us,usp00080ke,2014-11-07T01:02:34.570Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-04-15 00:13:16,1997-04-15 06:43:16,Saigang,Nat Bu Sut,village
22.574,94.459,96.6,5.3,mwc,,,,0.77,us,usp00080jw,2015-02-11T17:16:40.000Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-04-14 17:53:33,1997-04-15 00:23:33,Saigang,Thit Khauk,village
21.354,94.422,87.4,4.5,mb,,,,0.94,us,usp0008021,2014-11-07T01:02:30.850Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-04-06 12:45:33,1997-04-06 19:15:33,Magway,Kyauk Kar,village
25.235,94.917,128.7,4.6,mb,,,,0.59,us,usp000886u,2014-11-07T01:03:32.388Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1997-09-28 14:32:39,1997-09-28 21:02:39,Saigang,Thaya,village
23.056,94.29,90.9,4.0,mb,,,,0.65,us,usp000884j,2014-11-07T01:03:31.853Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-09-27 10:43:20,1997-09-27 17:13:20,Saigang,Sa Khan Gyi,village
20.873,98.491,33.0,4.2,mb,,,,0.82,us,usp00087ty,2014-11-07T01:03:30.373Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-09-21 13:18:34,1997-09-21 19:48:34,Shan,Hsi Pawt,village
25.543,96.642,33.0,3.8,mb,,,,0.7,us,usp00087a6,2014-11-07T01:03:27.965Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1997-09-08 17:05:05,1997-09-08 23:35:05,Kachin,Loi Hseng,village
24.485,94.495,100.0,4.4,mb,,,,0.83,us,usp000873u,2014-11-07T01:03:26.823Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1997-09-04 02:02:54,1997-09-04 08:32:54,Saigang,Tone Kyaw,village
