latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km
22.833,94.084,120.0,4.5,mb,,,,0.7,us,usp0007bwc,2014-11-07T00:59:44.342Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1996-01-28 13:49:28,1996-01-28 20:19:28,Saigang,Kale,Kale,Kyauk Hpu,village,0.3
23.891,94.601,33.0,4.0,mb,,,,1.1,us,usp0007b9e,2014-11-07T00:59:41.422Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1996-01-18 00:19:54,1996-01-18 06:49:54,Saigang,Mawlaik,Mawlaik,Khar Tun,village,1.2
21.553,94.345,81.9,4.5,mb,,,,1.3,us,usp0007axe,2014-11-07T00:59:39.494Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1996-01-12 09:57:58,1996-01-12 16:27:58,Magway,Pakokku,Pauk,Yae Hpyu,village,3.0
22.463,94.249,33.0,4.2,mb,,,,0.9,us,usp0007atb,2014-11-07T00:59:38.857Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1996-01-10 12:19:04,1996-01-10 18:49:04,Magway,Gangaw,Gangaw,Chaung Son,village,3.9
24.681,95.022,113.4,4.3,mb,,,,1.0,us,usp0007arh,2014-11-07T00:59:38.626Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1996-01-09 19:45:47,1996-01-10 02:15:47,Saigang,Hkamti,Homalin,Zee Taw,village,5.3
22.504,94.349,107.6,4.2,mb,,,,0.8,us,usp0007aqd,2014-11-07T00:59:38.232Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1996-01-09 08:43:05,1996-01-09 15:13:05,Saigang,Kale,Mingin,Thit Khauk,village,13.1
22.404,94.114,100.0,4.0,mb,,,,1.1,us,usp0007aaj,2014-11-07T00:59:36.554Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1996-01-04 05:49:39,1996-01-04 12:19:39,Magway,Gangaw,Gangaw,Kan,village,1.3
15.234,96.257,13.8,4.8,mb,,,,1.0,us,usp0007cyc,2014-11-07T00:59:53.750Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,1996-02-15 07:19:08,1996-02-15 13:49:08,,,,Tha Yet Pin Seik,village,101.0
24.27,95.141,147.4,4.3,mb,,,,0.6,us,usp0007cra,2014-11-07T00:59:52.350Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1996-02-11 11:56:35,1996-02-11 18:26:35,Saigang,Mawlaik,Paungbyin,Tha Yet Kone,village,9.0
23.437,94.675,124.3,4.6,mb,,,,1.0,us,usp0007ckp,2014-11-07T00:59:51.822Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1996-02-08 21:38:21,1996-02-09 04:08:21,Saigang,Kale,Kalewa,Kyaung Gyi,village,13.6
23.835,93.328,33.0,4.3,mb,,,,1.4,us,usp0007ck7,2014-11-07T00:59:51.790Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1996-02-08 15:54:01,1996-02-08 22:24:01,,,,Kawlbem,village,4.6
21.124,96.995,33.0,4.1,mb,,,,1.1,us,usp0007cd6,2014-11-07T00:59:50.900Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1996-02-05 14:36:04,1996-02-05 21:06:04,Shan,Taunggyi,Lawksawk,Pin Long,village,1.8
18.862,95.664,33.0,4.3,mb,,,,1.0,us,usp0007ccy,2014-11-07T00:59:50.870Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1996-02-05 12:16:52,1996-02-05 18:46:52,Bago,Pyay,Paukkhaung,Htu Pauk,village,0.5
17.609,96.597,33.0,4.2,mb,,,,1.2,us,usp0007fdr,2014-11-07T01:00:09.155Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1996-03-28 13:39:41,1996-03-28 20:09:41,Bago,Bago,Daik-U,Tar Son,village,2.8
26.351,98.45,9.7,4.3,mb,,,,1.0,us,usp0007f2z,2014-11-07T01:00:07.688Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1996-03-21 22:34:04,1996-03-22 05:04:04,Kachin,Myitkyina,Tsawlaw,Yit Chaw,village,5.7
22.695,94.065,129.2,4.3,mb,,,,1.2,us,usp0007f0z,2014-11-07T01:00:07.481Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1996-03-20 18:40:40,1996-03-21 01:10:40,Magway,Gangaw,Gangaw,Koke Kar,village,1.4
24.946,96.418,33.0,4.4,mb,,,,1.4,us,usp0007ez8,2014-11-07T01:00:07.254Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1996-03-19 10:48:38,1996-03-19 17:18:38,Kachin,Mohnyin,Mohnyin,Kan Kone Gyi,village,1.1
16.418,96.168,22.7,4.1,mb,,,,1.0,us,usp0007ews,2014-11-07T01:00:06.916Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,1996-03-17 11:04:55,1996-03-17 17:34:55,Yangon,Yangon (South),Kungyangon,Hpoe Yin Su,village,1.1
23.175,94.362,33.0,3.9,mb,,,,0.7,us,usp0007egd,2014-11-07T01:00:04.919Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1996-03-09 01:40:47,1996-03-09 08:10:47,Saigang,Kale,Kalewa,Taung Gyi,village,1.0
