latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km
24.724,94.492,66.6,4.8,mb,,,,0.8,us,usp0001hva,2014-11-07T00:30:37.183Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1982-01-03 11:37:40,1982-01-03 18:07:40,,,,Ramphoi,village,1.4
19.251,96.242,33.0,4.5,mb,,,,1.0,us,usp0001j3n,2014-11-07T00:30:41.301Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1982-01-18 21:26:17,1982-01-19 03:56:17,Bago,Taungoo,Yedashe,Gon Min Kwin,village,2.2
20.656,94.197,71.6,4.3,mb,,,,0.9,us,usp0001j6c,2014-11-07T00:30:41.962Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1982-01-21 08:18:47,1982-01-21 14:48:47,Magway,Minbu,Sidoktaya,Lone Sun,village,1.6
21.451,94.661,113.0,5.4,mb,,,,0.9,us,usp0001j9b,2014-11-07T00:30:43.399Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1982-01-24 11:35:39,1982-01-24 18:05:39,Magway,Pakokku,Pauk,Htu Gyi,village,2.2
21.905,94.732,116.0,4.7,mb,,,,0.9,us,usp0001jm0,2014-11-07T00:30:51.000Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1982-02-12 16:00:05,1982-02-12 22:30:05,Saigang,Yinmarbin,Pale,Thar Yar Kone,village,0.2
23.588,95.532,34.8,5.0,mb,,,,1.1,us,usp0001kf5,2014-11-07T00:31:02.748Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1982-03-30 13:19:50,1982-03-30 19:49:50,Saigang,Katha,Kawlin,Sat Thwar Chaung,village,4.2
22.312,94.388,87.6,4.8,mb,,,,0.6,us,usp0001kh2,2014-11-07T00:31:05.179Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1982-04-03 07:55:54,1982-04-03 14:25:54,Saigang,Yinmarbin,Kani,ကွမ်းဇဲ (ဝီကီ နေရာလွဲ),village,20.0
24.25,94.413,96.3,4.6,mb,,,,1.2,us,usp0001kjp,2014-11-07T00:31:05.934Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1982-04-06 05:44:53,1982-04-06 12:14:53,Saigang,Tamu,Tamu,,village,2.8
25.456,95.045,65.0,4.6,mb,,,,1.1,us,usp0001md4,2014-11-07T00:31:19.087Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1982-05-17 23:17:49,1982-05-18 05:47:49,Saigang,Hkamti,Lay Shi,,village,2.1
24.096,94.082,77.0,4.6,mb,,,,1.0,us,usp0001mfa,2014-11-07T00:31:19.670Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1982-05-22 09:02:27,1982-05-22 15:32:27,,,,,village,2.2
24.667,94.769,71.3,4.6,mb,,,,1.0,us,usp0001mmc,2014-11-07T00:31:22.458Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1982-06-01 02:49:10,1982-06-01 09:19:10,Saigang,Hkamti,Homalin,Shwe Pyi Aye,town,4.3
22.656,93.599,33.0,4.3,mb,,,,1.6,us,usp0001n48,2014-11-07T00:31:29.633Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1982-06-25 04:42:13,1982-06-25 11:12:13,Chin,Hakha,Hakha,Hakha,city,1.8
25.422,96.644,33.3,4.7,mb,,,,1.3,us,usp0001pbc,2014-11-07T00:31:47.808Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1982-08-30 23:13:35,1982-08-31 05:43:35,Kachin,Mohnyin,Hpakant,Ka Htan Yang,village,8.5
