latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km,shakemapURL,shakemapLastUpdated
22.457,94.77,119.9,4.1,mb,,,,0.67,us,usp000983m,2014-11-07T01:07:40.974Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-05-16 12:21:37,1999-05-16 18:51:37,Saigang,Yinmarbin,Kani,Kyun Ywar,village,3.9,,
23.442,94.815,135.1,4.1,mb,,,,1.06,us,usp00098qj,2014-11-07T01:07:43.167Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-05-25 08:09:19,1999-05-25 14:39:19,Saigang,Kale,Kalewa,Chin Chaung,village,1.9,,
25.147,95.123,121.8,4.2,mb,,,,0.77,us,usp00099k4,2014-11-07T01:07:52.814Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-06-09 15:21:53,1999-06-09 21:51:53,Saigang,Hkamti,Homalin,Ton Ma Lauk,village,4.8,,
24.16,94.604,120.0,4.2,mb,,,,1.14,us,usp0009a5p,2014-11-07T01:07:55.051Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1999-06-19 12:21:23,1999-06-19 18:51:23,Saigang,Mawlaik,Paungbyin,Me Tin,village,0.9,,
21.41,99.478,33.0,4.8,mb,,,,1.43,us,usp0009arb,2014-11-07T01:07:57.864Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-06-28 23:38:28,1999-06-29 06:08:28,Shan,Kengtung,Kengtung,Lawng Hkei,village,2.9,,
23.036,93.805,54.3,4.4,mb,,,,0.76,us,usp0009b4g,2014-11-07T01:08:03.234Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1999-07-05 21:44:15,1999-07-06 04:14:15,Chin,Falam,Falam,Khumzing,village,4.2,,
21.422,99.345,33.0,4.8,mb,,,,0.84,us,usp0009bna,2014-11-07T01:08:05.973Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-07-15 10:35:20,1999-07-15 17:05:20,Shan,Kengtung,Kengtung,Par Awe,village,2.1,,
18.389,96.228,18.4,5.2,mwc,,,,0.92,us,usp0009d2v,2015-02-11T17:16:58.000Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-08-15 16:18:35,1999-08-15 22:48:35,Bago,Bago,Kyauktaga,Sar Byin Village,village,12.4,,
18.245,96.245,18.3,4.5,mb,,,,0.83,us,usp0009d2w,2014-11-07T01:08:16.558Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-08-15 16:23:46,1999-08-15 22:53:46,Bago,Bago,Kyauktaga,Sar Byin Village,village,9.2,,
22.34,94.642,117.3,3.9,mb,,,,0.87,us,usp0009dk8,2014-11-07T01:08:19.801Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-08-24 20:10:18,1999-08-25 02:40:18,Saigang,Yinmarbin,Kani,Nyaung Pin Lel,village,1.8,,
18.647,93.715,33.0,4.4,mb,,,,0.54,us,usp0009e3m,2014-11-07T01:08:26.895Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-09-06 22:50:21,1999-09-07 05:20:21,,,,Sar Chet,village,3.8,,
23.401,94.685,136.2,3.9,mb,,,,0.93,us,usp0009e73,2014-11-07T01:08:27.644Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-09-09 00:25:35,1999-09-09 06:55:35,Saigang,Kale,Kalewa,Thitsar Pann,town,12.6,,
23.751,94.759,126.6,4.3,mb,,,,1.01,us,usp0009fgy,2014-11-07T01:08:40.497Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-10-06 10:23:28,1999-10-06 16:53:28,Saigang,Mawlaik,Mawlaik,Law Thar,village,8.3,,
27.538,97.399,72.2,4.5,mb,,,,0.8,us,usp0009fnf,2014-11-07T01:08:41.139Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1999-10-10 05:20:18,1999-10-10 11:50:18,Kachin,Puta-O,Puta-O,Hton Htu,village,2.1,,
24.797,95.239,145.4,4.3,mb,,,,0.86,us,usp0009g8e,2014-11-07T01:08:44.555Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-10-19 17:34:18,1999-10-20 00:04:18,Saigang,Hkamti,Homalin,Naung Khan,village,1.6,,
16.517,95.988,97.6,4.6,mb,,,,0.62,us,usp0009grg,2014-11-07T01:08:47.029Z,,near the south coast of Myanmar,MM,Asia,earthquake,0,0,1,,,1999-10-28 17:06:24,1999-10-28 23:36:24,Yangon,Yangon (South),Kungyangon,Tha Pyu San,village,0.8,,
21.93,94.602,118.7,4.5,mb,,,,1.03,us,usp0009h4d,2014-11-07T01:08:54.950Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-11-05 10:51:30,1999-11-05 17:21:30,Saigang,Yinmarbin,Pale,Pi Tauk Kone,village,4.5,,
21.946,93.567,33.0,4.6,mb,,,,1.19,us,usp0009j1c,2014-11-07T01:08:59.910Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-11-24 03:53:39,1999-11-24 10:23:39,Chin,Mindat,Matupi,Lungngo,village,2.5,,
21.125,94.457,83.0,4.5,mb,,,,0.79,us,usp0009jdp,2014-11-07T01:09:05.298Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-12-02 20:45:44,1999-12-03 03:15:44,Magway,Pakokku,Seikphyu,Htun,village,1.0,,
24.517,97.774,52.1,4.6,mb,,,,0.87,us,usp0009k26,2014-11-07T01:09:10.370Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1999-12-20 11:46:54,1999-12-20 18:16:54,,,,芒岭,village,0.6,,
24.178,94.717,96.7,4.6,mb,,,,0.66,us,usp0009k48,2014-11-07T01:09:10.635Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1999-12-22 00:28:12,1999-12-22 06:58:12,Saigang,Mawlaik,Paungbyin,Lan Lay Gwa,village,1.1,,
24.76,94.66,90.9,3.7,mb,,,,0.95,us,usp0009kae,2014-11-07T01:09:11.681Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1999-12-26 02:44:38,1999-12-26 09:14:38,Saigang,Hkamti,Homalin,Molnoi,village,4.7,,
