latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km,shakemapURL,shakemapLastUpdated
22.633,94.686,155.7,4.1,mb,,,,1.34,us,usp00090pd,2014-11-07T01:06:46.943Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-01-05 21:17:37,1999-01-06 03:47:37,Saigang,Yinmarbin,Kani,Kyauk Tan,village,3.0,,
23.732,94.905,145.1,4.3,mb,,,,0.91,us,usp00090r8,2014-11-07T01:06:47.313Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-01-07 10:15:11,1999-01-07 16:45:11,Saigang,Mawlaik,Mawlaik,Inn Taw,village,16.0,,
26.682,96.473,85.9,4.5,mb,,,,0.6,us,usp00091cj,2014-11-07T01:06:49.986Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-01-20 02:13:01,1999-01-20 08:43:01,Kachin,Myitkyina,Tanai,Ta Hket,village,8.9,,
25.005,97.848,33.0,4.5,mb,,,,0.71,us,usp00091nw,2014-11-07T01:06:51.284Z,,Myanmar-China border region,MM,Asia,earthquake,0,0,1,,,1999-01-25 03:59:36,1999-01-25 10:29:36,,,,Kachang,town,5.1,,
22.067,92.784,33.0,4.4,mb,,,,1.17,us,usp00092fm,2014-11-07T01:07:00.433Z,,"51 km SSW of Saiha, India",MM,Asia,earthquake,0,0,1,,,1999-02-08 09:02:56,1999-02-08 15:32:56,Chin,Mindat,Paletwa,Sa Tin Wa,village,3.5,,
22.378,93.074,64.0,4.0,mb,,,,1.15,us,usp00092me,2014-11-07T01:07:00.961Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1999-02-11 06:01:15,1999-02-11 12:31:15,,,,Tisi,village,3.2,,
25.362,94.673,105.3,4.2,mb,,,,0.36,us,usp0009326,2014-11-07T01:07:02.767Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1999-02-19 09:45:53,1999-02-19 16:15:53,Saigang,Hkamti,Lay Shi,Sum Ma Rar,town,1.5,,
23.307,93.722,65.0,5.0,mwc,,,,0.83,us,usp000937f,2015-02-11T17:16:54.000Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1999-02-22 11:37:49,1999-02-22 18:07:49,Chin,Falam,Tedim,Suangpi,village,1.0,,
25.635,94.317,105.7,4.5,mb,,,,0.93,us,usp00094b0,2014-11-07T01:07:13.083Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1999-03-11 22:12:42,1999-03-12 04:42:42,,,,Porba,village,2.5,,
26.607,96.474,100.0,4.5,mb,,,,0.66,us,usp00095y2,2014-11-07T01:07:25.214Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,1999-04-07 17:17:33,1999-04-07 23:47:33,Kachin,Myitkyina,Tanai,Ta Ron,village,2.0,,
25.409,94.134,33.0,4.3,mb,,,,1.22,us,usp000972x,2014-11-07T01:07:31.854Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,1999-04-30 03:39:33,1999-04-30 10:09:33,,,,,town,3.6,,
