latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km
20.264,99.001,1.0,1.8,ml,,,,,,th_6449,2020-01-01T13:26:00.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1577885862,1577885160,1,,,2020-01-01 13:26:00,2020-01-01 19:56:00,Shan,Monghsat,Mongton,Hway Ngar Kyar,village,4.5
17.984,97.512,10.0,2.1,ml,,,,,,th_6452,2020-01-05T12:53:04.000Z,"Kayin State, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1578229757,1578228784,1,,,2020-01-05 12:53:04,2020-01-05 19:23:04,Kayin,Hpapun,Hpapun,Dayt Law Pu,village,6.6
20.33,94.013,10.0,3.8,ml,,,,,,th_6454,2020-01-06T11:22:34.000Z,"Rakhine, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1578310390,1578309754,1,,,2020-01-06 11:22:34,2020-01-06 17:52:34,Rakhine,Kyaukpyu,Ann,Lone Ton,village,18.9
23.912,94.4657,118.1,3.3,ml,,,,,,in_Rmxya21xWkVVVENmTXFHeEtaaUUyUT09,2020-01-06T18:31:25.000Z,,"95km SE of Moirang, Manipur, India",MM,Asia,earthquake,1578335746,1578335485,1,,,2020-01-06 18:31:25,2020-01-07 01:01:25,Saigang,Mawlaik,Mawlaik,Shwe Lin Ta,village,6.6
21.108,98.69,10.0,2.7,ml,,,,,,th_6464,2020-01-13T18:12:23.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1578939797,1578939143,1,,,2020-01-13 18:12:23,2020-01-14 00:42:23,Shan,Loilen,Kunhing,,village,5.9
23.67,94.61,93.0,4.3,mb,,,,,,us70006zgm,2020-01-14T07:51:00.000Z,"Sagaing Region, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1578968340,1578965098,1,,,2020-01-14 01:24:58,2020-01-14 07:54:58,Saigang,Mawlaik,Mawlaik,Kyoke Thar,village,6.2
22.064,98.812,10.0,3.4,ml,,,,,,th_6466,2020-01-15T01:00:26.000Z,"Shan, Myanmar (Burma)",Myanmar-China Border Region,MM,Asia,earthquake,1579052165,1579050026,1,,,2020-01-15 01:00:26,2020-01-15 07:30:26,Shan,Matman,Matman,Kawng Lin,village,5.5
20.878,100.199,4.0,2.4,ml,,,,,,th_6470,2020-01-16T16:13:23.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1579192104,1579191203,1,,,2020-01-16 16:13:23,2020-01-16 22:43:23,Shan,Tachileik,Tachileik,Nar Hkar,village,7.9
25.4,95.1,90.0,3.1,ml,,,,,,in_NDl3aTNBNU9GRjJwNm9ieXJ2OG02Zz09,2020-01-17T21:46:05.000Z,,"96km ENE of Shirui, Manipur, India",MM,Asia,earthquake,1579297853,1579297565,1,,,2020-01-17 21:46:05,2020-01-18 04:16:05,Saigang,Hkamti,Homalin,Joedadaa,village,5.5
20.774,98.588,5.0,2.6,ml,,,,,,th_6474,2020-01-17T22:08:22.000Z,"Shan, Myanmar (Burma)",Myanmar,MM,Asia,earthquake,1579300035,1579298902,1,,,2020-01-17 22:08:22,2020-01-18 04:38:22,Shan,Kengtung,Mongping,Nawng Hkun,village,8.4
